,ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Prosody,Morphemes,asjp_forms,asjp_segs
2006,Guilin-Liu-2007-201-174-1,,Guilin,Liu-2007-201-174,ŋ̍t²³ sɿ⁰ te³³,ŋ̍t²³ sɿ⁰ te³³,ŋ̍ t ²³ + s ɿ ⁰ + t e ³³,,Liu2007,,,,,i n c t + i n t + i n t,,N t   s   t e , N e s t
2007,Guangzhou-Liu-2007-201-174-1,,Guangzhou,Liu-2007-201-174,y²¹,y²¹,y ²¹,,Liu2007,,,,,n t,,i , i
2008,Fuzhou-Liu-2007-201-174-1,,Fuzhou,Liu-2007-201-174,ŋy⁵³,ŋy⁵³,ŋ y ⁵³,,Liu2007,,,,,i n t,,N i , N i
2009,Xiamen-Liu-2007-201-174-1,,Xiamen,Liu-2007-201-174,hi²⁴,hi²⁴,h i ²⁴,,Liu2007,,,,,i n t,,h i , h i
2010,Beijing-Liu-2007-201-175-1,,Beijing,Liu-2007-201-175,y²¹³⁻²¹ mɑu³⁵,y²¹³⁻²¹ mɑu³⁵,y ²¹³ + m ɑu ³⁵,,Liu2007,,,,,n t + i n t,,i   m ou , i m ou
2011,Haerbin-Liu-2007-201-175-1,,Haerbin,Liu-2007-201-175,y²¹³⁻²¹ maur²⁴,y²¹³⁻²¹ maur²⁴,y ²¹³ + m au ²⁴,,Liu2007,,,,,n t + i n t,,i   m au , au i m
2012,Jinan-Liu-2007-201-175-1,,Jinan,Liu-2007-201-175,y⁴⁵ mɔ⁵³,y⁴⁵ mɔ⁵³,y ⁴⁵ + m ɔ ⁵³,,Liu2007,,,,,n t + i n t,,i   m o , i m o
2013,Jinan-Liu-2007-201-175-2,,Jinan,Liu-2007-201-175,mɔ⁵³,mɔ⁵³,m ɔ ⁵³,,Liu2007,,,,,i n t,,m o , m o
2014,Rongcheng-Liu-2007-201-175-1,,Rongcheng,Liu-2007-201-175,y²¹³ mɔ⁵²,y²¹³ mɔ⁵²,y ²¹³ + m ɔ ⁵²,,Liu2007,,,,,n t + i n t,,i   m o , i m o
2015,Taiyuan-Liu-2007-201-175-1,,Taiyuan,Liu-2007-201-175,y⁵³ mau²¹,y⁵³ mau²¹,y ⁵³ + m au ²¹,,Liu2007,,,,,n t + i n t,,i   m au , au i m
2016,XiAn-Liu-2007-201-175-1,,XiAn,Liu-2007-201-175,mɑu²⁴,mɑu²⁴,m ɑu ²⁴,,Liu2007,,,,,i n t,,m ou , m ou
2017,Chengdu-Liu-2007-201-175-1,,Chengdu,Liu-2007-201-175,y⁵³⁻⁴⁵ mau²¹,y⁵³⁻⁴⁵ mau²¹,y ⁵³ + m au ²¹,,Liu2007,,,,,n t + i n t,,i   m au , au i m
2018,Nanjing-Liu-2007-201-175-1,,Nanjing,Liu-2007-201-175,i¹¹⁻²¹ mɔ¹³,i¹¹⁻²¹ mɔ¹³,i ¹¹ + m ɔ ¹³,,Liu2007,,,,,n t + i n t,,i   m o , i m o
2019,Jixi-Liu-2007-201-175-1,,Jixi,Liu-2007-201-175,y²¹³⁻³¹ mɤ⁴⁴,y²¹³⁻³¹ mɤ⁴⁴,y ²¹³ + m ɤ ⁴⁴,,Liu2007,,,,,n t + i n t,,i   m o , i m o
2020,Jixi-Liu-2007-201-175-2,,Jixi,Liu-2007-201-175,mɤ⁴⁴,mɤ⁴⁴,m ɤ ⁴⁴,,Liu2007,,,,,i n t,,m o , m o
2021,Suzhou-Liu-2007-201-175-1,,Suzhou,Liu-2007-201-175,y⁴⁴ mæ¹³⁻²¹,y⁴⁴ mæ¹³⁻²¹,y ⁴⁴ + m æ ¹³,,Liu2007,,,,,n t + i n t,,i   m E , E i m
2022,Suzhou-Liu-2007-201-175-2,,Suzhou,Liu-2007-201-175,mæ¹³,mæ¹³,m æ ¹³,,Liu2007,,,,,i n t,,m E , E m
2023,Wenzhou-Liu-2007-201-175-1,,Wenzhou,Liu-2007-201-175,vu²⁴⁻³³ mə³⁴¹⁻²²,vu²⁴⁻³³ mə³⁴¹⁻²²,v u ²⁴ + m ə ³⁴¹,,Liu2007,,,,,i n t + i n t,,v u   m 3 , 3 m u v
2024,Wenzhou-Liu-2007-201-175-2,,Wenzhou,Liu-2007-201-175,mə³⁴¹,mə³⁴¹,m ə ³⁴¹,,Liu2007,,,,,i n t,,m 3 , 3 m
2025,Changsha-Liu-2007-201-175-1,,Changsha,Liu-2007-201-175,y⁴¹ mau¹³,y⁴¹ mau¹³,y ⁴¹ + m au ¹³,,Liu2007,,,,,n t + i n t,,i   m au , au i m
2026,Loudi-Liu-2007-201-175-1,,Loudi,Liu-2007-201-175,y⁴² mɤ¹³⁻³³,y⁴² mɤ¹³⁻³³,y ⁴² + m ɤ ¹³,,Liu2007,,,,,n t + i n t,,i   m o , i m o
2027,Nanchang-Liu-2007-201-175-1,,Nanchang,Liu-2007-201-175,y²¹³ mau⁴⁵,y²¹³ mau⁴⁵,y ²¹³ + m au ⁴⁵,,Liu2007,,,,,n t + i n t,,i   m au , au i m
2028,Meixian-Liu-2007-201-175-1,,Meixian,Liu-2007-201-175,i³³ mau³³,i³³ mau³³,i ³³ + m au ³³,,Liu2007,,,,,n t + i n t,,i   m au , au i m
2029,Guilin-Liu-2007-201-175-1,,Guilin,Liu-2007-201-175,mɑu²²,mɑu²²,m ɑu ²²,,Liu2007,,,,,i n t,,m ou , m ou
2030,Guangzhou-Liu-2007-201-175-1,,Guangzhou,Liu-2007-201-175,y²³ mou²¹,y²³ mou²¹,y ²³ + m ou ²¹,,Liu2007,,,,,n t + i n t,,i   m ou , i m ou
2031,Fuzhou-Liu-2007-201-175-1,,Fuzhou,Liu-2007-201-175,y³² mau⁵³,y³² mau⁵³,y ³² + m au ⁵³,,Liu2007,,,,,n t + i n t,,i   m au , au i m
2032,Fuzhou-Liu-2007-201-175-2,,Fuzhou,Liu-2007-201-175,mau⁵³⁻³³ mau⁵³,mau⁵³⁻³³ mau⁵³,m au ⁵³ + m au ⁵³,,Liu2007,,,,,i n t + i n t,,m au   m au , au m
2033,Xiamen-Liu-2007-201-175-1,,Xiamen,Liu-2007-201-175,sit⁵⁻³²* mŋ̍²⁴,sit⁵⁻³²* mŋ̍²⁴,s i t ⁵ + m ŋ̍ ²⁴,,Liu2007,,,,,i n c t + i n c t,,s i t   m N , N i m s t
2034,Beijing-Liu-2007-201-176-1,,Beijing,Liu-2007-201-176,y²¹³,y²¹³,y ²¹³,,Liu2007,,,,,n t,,i , i
2035,Haerbin-Liu-2007-201-176-1,,Haerbin,Liu-2007-201-176,y²¹³,y²¹³,y ²¹³,,Liu2007,,,,,n t,,i , i
2036,Jinan-Liu-2007-201-176-1,,Jinan,Liu-2007-201-176,y⁴⁵,y⁴⁵,y ⁴⁵,,Liu2007,,,,,n t,,i , i
2037,Rongcheng-Liu-2007-201-176-1,,Rongcheng,Liu-2007-201-176,y²¹⁴,y²¹⁴,y ²¹⁴,,Liu2007,,,,,n t,,i , i
2038,Taiyuan-Liu-2007-201-176-1,,Taiyuan,Liu-2007-201-176,y⁵³,y⁵³,y ⁵³,,Liu2007,,,,,n t,,i , i
2039,XiAn-Liu-2007-201-176-1,,XiAn,Liu-2007-201-176,y⁵³,y⁵³,y ⁵³,,Liu2007,,,,,n t,,i , i
2040,Chengdu-Liu-2007-201-176-1,,Chengdu,Liu-2007-201-176,y⁵³,y⁵³,y ⁵³,,Liu2007,,,,,n t,,i , i
2041,Nanjing-Liu-2007-201-176-1,,Nanjing,Liu-2007-201-176,y¹¹,y¹¹,y ¹¹,,Liu2007,,,,,n t,,i , i
2042,Jixi-Liu-2007-201-176-1,,Jixi,Liu-2007-201-176,y²¹³,y²¹³,y ²¹³,,Liu2007,,,,,n t,,i , i
2043,Suzhou-Liu-2007-201-176-1,,Suzhou,Liu-2007-201-176,ɦy²³¹,ɦy²³¹,ɦ y ²³¹,,Liu2007,,,,,i n t,,h i , h i
2044,Wenzhou-Liu-2007-201-176-1,,Wenzhou,Liu-2007-201-176,v²⁴,v²⁴,v ²⁴,,Liu2007,,,,,i t,,v , v
2045,Changsha-Liu-2007-201-176-1,,Changsha,Liu-2007-201-176,y⁴¹,y⁴¹,y ⁴¹,,Liu2007,,,,,n t,,i , i
2046,Loudi-Liu-2007-201-176-1,,Loudi,Liu-2007-201-176,y⁴²,y⁴²,y ⁴²,,Liu2007,,,,,n t,,i , i
2047,Nanchang-Liu-2007-201-176-1,,Nanchang,Liu-2007-201-176,y²¹³,y²¹³,y ²¹³,,Liu2007,,,,,n t,,i , i
2048,Meixian-Liu-2007-201-176-1,,Meixian,Liu-2007-201-176,i³¹,i³¹,i ³¹,,Liu2007,,,,,n t,,i , i
2049,Guilin-Liu-2007-201-176-1,,Guilin,Liu-2007-201-176,y²³,y²³,y ²³,,Liu2007,,,,,n t,,i , i
2050,Guangzhou-Liu-2007-201-176-1,,Guangzhou,Liu-2007-201-176,y²³,y²³,y ²³,,Liu2007,,,,,n t,,i , i
2051,Fuzhou-Liu-2007-201-176-1,,Fuzhou,Liu-2007-201-176,y³²,y³²,y ³²,,Liu2007,,,,,n t,,i , i
2052,Xiamen-Liu-2007-201-176-1,,Xiamen,Liu-2007-201-176,hɔ²²,hɔ²²,h ɔ ²²,,Liu2007,,,,,i n t,,h o , h o
2053,Beijing-Liu-2007-201-177-1,,Beijing,Liu-2007-201-177,yɛn³⁵,yɛn³⁵,ɥ ɛ n ³⁵,,Liu2007,,,,,i n c t,,y E n , E n y
2054,Haerbin-Liu-2007-201-177-1,,Haerbin,Liu-2007-201-177,yan²⁴,yan²⁴,ɥ a n ²⁴,,Liu2007,,,,,i n c t,,y a n , a n y
2055,Jinan-Liu-2007-201-177-1,,Jinan,Liu-2007-201-177,yæ̃⁵³,yæ̃⁵³,ɥ æ̃ ⁵³,,Liu2007,,,,,i n t,,y E* , E* y
2056,Rongcheng-Liu-2007-201-177-1,,Rongcheng,Liu-2007-201-177,tʰɐn³⁵,tʰɐn³⁵,tʰ ɐ n ³⁵,,Liu2007,,,,,i n c t,,th~ a n , a n th~
2057,Taiyuan-Liu-2007-201-177-1,,Taiyuan,Liu-2007-201-177,ye²¹,ye²¹,ɥ e ²¹,,Liu2007,,,,,i n t,,y e , e y
2058,XiAn-Liu-2007-201-177-1,,XiAn,Liu-2007-201-177,yæ̃²⁴,yæ̃²⁴,ɥ æ̃ ²⁴,,Liu2007,,,,,i n t,,y E* , E* y
2059,Chengdu-Liu-2007-201-177-1,,Chengdu,Liu-2007-201-177,yan²¹,yan²¹,ɥ a n ²¹,,Liu2007,,,,,i n c t,,y a n , a n y
2060,Nanjing-Liu-2007-201-177-1,,Nanjing,Liu-2007-201-177,yen¹³,yen¹³,ɥ e n ¹³,,Liu2007,,,,,i n c t,,y e n , e n y
2061,Jixi-Liu-2007-201-177-1,,Jixi,Liu-2007-201-177,yẽ⁴⁴,yẽ⁴⁴,ɥ ẽ ⁴⁴,,Liu2007,,,,,i n t,,y e* , e* y
2062,Suzhou-Liu-2007-201-177-1,,Suzhou,Liu-2007-201-177,ɦiø¹³,ɦiø¹³,ɦ j ø ¹³,,Liu2007,,,,,i m n t,,h y e , e h y
2063,Wenzhou-Liu-2007-201-177-1,,Wenzhou,Liu-2007-201-177,jy³⁴¹,jy³⁴¹,j y ³⁴¹,,Liu2007,,,,,i n t,,y i , i y
2064,Changsha-Liu-2007-201-177-1,,Changsha,Liu-2007-201-177,yẽ¹³,yẽ¹³,ɥ ẽ ¹³,,Liu2007,,,,,i n t,,y e* , e* y
2065,Loudi-Liu-2007-201-177-1,,Loudi,Liu-2007-201-177,uĩ¹³ tʰue⁴⁴,uĩ¹³ tʰue⁴⁴,w ĩ ¹³ + tʰ w e ⁴⁴,,Liu2007,,,,,i n t + i m n t,,w i*   th~ w e , e i* th~ w
2066,Nanchang-Liu-2007-201-177-1,,Nanchang,Liu-2007-201-177,yon⁴⁵,yon⁴⁵,ɥ o n ⁴⁵,,Liu2007,,,,,i n c t,,y o n , n o y
2067,Meixian-Liu-2007-201-177-1,,Meixian,Liu-2007-201-177,ian¹¹,ian¹¹,j a n ¹¹,,Liu2007,,,,,i n c t,,y a n , a n y
2068,Guilin-Liu-2007-201-177-1,,Guilin,Liu-2007-201-177,yã²²,yã²²,ɥ ã ²²,,Liu2007,,,,,i n t,,y a* , a* y
2069,Guangzhou-Liu-2007-201-177-1,,Guangzhou,Liu-2007-201-177,yn²¹,yn²¹,y n ²¹,,Liu2007,,,,,n c t,,i n , i n
2070,Fuzhou-Liu-2007-201-177-1,,Fuzhou,Liu-2007-201-177,ieŋ⁵³,ieŋ⁵³,j e ŋ ⁵³,,Liu2007,,,,,i n c t,,y e N , N e y
2071,Xiamen-Liu-2007-201-177-1,,Xiamen,Liu-2007-201-177,iæ²⁴,iæ²⁴,j æ ²⁴,,Liu2007,,,,,i n t,,y E , E y
2072,Beijing-Liu-2007-201-178-1,,Beijing,Liu-2007-201-178,yɛn²¹³,yɛn²¹³,ɥ ɛ n ²¹³,,Liu2007,,,,,i n c t,,y E n , E n y
2073,Haerbin-Liu-2007-201-178-1,,Haerbin,Liu-2007-201-178,yan²¹³,yan²¹³,ɥ a n ²¹³,,Liu2007,,,,,i n c t,,y a n , a n y
2074,Jinan-Liu-2007-201-178-1,,Jinan,Liu-2007-201-178,yæ̃⁴⁵,yæ̃⁴⁵,ɥ æ̃ ⁴⁵,,Liu2007,,,,,i n t,,y E* , E* y
2075,Rongcheng-Liu-2007-201-178-1,,Rongcheng,Liu-2007-201-178,yɐn²¹⁴,yɐn²¹⁴,ɥ ɐ n ²¹⁴,,Liu2007,,,,,i n c t,,y a n , a n y
2076,Taiyuan-Liu-2007-201-178-1,,Taiyuan,Liu-2007-201-178,ye⁵³,ye⁵³,ɥ e ⁵³,,Liu2007,,,,,i n t,,y e , e y
2077,XiAn-Liu-2007-201-178-1,,XiAn,Liu-2007-201-178,yæ̃⁵³,yæ̃⁵³,ɥ æ̃ ⁵³,,Liu2007,,,,,i n t,,y E* , E* y
2078,Chengdu-Liu-2007-201-178-1,,Chengdu,Liu-2007-201-178,yan⁵³,yan⁵³,ɥ a n ⁵³,,Liu2007,,,,,i n c t,,y a n , a n y
2079,Nanjing-Liu-2007-201-178-1,,Nanjing,Liu-2007-201-178,yen¹¹,yen¹¹,ɥ e n ¹¹,,Liu2007,,,,,i n c t,,y e n , e n y
2080,Jixi-Liu-2007-201-178-1,,Jixi,Liu-2007-201-178,yẽ²¹³,yẽ²¹³,ɥ ẽ ²¹³,,Liu2007,,,,,i n t,,y e* , e* y
2081,Suzhou-Liu-2007-201-178-1,,Suzhou,Liu-2007-201-178,ɦiø²³¹,ɦiø²³¹,ɦ j ø ²³¹,,Liu2007,,,,,i m n t,,h y e , e h y
2082,Wenzhou-Liu-2007-201-178-1,,Wenzhou,Liu-2007-201-178,ju²⁴,ju²⁴,j u ²⁴,,Liu2007,,,,,i n t,,y u , u y
2083,Changsha-Liu-2007-201-178-1,,Changsha,Liu-2007-201-178,yẽ⁴¹,yẽ⁴¹,ɥ ẽ ⁴¹,,Liu2007,,,,,i n t,,y e* , e* y
2084,Loudi-Liu-2007-201-178-1,,Loudi,Liu-2007-201-178,uĩ⁴²,uĩ⁴²,w ĩ ⁴²,,Liu2007,,,,,i n t,,w i* , i* w
2085,Nanchang-Liu-2007-201-178-1,,Nanchang,Liu-2007-201-178,yon²¹³,yon²¹³,ɥ o n ²¹³,,Liu2007,,,,,i n c t,,y o n , n o y
2086,Meixian-Liu-2007-201-178-1,,Meixian,Liu-2007-201-178,ian³¹,ian³¹,j a n ³¹,,Liu2007,,,,,i n c t,,y a n , a n y
2087,Guilin-Liu-2007-201-178-1,,Guilin,Liu-2007-201-178,yã²³,yã²³,ɥ ã ²³,,Liu2007,,,,,i n t,,y a* , a* y
2088,Guangzhou-Liu-2007-201-178-1,,Guangzhou,Liu-2007-201-178,yn²³,yn²³,y n ²³,,Liu2007,,,,,n c t,,i n , i n
2089,Fuzhou-Liu-2007-201-178-1,,Fuzhou,Liu-2007-201-178,huoŋ²⁴²,huoŋ²⁴²,h w o ŋ ²⁴²,,Liu2007,,,,,i m n c t,,h w o N , N h o w
2090,Xiamen-Liu-2007-201-178-1,,Xiamen,Liu-2007-201-178,uan⁵³,uan⁵³,w a n ⁵³,,Liu2007,,,,,i n c t,,w a n , a n w
2091,Beijing-Liu-2007-201-179-1,,Beijing,Liu-2007-201-179,yɛ⁵¹ liɑŋ⁰,yɛ⁵¹ liɑŋ⁰,ɥ ɛ ⁵¹ + l j ɑ ŋ ⁰,,Liu2007,,,,,i n t + i m n c t,,y E   l y o N , E N l o y
2092,Haerbin-Liu-2007-201-179-1,,Haerbin,Liu-2007-201-179,yɛ⁵³ liaŋ⁰,yɛ⁵³ liaŋ⁰,ɥ ɛ ⁵³ + l j a ŋ ⁰,,Liu2007,,,,,i n t + i m n c t,,y E   l y a N , E N a l y
2093,Jinan-Liu-2007-201-179-1,,Jinan,Liu-2007-201-179,yɤ²¹⁻²¹⁴ liɑŋ³¹,yɤ²¹⁻²¹⁴ liɑŋ³¹,ɥ ɤ ²¹ + l j ɑ ŋ ³¹,,Liu2007,,,,,i n t + i m n c t,,y o   l y o N , N l o y
2094,Rongcheng-Liu-2007-201-179-1,,Rongcheng,Liu-2007-201-179,yɛ³³⁴⁻³⁴ liaŋ³³⁴,yɛ³³⁴⁻³⁴ liaŋ³³⁴,ɥ ɛ ³⁴ + l j a ŋ ³³⁴,,Liu2007,,,,,i n t + i m n c t,,y E   l y a N , E N a l y
2095,Taiyuan-Liu-2007-201-179-1,,Taiyuan,Liu-2007-201-179,yəʔ² lɪɒ̃⁴⁵,yəʔ² lɪɒ̃⁴⁵,ɥ ə ʔ ² + l j ɒ̃ ⁴⁵,,Liu2007,,,,,i n c t + i m n t,,y 3 7   l y o* , 3 7 l o* y
2096,Taiyuan-Liu-2007-201-179-2,,Taiyuan,Liu-2007-201-179,yəʔ mi⁰,yəʔ mi⁰,ɥ ə ʔ + m i ⁰,,Liu2007,,,,,i n c + i n t,,y 3 7  m i , 3 7 i m y
2097,XiAn-Liu-2007-201-179-1,,XiAn,Liu-2007-201-179,yɛ²¹ liɑŋ⁰,yɛ²¹ liɑŋ⁰,ɥ ɛ ²¹ + l j ɑ ŋ ⁰,,Liu2007,,,,,i n t + i m n c t,,y E   l y o N , E N l o y
2098,Chengdu-Liu-2007-201-179-1,,Chengdu,Liu-2007-201-179,ye²¹⁻⁵⁵ liaŋ⁰,ye²¹⁻⁵⁵ liaŋ⁰,ɥ e ²¹ + l j a ŋ ⁰,,Liu2007,,,,,i n t + i m n c t,,y e   l y a N , N a e l y
2099,Nanjing-Liu-2007-201-179-1,,Nanjing,Liu-2007-201-179,yeʔ⁵ liɑ̃⁰,yeʔ⁵ liɑ̃⁰,ɥ e ʔ ⁵ + l j ɑ̃ ⁰,,Liu2007,,,,,i n c t + i m n t,,y e 7   l y o* , 7 e l o* y
2100,Jixi-Liu-2007-201-179-1,,Jixi,Liu-2007-201-179,yaʔ³²*⁻²³ ȵiɑ̃³¹,yaʔ³²*⁻²³ ȵiɑ̃³¹,ɥ a ʔ ³² + ɲ j ɑ̃ ³¹,,Liu2007,,,,,i n c t + i m n t,,y a 7   5 y o* , 5 7 a o* y
2101,Suzhou-Liu-2007-201-179-1,,Suzhou,Liu-2007-201-179,ŋəʔ²³* liã²³¹⁻³¹,ŋəʔ²³* liã²³¹⁻³¹,ŋ ə ʔ ²³ + l j ã ²³¹,,Liu2007,,,,,i n c t + i m n t,,N 3 7   l y a* , 3 7 N a* l y
2102,Wenzhou-Liu-2007-201-179-1,,Wenzhou,Liu-2007-201-179,ȵy²¹⁻² kuɔ⁴⁴,ȵy²¹⁻² kuɔ⁴⁴,ɲ y ²¹ + k w ɔ ⁴⁴,,Liu2007,,,,,i n t + i m n t,,5 i   k w o , 5 i k o w
2103,Changsha-Liu-2007-201-179-1,,Changsha,Liu-2007-201-179,ye²⁴ lian¹¹,ye²⁴ lian¹¹,ɥ e ²⁴ + l j a n ¹¹,,Liu2007,,,,,i n t + i m n c t,,y e   l y a n , a e l n y
2104,Changsha-Liu-2007-201-179-2,,Changsha,Liu-2007-201-179,ye²⁴ lian¹¹ pa³³ pa⁰,ye²⁴ lian¹¹ pa³³ pa⁰,ɥ e ²⁴ + l j a n ¹¹ + p a ³³ + p a ⁰,,Liu2007,,,,,i n t + i m n c t + i n t + i n t,,y e   l y a n   p a   p a , a e l n p y
2105,Loudi-Liu-2007-201-179-1,,Loudi,Liu-2007-201-179,ue³⁵ kɔŋ⁴⁴⁻³³,ue³⁵ kɔŋ⁴⁴⁻³³,w e ³⁵ + k ɔ ŋ ⁴⁴,,Liu2007,,,,,i n t + i n c t,,w e   k o N , N e k o w
2106,Nanchang-Liu-2007-201-179-1,,Nanchang,Liu-2007-201-179,ȵyot⁵ liɔŋ⁰,ȵyot⁵ liɔŋ⁰,ɲ ɥ o t ⁵ + l j ɔ ŋ ⁰,,Liu2007,,,,,i m n c t + i m n c t,,5 y o t   l y o N , 5 N l o t y
2107,Meixian-Liu-2007-201-179-1,,Meixian,Liu-2007-201-179,ŋiat⁵ kuoŋ³³,ŋiat⁵ kuoŋ³³,ŋ j a t ⁵ + k w o ŋ ³³,,Liu2007,,,,,i m n c t + i m n c t,,N y a t   k w o N , N a k o t w y
2108,Guilin-Liu-2007-201-179-1,,Guilin,Liu-2007-201-179,lye⁵⁵ liɑŋ²¹,lye⁵⁵ liɑŋ²¹,l ɥ e ⁵⁵ + l j ɑ ŋ ²¹,,Liu2007,,,,,i m n t + i m n c t,,l y e   l y o N , N e l o y
2109,Guangzhou-Liu-2007-201-179-1,,Guangzhou,Liu-2007-201-179,yt² kuɔŋ⁵⁵,yt² kuɔŋ⁵⁵,y t ² + k w ɔ ŋ ⁵⁵,,Liu2007,,,,,n c t + i m n c t,,i t   k w o N , N i k o t w
2110,Fuzhou-Liu-2007-201-179-1,,Fuzhou,Liu-2007-201-179,ŋuoʔ⁵,ŋuoʔ⁵,ŋ w o ʔ ⁵,,Liu2007,,,,,i m n c t,,N w o 7 , 7 N o w
2111,Xiamen-Liu-2007-201-179-1,,Xiamen,Liu-2007-201-179,geʔ⁵⁻²¹* niũ²⁴,geʔ⁵⁻²¹* niũ²⁴,g e ʔ ⁵ + n j ũ ²⁴,,Liu2007,,,,,i n c t + i m n t,,g e 7   n y u* , 7 e g n u* y
2112,Beijing-Liu-2007-201-180-1,,Beijing,Liu-2007-201-180,yn³⁵,yn³⁵,y n ³⁵,,Liu2007,,,,,n c t,,i n , i n
2113,Haerbin-Liu-2007-201-180-1,,Haerbin,Liu-2007-201-180,yn²⁴ tsʰai⁰,yn²⁴ tsʰai⁰,y n ²⁴ + tsʰ ai ⁰,,Liu2007,,,,,n c t + i n t,,i n   tsh~ ai , ai i n tsh~
2114,Jinan-Liu-2007-201-180-1,,Jinan,Liu-2007-201-180,yẽ⁵³,yẽ⁵³,ɥ ẽ ⁵³,,Liu2007,,,,,i n t,,y e* , e* y
2115,Rongcheng-Liu-2007-201-180-1,,Rongcheng,Liu-2007-201-180,yn⁵²,yn⁵²,y n ⁵²,,Liu2007,,,,,n c t,,i n , i n
2116,Taiyuan-Liu-2007-201-180-1,,Taiyuan,Liu-2007-201-180,yŋ²¹,yŋ²¹,y ŋ ²¹,,Liu2007,,,,,n c t,,i N , N i
2117,XiAn-Liu-2007-201-180-1,,XiAn,Liu-2007-201-180,yẽ²⁴,yẽ²⁴,ɥ ẽ ²⁴,,Liu2007,,,,,i n t,,y e* , e* y
2118,Chengdu-Liu-2007-201-180-1,,Chengdu,Liu-2007-201-180,yn²¹,yn²¹,y n ²¹,,Liu2007,,,,,n c t,,i n , i n
2119,Nanjing-Liu-2007-201-180-1,,Nanjing,Liu-2007-201-180,in¹³,in¹³,i n ¹³,,Liu2007,,,,,n c t,,i n , i n
2120,Jixi-Liu-2007-201-180-1,,Jixi,Liu-2007-201-180,yɑ̃⁴⁴,yɑ̃⁴⁴,ɥ ɑ̃ ⁴⁴,,Liu2007,,,,,i n t,,y o* , o* y
2121,Suzhou-Liu-2007-201-180-1,,Suzhou,Liu-2007-201-180,ɦyən¹³,ɦyən¹³,ɦ ɥ ə n ¹³,,Liu2007,,,,,i m n c t,,h y 3 n , 3 h n y
2122,Wenzhou-Liu-2007-201-180-1,,Wenzhou,Liu-2007-201-180,jyoŋ³⁴¹,jyoŋ³⁴¹,ɥ o ŋ ³⁴¹,,Liu2007,,,,,i n c t,,y o N , N o y
2123,Changsha-Liu-2007-201-180-1,,Changsha,Liu-2007-201-180,yn¹³,yn¹³,y n ¹³,,Liu2007,,,,,n c t,,i n , i n
2124,Loudi-Liu-2007-201-180-1,,Loudi,Liu-2007-201-180,un¹³,un¹³,u n ¹³,,Liu2007,,,,,n c t,,u n , n u
2125,Nanchang-Liu-2007-201-180-1,,Nanchang,Liu-2007-201-180,yn²⁴,yn²⁴,y n ²⁴,,Liu2007,,,,,n c t,,i n , i n
2126,Meixian-Liu-2007-201-180-1,,Meixian,Liu-2007-201-180,iun¹¹,iun¹¹,j u n ¹¹,,Liu2007,,,,,i n c t,,y u n , n u y
2127,Guilin-Liu-2007-201-180-1,,Guilin,Liu-2007-201-180,yŋ²²,yŋ²²,y ŋ ²²,,Liu2007,,,,,n c t,,i N , N i
2128,Guangzhou-Liu-2007-201-180-1,,Guangzhou,Liu-2007-201-180,uɐn²¹,uɐn²¹,w ɐ n ²¹,,Liu2007,,,,,i n c t,,w a n , a n w
2129,Fuzhou-Liu-2007-201-180-1,,Fuzhou,Liu-2007-201-180,huŋ⁵³,huŋ⁵³,h u ŋ ⁵³,,Liu2007,,,,,i n c t,,h u N , N h u
2130,Xiamen-Liu-2007-201-180-1,,Xiamen,Liu-2007-201-180,hun²⁴,hun²⁴,h u n ²⁴,,Liu2007,,,,,i n c t,,h u n , h n u
2131,Beijing-Liu-2007-201-181-1,,Beijing,Liu-2007-201-181,tsai⁵¹,tsai⁵¹,ts ai ⁵¹,,Liu2007,,,,,i n t,,ts ai , ai ts
2132,Haerbin-Liu-2007-201-181-1,,Haerbin,Liu-2007-201-181,tsai⁵³,tsai⁵³,ts ai ⁵³,,Liu2007,,,,,i n t,,ts ai , ai ts
2133,Jinan-Liu-2007-201-181-1,,Jinan,Liu-2007-201-181,tsɛ³¹,tsɛ³¹,ts ɛ ³¹,,Liu2007,,,,,i n t,,ts E , E ts
2134,Rongcheng-Liu-2007-201-181-1,,Rongcheng,Liu-2007-201-181,tsai³³⁴,tsai³³⁴,ts ai ³³⁴,,Liu2007,,,,,i n t,,ts ai , ai ts
2135,Taiyuan-Liu-2007-201-181-1,,Taiyuan,Liu-2007-201-181,tsai⁴⁵,tsai⁴⁵,ts ai ⁴⁵,,Liu2007,,,,,i n t,,ts ai , ai ts
2136,XiAn-Liu-2007-201-181-1,,XiAn,Liu-2007-201-181,tsɛ⁴⁴,tsɛ⁴⁴,ts ɛ ⁴⁴,,Liu2007,,,,,i n t,,ts E , E ts
2137,Chengdu-Liu-2007-201-181-1,,Chengdu,Liu-2007-201-181,tsai²¹³,tsai²¹³,ts ai ²¹³,,Liu2007,,,,,i n t,,ts ai , ai ts
2138,Nanjing-Liu-2007-201-181-1,,Nanjing,Liu-2007-201-181,tsɛ⁴⁴,tsɛ⁴⁴,ts ɛ ⁴⁴,,Liu2007,,,,,i n t,,ts E , E ts
2139,Jixi-Liu-2007-201-181-1,,Jixi,Liu-2007-201-181,tsʰa³⁵,tsʰa³⁵,tsʰ a ³⁵,,Liu2007,,,,,i n t,,tsh~ a , a tsh~
