,ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,LoanSource,asjp_forms,asjp_segs
1079,Katu-11_breast-1,,Katu,11_breast,tɔh,tɔh,t ɔ h,,Peiros2004a,,False,^ t ɔ h $,default,,t o h,h o t
1080,Dakkang-11_breast-1,,Dakkang,11_breast,tɔh,tɔh,t ɔ h,,Peiros2004a,,False,^ t ɔ h $,default,,t o h,h o t
1081,Pakoh-11_breast-1,,Pakoh,11_breast,toh.T,toh.T,t o h T/¹⁵,,Peiros2004a,,False,^ t o h .T$,default,,t o h , h o t
1082,Taoih-11_breast-1,,Taoih,11_breast,toh.T,toh.T,t o h T/¹⁵,,Peiros2004a,,False,^ t o h .T$,default,,t o h , h o t
1083,Taoi-11_breast-1,,Taoi,11_breast,toh.A,toh.A,t o h A/¹,,Peiros2004a,,False,^ t o h .A$,default,,t o h , h o t
1084,Kui-11_breast-1,,Kui,11_breast,tɔh.N,tɔh.N,t ɔ h N/⁵,,Peiros2004a,,False,^ t ɔ h .N$,default,,t o h , h o t
1085,Bru-11_breast-1,,Bru,11_breast,tɔh.N,tɔh.N,t ɔ h N/⁵,,Peiros2004a,,False,^ t ɔ h .N$,default,,t o h , h o t
1086,BruVK-11_breast-1,,BruVK,11_breast,tɔh,tɔh,t ɔ h,,Peiros2004a,,False,^ t ɔ h $,default,,t o h,h o t
1087,Nyakur-11_breast-1,,Nyakur,11_breast,tɔh.1,tɔh.1,t ɔ h ¹,,Peiros2004a,,False,^ t ɔ h .1$,default,,t o h , h o t
1088,Mon-11_breast-1,,Mon,11_breast,tah,tah,t a h,,Peiros2004a,,False,^ t a h $,default,,t a h,a h t
1089,Semelai-11_breast-1,,Semelai,11_breast,tuh,tuh,t u h,,Peiros2004a,,False,^ t u h $,default,,t u h,h t u
1090,SemoqBeri-11_breast-1,,SemoqBeri,11_breast,tuh,tuh,t u h,,Peiros2004a,,False,^ t u h $,default,,t u h,h t u
1091,Kensiw-11_breast-1,,Kensiw,11_breast,ʔam,ʔam,ʔ a m,,Peiros2004a,,False,^ ʔ a m $,default,,7 a m,7 a m
1092,Jahai-11_breast-1,,Jahai,11_breast,ʔɛ̃m,ʔɛ̃m,ʔ ɛ̃ m,,Peiros2004a,,False,^ ʔ ɛ̃ m $,default,,7 E* m,7 E* m
1093,JahHut-11_breast-1,,JahHut,11_breast,buʔ,buʔ,b u ʔ,,Peiros2004a,,False,^ b u ʔ $,default,,b u 7,7 b u
1094,Semai-11_breast-1,,Semai,11_breast,mɛm,mɛm,m ɛ m,,Peiros2004a,,False,^ m ɛ m $,default,,m E m,E m
1095,Temiar-11_breast-1,,Temiar,11_breast,bɔt,bɔt,b ɔ t,,Peiros2004a,,False,^ b ɔ t $,default,,b o t,b o t
1096,Khmer-11_breast-1,,Khmer,11_breast,ṭaoh,ṭaoh,ṭ/ʈ ao h,,Peiros2004a,,False,^ ṭ ao h $,default,,t t ao h,ao h t
1097,KSurin-11_breast-1,,KSurin,11_breast,dâh,dâh,d â/a h,,Peiros2004a,,False,^ d â h $,default,,d a a h,a d h
1098,ChongH-11_breast-1,,ChongH,11_breast,thuh.A,thuh.A,th/tʰ u h A/¹,,Peiros2004a,,False,^ th u h .A$,default,,th th~ u h , h th th~ u
1099,Chong-11_breast-1,,Chong,11_breast,thuh.A,thuh.A,th/tʰ u h A/¹,,Peiros2004a,,False,^ th u h .A$,default,,th th~ u h , h th th~ u
1100,Kasong-11_breast-1,,Kasong,11_breast,jok.A,jok.A,j o k A/¹,,Peiros2004a,,False,^ j o k .A$,default,,y o k , k o y
1101,Samre-11_breast-1,,Samre,11_breast,jɔk.A,jɔk.A,j ɔ k A/¹,,Peiros2004a,,False,^ j ɔ k .A$,default,,y o k , k o y
1102,PhongV-11_breast-1,,PhongV,11_breast,nu.44,nu.44,n u ⁴⁴,,Peiros2004a,,False,^ n u .44 $,default,,n u , n u
1103,Tuum-11_breast-1,,Tuum,11_breast,nəw.212,nəw.212,n ə w ²¹²,,Peiros2004a,,False,^ n ə w .212 $,default,,n 3 w , 3 n w
1104,Liha-11_breast-1,,Liha,11_breast,nou.434,nou.434,n ou ⁴³⁴,,Peiros2004a,,False,^ n ou .434 $,default,,n ou , n ou
1105,Cuoi-11_breast-1,,Cuoi,11_breast,ʔu.34,ʔu.34,ʔ u ³⁴,,Peiros2004a,,False,^ ʔ u .34 $,default,,7 u , 7 u
1106,Vietnamese-11_breast-1,,Vietnamese,11_breast,vú,vú,v ú/u,,Peiros2004a,,False,^ v ú $,default,,v u u,u v
1107,MuongKoi-11_breast-1,,MuongKoi,11_breast,mem.3,mem.3,m e m ³,,Peiros2004a,,False,^ m e m .3$,default,,m e m , e m
1108,ThoMon-11_breast-1,,ThoMon,11_breast,pu.34ʔ,pu.34ʔ,p u ³⁴ ʔ,,Peiros2004a,,False,^ p u .34 ʔ $,default,,p u  7, 7 p u
1109,Ruc-11_breast-1,,Ruc,11_breast,nɔj.4,nɔj.4,n ɔ j ⁴,,Peiros2004a,,False,^ n ɔ j .4$,default,,n o y , n o y
1110,Arem-11_breast-1,,Arem,11_breast,nâj,nâj,n â/a j,,Peiros2004a,,False,^ n â j $,default,,n a a y,a n y
1111,KhaPhong-11_breast-1,,KhaPhong,11_breast,panu.33ʔ,panu.33ʔ,p a n u ³³ˀ/³³,,Peiros2004a,,False,^ p a n u .33ʔ $,default,,p a n u , a n p u
1112,Malieng-11_breast-1,,Malieng,11_breast,pənu.51ʔ,pənu.51ʔ,p ə n u ⁵¹ˀ/⁵¹,,Peiros2004a,,False,^ p ə n u .51ʔ $,default,,p 3 n u , 3 n p u
1113,ThavungSo-11_breast-1,,ThavungSo,11_breast,təmʔək,təmʔək,t ə m ʔ ə k,,Peiros2004a,,False,^ t ə m ʔ ə k $,default,,t 3 m 7 3 k,3 7 k m t
1114,Thavung-11_breast-1,,Thavung,11_breast,phaʔnuʔ,phaʔnuʔ,ph/pʰ a ʔ n u ʔ,,Peiros2004a,,False,^ ph a ʔ n u ʔ $,default,,ph ph~ a 7 n u 7,7 a n ph ph~ u
1115,Mang-11_breast-1,,Mang,11_breast,bu.51,bu.51,b u ⁵¹,,Peiros2004a,,False,^ b u .51 $,default,,b u , b u
1116,Paliu-11_breast-1,,Paliu,11_breast,ɲin.53,ɲin.53,ɲ i n ⁵³,,Peiros2004a,,False,^ ɲ i n .53 $,default,,5 i n , 5 i n
1117,Bugan-11_breast-1,,Bugan,11_breast,nɛ.35,nɛ.35,n ɛ ³⁵,,Peiros2004a,,False,^ n ɛ .35 $,default,,n E , E n
1118,Khmu-11_breast-1,,Khmu,11_breast,buʔ,buʔ,b u ʔ,,Peiros2004a,,False,^ b u ʔ $,default,,b u 7,7 b u
1119,KxinhMul-11_breast-1,,KxinhMul,11_breast,ʔɨm.33,ʔɨm.33,ʔ ɨ m ³³,,Peiros2004a,,False,^ ʔ ɨ m .33 $,default,,7 3 m , 3 7 m
1120,Ksinmul-11_breast-1,,Ksinmul,11_breast,ʔum,ʔum,ʔ u m,,Peiros2004a,,False,^ ʔ u m $,default,,7 u m,7 m u
1121,Khang-11_breast-1,,Khang,11_breast,boʔ.21,boʔ.21,b o ʔ ²¹,,Peiros2004a,,False,^ b o ʔ .21 $,default,,b o 7 , 7 b o
1122,Bit-11_breast-1,,Bit,11_breast,boʔ,boʔ,b o ʔ,,Peiros2004a,,False,^ b o ʔ $,default,,b o 7,7 b o
1123,Mlabri-11_breast-1,,Mlabri,11_breast,bo,bo,b o,,Peiros2004a,,False,^ b o $,default,,b o,b o
1124,Pray-11_breast-1,,Pray,11_breast,poʔ,poʔ,p o ʔ,,Peiros2004a,,False,^ p o ʔ $,default,,p o 7,7 o p
1125,Phong-11_breast-1,,Phong,11_breast,tut,tut,t u t,,Peiros2004a,,False,^ t u t $,default,,t u t,t u
1126,Iduh-11_breast-1,,Iduh,11_breast,ʔuj,ʔǔj,ʔ ǔ/u j,,Peiros2004a,,False,^ ʔ ǔ j $,default,,7 u u y,7 u y
1127,Hu-11_breast-1,,Hu,11_breast,om.31 puʔ.55,om.31 puʔ.55,o m ³¹ + p u ʔ ⁵⁵,,Peiros2004a,,False,^ o m .31 + p u ʔ .55 $,default,,o m   p u 7 , 7 m o p u
1128,Khamet-11_breast-1,,Khamet,11_breast,mthuh.31,mthuh.31,m th/tʰ u h ³¹,,Peiros2004a,,False,^ m th u h .31 $,default,,m th th~ u h , h m th th~ u
1129,Khme-11_breast-1,,Khme,11_breast,dhuʔ.53,dhuʔ.53,dh/dʰ u ʔ ⁵³,,Peiros2004a,,False,^dh u ʔ .53 $,default,,dh dh~ u 7 , 7 dh dh~ u
1130,Shuangdiang-11_breast-1,,Shuangdiang,11_breast,to.51 pu.51,to.51 pu.51,t o ⁵¹ + p u ⁵¹,,Peiros2004a,,False,^ t o .51 + p u .51 $,default,,t o   p u , o p t u
1131,Yongde-11_breast-1,,Yongde,11_breast,mɛ.51,mɛ.51,m ɛ ⁵¹,,Peiros2004a,,False,^ m ɛ .51 $,default,,m E , E m
1132,Pangpin-11_breast-1,,Pangpin,11_breast,ghɨt.55 pu.51,ghɨt.55 pu.51,gh/gʰ ɨ t ⁵⁵ + p u ⁵¹,,Peiros2004a,,False,^ gh ɨ t .55 + p u .51 $,default,,gh gh~ 3 t   p u , 3 gh gh~ p t u
1133,Gantang-11_breast-1,,Gantang,11_breast,khik.55 mɔ.55,khik.55 mɔ.55,kh/kʰ i k ⁵⁵ + m ɔ ⁵⁵,,Peiros2004a,,False,^ kh i k .55 + m ɔ .55 $,default,,kh kh~ i k   m o , i k kh kh~ m o
1134,Mangan-11_breast-1,,Mangan,11_breast,pu.51,pu.51,p u ⁵¹,,Peiros2004a,,False,^ p u .51 $,default,,p u , p u
1135,Plang-11_breast-1,,Plang,11_breast,tɨh.51,tɨh.51,t ɨ h ⁵¹,,Peiros2004a,,False,^ t ɨ h .51 $,default,,t 3 h , 3 h t
1136,Wa-11_breast-1,,Wa,11_breast,tɨih,tɨih,t ɨ i h,,Peiros2004a,,False,^ t ɨ i h $,default,,t 3 i h,3 h i t
1137,Guanshuang-11_breast-1,,Guanshuang,11_breast,təlh.1,təlh.1,t ə lh/l̥ ¹,,Peiros2004a,,False,^ t ə lh .1$,default,,t 3 lh l , 3 l lh t
1138,Mane-11_breast-1,,Mane,11_breast,ɲaʔ.33 pɨʔ.35,ɲaʔ.33 pɨʔ.35,ɲ a ʔ ³³ + p ɨ ʔ ³⁵,,Peiros2004a,,False,^ ɲ a ʔ .33 + p ɨ ʔ .35 $,default,,5 a 7   p 3 7 , 3 5 7 a p
1139,Deang-11_breast-1,,Deang,11_breast,bu,bu,b u,,Peiros2004a,,False,^ b u $,default,,b u,b u
1140,Rumai-11_breast-1,,Rumai,11_breast,bu.412,bu.412,b u ⁴¹²,,Peiros2004a,,False,^ b u .412 $,default,,b u , b u
1141,Khasi-11_breast-1,,Khasi,11_breast,shadem,shadem,sh/sʰ a d e m,,Peiros2004a,,False,^sh a d e m $,default,,sh sh~ a d e m,a d e m sh sh~
1142,Kharia-11_breast-1,,Kharia,11_breast,maɲoŋ,maɲoŋ,m a ɲ o ŋ,,Peiros2004a,,False,^ m a ɲ o ŋ $,default,,m a 5 o N,5 N a m o
1143,Juang-11_breast-1,,Juang,11_breast,nunu,nunu,n u n u,,Peiros2004a,,False,^ n u n u $,default,,n u n u,n u
1144,Bonda-11_breast-1,,Bonda,11_breast,daʔtu=kwi,daʔtu=kwi,d a ʔ t u + kw/kʷ i,,Peiros2004a,,False,^ d a ʔ t u = kw i $,default,,d a 7 t u  kw kw~ i, 7 a d i kw kw~ t u
1145,Sora-11_breast-1,,Sora,11_breast,memé,memé,m e m é/e,,Peiros2004a,,False,^ m e m é $,default,,m e m e e,e m
1146,Parengi-11_breast-1,,Parengi,11_breast,ar'uʔm,ar'uʔm,a r u ʔ m,,Peiros2004a,,False,^ a r ' u ʔ m $,default,,a r u 7 m,7 a m r u
1147,Santali-11_breast-1,,Santali,11_breast,ɲuɲu,ɲuɲu,ɲ u ɲ u,,Peiros2004a,,False,^ ɲ u ɲ u $,default,,5 u 5 u,5 u
1148,Mundari-11_breast-1,,Mundari,11_breast,nunu,nunu,n u n u,,Peiros2004a,,False,^ n u n u $,default,,n u n u,n u
1149,Korku-11_breast-1,,Korku,11_breast,buci,buci,b u c i,,Peiros2004a,,False,^ b u c i $,default,,b u T i,T b i u
1150,Car-11_breast-1,,Car,11_breast,tɛh,tɛh,t ɛ h,,Peiros2004a,,False,^ t ɛ h $,default,,t E h,E h t
1151,Nancawri-11_breast-1,,Nancawri,11_breast,tuáh,tuáh,t u á/a h,,Peiros2004a,,False,^ t u á h $,default,,t u a a h,a h t u
1152,Stieng-12_burntr-1,,Stieng,12_burntr,ʒhu,ʒhu,ʒh/dʑʰ u,,Peiros2004a,,False,^ ʒh u $,default,,Zh dZh~ u,Zh dZh~ u
1153,Chrau-12_burntr-1,,Chrau,12_burntr,sɔh,sɔh,s ɔ h,,Peiros2004a,,False,^ s ɔ h $,default,,s o h,h o s
1154,MDip-12_burntr-1,,MDip,12_burntr,su,su,s u,,Peiros2004a,,False,^ s u $,default,,s u,s u
1155,Ma1-12_burntr-1,,Ma1,12_burntr,chu,chu,ch/tsʰ u,,Peiros2004a,,False,^ch u $,default,,Th tsh~ u,Th tsh~ u
1156,Ma2-12_burntr-1,,Ma2,12_burntr,ʒu,ʒu,dʑ u,,Peiros2004a,,False,^ ʒ u $,default,,dZ u,dZ u
1157,KorCua-12_burntr-1,,KorCua,12_burntr,"buh, vuh",buh,b u h,,Peiros2004a,,False,^ b u h $,default,,b u h,b h u
1158,KorCua-12_burntr-2,,KorCua,12_burntr,"buh, vuh",vuh,v u h,,Peiros2004a,,False,^ v u h $,default,,v u h,h u v
1159,Kadong-12_burntr-1,,Kadong,12_burntr,coh,coh,c/ts o h,,Peiros2004a,,False,^c o h $,default,,T ts o h,T h o ts
1160,Hadang-12_burntr-1,,Hadang,12_burntr,cah,cah,c/ts a h,,Peiros2004a,,False,^c a h $,default,,T ts a h,T a h ts
1161,Hre-12_burntr-1,,Hre,12_burntr,coh,coh,c/ts o h,,Peiros2004a,,False,^c o h $,default,,T ts o h,T h o ts
1162,Rengao-12_burntr-1,,Rengao,12_burntr,cuh.T,cuh.T,c/ts u h T/¹⁵,,Peiros2004a,,False,^c u h .T$,default,,T ts u h , T h ts u
1163,Sedang-12_burntr-1,,Sedang,12_burntr,cuh.T,cuh.T,c/ts u h T/¹⁵,,Peiros2004a,,False,^c u h .T$,default,,T ts u h , T h ts u
1164,Panong-12_burntr-1,,Panong,12_burntr,buh,buh,b u h,,Peiros2004a,,False,^ b u h $,default,,b u h,b h u
1165,Veh-12_burntr-1,,Veh,12_burntr,cɔh,cɔh,c/ts ɔ h,,Peiros2004a,,False,^c ɔ h $,default,,T ts o h,T h o ts
1166,Je-12_burntr-1,,Je,12_burntr,co.35,co.35,c/ts o ³⁵,,Peiros2004a,,False,^c o .35 $,default,,T ts o , T o ts
1167,Arak-12_burntr-1,,Arak,12_burntr,hu,hu,h u,,Peiros2004a,,False,^ h u $,default,,h u,h u
1168,Bahnar-12_burntr-1,,Bahnar,12_burntr,soŋ,soŋ,s o ŋ,,Peiros2004a,,False,^ s o ŋ $,default,,s o N,N o s
1169,Oy-12_burntr-1,,Oy,12_burntr,boh,boh,b o h,,Peiros2004a,,False,^ b o h $,default,,b o h,b h o
1170,Nhaheun-12_burntr-1,,Nhaheun,12_burntr,coh,coh,c/ts o h,,Peiros2004a,,False,^c o h $,default,,T ts o h,T h o ts
1171,Jru-12_burntr-1,,Jru,12_burntr,coh,coh,c/ts o h,,Peiros2004a,,False,^c o h $,default,,T ts o h,T h o ts
1172,Tariang-12_burntr-1,,Tariang,12_burntr,boh,boh,b o h,,Peiros2004a,,False,^ b o h $,default,,b o h,b h o
1173,Kantu-12_burntr-1,,Kantu,12_burntr,ʔɔc,ʔɔc,ʔ ɔ c/ts,,Peiros2004a,,False,^ ʔ ɔ c$,default,,7 o T ts,7 T o ts
1174,Katu-12_burntr-1,,Katu,12_burntr,ʔɔc,ʔɔc,ʔ ɔ c/ts,,Peiros2004a,,False,^ ʔ ɔ c$,default,,7 o T ts,7 T o ts
1175,Dakkang-12_burntr-1,,Dakkang,12_burntr,buh,buh,b u h,,Peiros2004a,,False,^ b u h $,default,,b u h,b h u
1176,LaoKatu-12_burntr-1,,LaoKatu,12_burntr,tarâh,tarâh,t a r â/a h,,Peiros2004a,,False,^ t a r â h $,default,,t a r a a h,a h r t
1177,Pakoh-12_burntr-1,,Pakoh,12_burntr,cɔŋ,cɔŋ,c/ts ɔ ŋ,,Peiros2004a,,False,^c ɔ ŋ $,default,,T ts o N,N T o ts
1178,Taoih-12_burntr-1,,Taoih,12_burntr,ʔoc.L,ʔoc.L,ʔ o c L/⁵⁵,,Peiros2004a,,False,^ ʔ o c .L$,default,,7 o T , 7 T o
1179,Ong-12_burntr-1,,Ong,12_burntr,pado.B,pado.B,p a d o B/²,,Peiros2004a,,False,^ p a d o .B$,default,,p a d o , a d o p
1180,Taoi-12_burntr-1,,Taoi,12_burntr,kəcom.A,kəcom.A,k ə c o m A/¹,,Peiros2004a,,False,^ k ə c o m .A$,default,,k 3 T o m , 3 T k m o
1181,Nge-12_burntr-1,,Nge,12_burntr,cam,cam,c/ts a m,,Peiros2004a,,False,^c a m $,default,,T ts a m,T a m ts
1182,Kui-12_burntr-1,,Kui,12_burntr,câŋ.N,câŋ.N,c/ts â/a ŋ N/⁵,,Peiros2004a,,False,^c â ŋ .N$,default,,T ts a a N , N T a ts
1183,Neu-12_burntr-1,,Neu,12_burntr,boh,boh,b o h,,Peiros2004a,,False,^ b o h $,default,,b o h,b h o
1184,BruVK-12_burntr-1,,BruVK,12_burntr,câŋ,câŋ,c/ts â/a ŋ,,Peiros2004a,,False,^c â ŋ $,default,,T ts a a N,N T a ts
1185,Mak-12_burntr-1,,Mak,12_burntr,ʔpɨəʔ,ʔpɨəʔ,ʔ p ɨə ʔ,,Peiros2004a,,False,^ ʔ p ɨə ʔ $,default,,7 p 33 7,33 7 p
1186,Tri-12_burntr-1,,Tri,12_burntr,boh,boh,b o h,,Peiros2004a,,False,^ b o h $,default,,b o h,b h o
1187,Nyakur-12_burntr-1,,Nyakur,12_burntr,cɔŋ,cɔŋ,c/ts ɔ ŋ,,Peiros2004a,,False,^c ɔ ŋ $,default,,T ts o N,N T o ts
1188,Mon-12_burntr-1,,Mon,12_burntr,caoŋ,caoŋ,c/ts ao ŋ,,Peiros2004a,,False,^c ao ŋ $,default,,T ts ao N,N T ao ts
1189,Semelai-12_burntr-1,,Semelai,12_burntr,kuwel,kuwel,k u w e l,,Peiros2004a,,False,^ k u w e l $,default,,k u w e l,e k l u w
1190,SemoqBeri-12_burntr-1,,SemoqBeri,12_burntr,tut,tut,t u t,,Peiros2004a,,False,^ t u t $,default,,t u t,t u
1191,Kensiw-12_burntr-1,,Kensiw,12_burntr,tɔt,tɔt,t ɔ t,,Peiros2004a,,False,^ t ɔ t $,default,,t o t,o t
1192,Jahai-12_burntr-1,,Jahai,12_burntr,ʒɨʔ,ǯᵻʔ,ǯ/dʒ ɨ ʔ,,Peiros2004a,,False,^ ǯ ᵻ ʔ $,default,,Z dZ 3 7,3 7 Z dZ
1193,JahHut-12_burntr-1,,JahHut,12_burntr,cɔr,cɔr,c/ts ɔ r,,Peiros2004a,,False,^c ɔ r$,default,,T ts o r,T o r ts
1194,Semai-12_burntr-1,,Semai,12_burntr,tɔt,tɔt,t ɔ t,,Peiros2004a,,False,^ t ɔ t $,default,,t o t,o t
1195,Temiar-12_burntr-1,,Temiar,12_burntr,ɲoh,ɲoh,ɲ o h,,Peiros2004a,,False,^ ɲ o h $,default,,5 o h,5 h o
1196,Khmer-12_burntr-1,,Khmer,12_burntr,ṭut,ṭut,ṭ/ʈ u t,,Peiros2004a,,False,^ ṭ u t $,default,,t t u t,t u
1197,KSurin-12_burntr-1,,KSurin,12_burntr,dʌt,dʌt,d ʌ t,,Peiros2004a,,False,^ d ʌ t $,default,,d o t,d o t
1198,ChongH-12_burntr-1,,ChongH,12_burntr,chɛʔŋ.A,chɛʔŋ.A,ch/tsʰ ɛ ʔ ŋ A/¹,,Peiros2004a,,False,^ch ɛ ʔ ŋ .A$,default,,Th tsh~ E 7 N , 7 E N Th tsh~
1199,Chong-12_burntr-1,,Chong,12_burntr,pɔt.A,pɔt.A,p ɔ t A/¹,,Peiros2004a,,False,^ p ɔ t .A$,default,,p o t , o p t
1200,Kasong-12_burntr-1,,Kasong,12_burntr,pɔh.A,pɔh.A,p ɔ h A/¹,,Peiros2004a,,False,^ p ɔ h .A$,default,,p o h , h o p
1201,Samre-12_burntr-1,,Samre,12_burntr,khajak.A,khajak.A,kh/kʰ a j a k A/¹,,Peiros2004a,,False,^ kh a j a k .A$,default,,kh kh~ a y a k , a k kh kh~ y
1202,PhongV-12_burntr-1,,PhongV,12_burntr,kum.24,kum.24,k u m ²⁴,,Peiros2004a,,False,^ k u m .24 $,default,,k u m , k m u
1203,Tuum-12_burntr-1,,Tuum,12_burntr,naŋ.212,naŋ.212,n a ŋ ²¹²,,Peiros2004a,,False,^ n a ŋ .212 $,default,,n a N , N a n
1204,Liha-12_burntr-1,,Liha,12_burntr,döŋ.33,döŋ.33,d ö/o ŋ ³³,,Peiros2004a,,False,^ d ö ŋ .33 $,default,,d o o N , N d o
1205,Cuoi-12_burntr-1,,Cuoi,12_burntr,tut.34,tut.34,t u t ³⁴,,Peiros2004a,,False,^ t u t .34 $,default,,t u t , t u
1206,Vietnamese-12_burntr-1,,Vietnamese,12_burntr,đôt,dɸ́t,d ɸ́/ɸ t,,Peiros2004a,,False,^ d ɸ́ t $,default,,d p p t,d p t
1207,ThoMon-12_burntr-1,,ThoMon,12_burntr,tot.31,tot.31,t o t ³¹,,Peiros2004a,,False,^ t o t .31 $,default,,t o t , o t
1208,Ruc-12_burntr-1,,Ruc,12_burntr,tuc.3,tuc.3,t u c ³,,Peiros2004a,,False,^ t u c .3$,default,,t u T , T t u
1209,Arem-12_burntr-1,,Arem,12_burntr,ʔaɲUmʔ,ʔaɲUmʔ,ʔ a ɲ u m ʔ,,Peiros2004a,,False,^ ʔ a ɲ U m ʔ $,default,,7 a 5 u m 7,5 7 a m u
1210,KhaPhong-12_burntr-1,,KhaPhong,12_burntr,tuc.33,tuc.33,t u c ³³,,Peiros2004a,,False,^ t u c .33 $,default,,t u T , T t u
1211,Malieng-12_burntr-1,,Malieng,12_burntr,tuc.33,tuc.33,t u c ³³,,Peiros2004a,,False,^ t u c .33 $,default,,t u T , T t u
1212,ThavungSo-12_burntr-1,,ThavungSo,12_burntr,pakum.2,pakum.2,p a k u m ²,,Peiros2004a,,False,^ p a k u m .2$,default,,p a k u m , a k m p u
1213,Thavung-12_burntr-1,,Thavung,12_burntr,tût.B kuih.B,tût.B kuih.B,t û/u t B/² + k ui h B/²,,Peiros2004a,,False,^ t û t .B + k ui h .B$,default,,t u u t   k ui h , h k t u ui
1214,Mang-12_burntr-1,,Mang,12_burntr,cuaŋ.51,cuaŋ.51,c/ts ua ŋ ⁵¹,,Peiros2004a,,False,^c ua ŋ .51 $,default,,T ts ua N , N T ts ua
1215,Paliu-12_burntr-1,,Paliu,12_burntr,n.1 dau.53,n.1 dau.53,n ¹ + d au ⁵³,,Peiros2004a,,False,^ n .1 + d au .53 $,default,,n   d au , au d n
1216,Bugan-12_burntr-1,,Bugan,12_burntr,do.T.33,do.T.33,d o T/¹⁵ ³³,,Peiros2004a,,False,^ d o .T .33 $,default,,d o  , d o
1217,Khmu-12_burntr-1,,Khmu,12_burntr,pɔk,pɔk,p ɔ k,,Peiros2004a,,False,^ p ɔ k $,default,,p o k,k o p
1218,KxinhMul-12_burntr-1,,KxinhMul,12_burntr,dɨŋ.45,dɨŋ.45,d ɨ ŋ ⁴⁵,,Peiros2004a,,False,^ d ɨ ŋ .45 $,default,,d 3 N , 3 N d
1219,Khang-12_burntr-1,,Khang,12_burntr,tet.45,tet.45,t e t ⁴⁵,,Peiros2004a,,False,^ t e t .45 $,default,,t e t , e t
1220,Bit-12_burntr-1,,Bit,12_burntr,tuih,tuih,t ui h,,Peiros2004a,,False,^ t ui h $,default,,t ui h,h t ui
1221,Mlabri-12_burntr-1,,Mlabri,12_burntr,bu ʔuj,bu ʔuj,b u + ʔ u j,,Peiros2004a,,False,^ b u + ʔ u j $,default,,b u  7 u y, 7 b u y
1222,Pray-12_burntr-1,,Pray,12_burntr,thoc saʔ,thoc saʔ,th/tʰ o c + s a ʔ,,Peiros2004a,,False,^ th o c + s a ʔ $,default,,th th~ o T  s a 7, 7 T a o s th th~
1223,Iduh-12_burntr-1,,Iduh,12_burntr,phraw,phraw,ph/pʰ r a w,,Peiros2004a,,False,^ ph r a w $,default,,ph ph~ r a w,a ph ph~ r w
1224,Hu-12_burntr-1,,Hu,12_burntr,kut.55,kut.55,k u t ⁵⁵,,Peiros2004a,,False,^ k u t .55 $,default,,k u t , k t u
1225,Khamet-12_burntr-1,,Khamet,12_burntr,kut.53,kut.53,k u t ⁵³,,Peiros2004a,,False,^ k u t .53 $,default,,k u t , k t u
1226,Khme-12_burntr-1,,Khme,12_burntr,phut.33,phut.33,ph/pʰ u t ³³,,Peiros2004a,,False,^ ph u t .33 $,default,,ph ph~ u t , ph ph~ t u
1227,Shuangdiang-12_burntr-1,,Shuangdiang,12_burntr,kuik.31,kuik.31,k ui k ³¹,,Peiros2004a,,False,^ k ui k .31 $,default,,k ui k , k ui
1228,Yongde-12_burntr-1,,Yongde,12_burntr,rɔŋ.31 kɔŋ.33 k,rɔŋ.31 kɔŋ.33 k,r ɔ ŋ ³¹ + k ɔ ŋ ³³ + k,,Peiros2004a,,False,^r ɔ ŋ .31 + k ɔ ŋ .33 + k $,default,,r o N   k o N   k, N k o r
1229,Mangan-12_burntr-1,,Mangan,12_burntr,kuit.55,kuit.55,k ui t ⁵⁵,,Peiros2004a,,False,^ k ui t .55 $,default,,k ui t , k t ui
1230,Plang-12_burntr-1,,Plang,12_burntr,ka.31 ɲia.51,ka.31 ɲia.51,k a ³¹ + ɲ ia ⁵¹,,Peiros2004a,,False,^ k a .31 + ɲ ia .51 $,default,,k a   5 ia , 5 a ia k
1231,Wa-12_burntr-1,,Wa,12_burntr,kɨik.B,kɨik.B,k ɨ i k B/²,,Peiros2004a,,False,^ k ɨ i k .B$,default,,k 3 i k , 3 i k
1232,Rumai-12_burntr-1,,Rumai,12_burntr,tok.55,tok.55,t o k ⁵⁵,,Peiros2004a,,False,^ t o k .55 $,default,,t o k , k o t
1233,Khasi-12_burntr-1,,Khasi,12_burntr,iŋ,iŋ,i ŋ,,Peiros2004a,,False,^ i ŋ $,default,,i N,N i
1234,Kharia-12_burntr-1,,Kharia,12_burntr,ʒhola,ʒhola,ʒh/dʑʰ o l a,,Peiros2004a,,True,^ ʒh o l a $,default,IND,Zh dZh~ o l a,Zh a dZh~ l o
1235,Bonda-12_burntr-1,,Bonda,12_burntr,ɔgep,ɔgep,ɔ g e p,,Peiros2004a,,False,^ ɔ g e p $,default,,o g e p,e g o p
1236,Sora-12_burntr-1,,Sora,12_burntr,bal,bal,b a l,,Peiros2004a,,True,^ b a l $,default,IND,b a l,a b l
1237,Parengi-12_burntr-1,,Parengi,12_burntr,tagu,tagu,t a g u,,Peiros2004a,,False,^ t a g u $,default,,t a g u,a g t u
1238,Santali-12_burntr-1,,Santali,12_burntr,ʒeret,ʒeret,dʑ e r e t,,Peiros2004a,,False,^ ʒ e r e t $,default,,dZ e r e t,dZ e r t
