,ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,asjp_forms,asjp_segs
2371,Urueuwauwau-135_name-1,,Urueuwauwau,135_name,e r,e r,e r,,betts2012kagwahiva;557756,,,,,e r,e r
2372,Urueuwauwau-136_neck-1,,Urueuwauwau,136_neck,ɲ u r,ɲ u r,ɲ u r,,betts2012kagwahiva;557756,,,,,5 u r,5 r u
2373,Urueuwauwau-137_nest-1,,Urueuwauwau,137_nest,a i t ɨ,a i t ɨ,a i t ɨ,,betts2012kagwahiva;557756,,,,,a i t 3,3 a i t
2374,Urueuwauwau-138_new-1,,Urueuwauwau,138_new,p ɨ a h u a,p ɨ a h u a,p ɨ a h u a,,betts2012kagwahiva;557756,,,,,p 3 a h u a,3 a h p u
2375,Urueuwauwau-139_night-1,,Urueuwauwau,139_night,ɨ p ɨ t ũ n ã,ɨ p ɨ t ũ n ã,ɨ p ɨ t ũ n ã,,betts2012kagwahiva;557756,,,,,3 p 3 t u* n a*,3 a* n p t u*
2376,Urueuwauwau-140_nose-1,,Urueuwauwau,140_nose,a p ɨ̃ ɲ ã,a p ɨ̃ ɲ ã,a p ɨ̃ ɲ ã,,betts2012kagwahiva;557756,,,,,a p 3* 5 a*,3* 5 a a* p
2377,Urueuwauwau-141_one-1,,Urueuwauwau,141_one,o j p e ʔ i,o j p e ʔ i,o j p e ʔ i,,betts2012kagwahiva;557756,,,,,o y p e 7 i,7 e i o p y
2378,Urueuwauwau-142_othersome-1,,Urueuwauwau,142_othersome,a m u,a m u,a m u,,betts2012kagwahiva;557756,,,,,a m u,a m u
2379,Urueuwauwau-143_paca-1,,Urueuwauwau,143_paca,k a r u gʷ a r u h u,k a r u gʷ a r u h u,k a r u gʷ a r u h u,,betts2012kagwahiva;557756,,,,,k a r u gw~ a r u h u,a gw~ h k r u
2380,Urueuwauwau-144_painhurt-1,,Urueuwauwau,144_painhurt,a ɨ,a ɨ,a ɨ,,betts2012kagwahiva;557756,,,,,a 3,3 a
2381,Urueuwauwau-145_parrot-1,,Urueuwauwau,145_parrot,a ʒ u r u,a ʒ u r u,a ʒ u r u,,betts2012kagwahiva;557756,,,,,a Z u r u,Z a r u
2382,Urueuwauwau-146_path-1,,Urueuwauwau,146_path,p e h e a,p e h e a,p e h e a,,betts2012kagwahiva;557756,,,,,p e h e a,a e h p
2383,Urueuwauwau-147_penis-1,,Urueuwauwau,147_penis,a kʷ a ɲ,a kʷ a ɲ,a kʷ a ɲ,,betts2012kagwahiva;557756,,,,,a kw~ a 5,5 a kw~
2384,Urueuwauwau-148_personhbsomeone-1,,Urueuwauwau,148_personhbsomeone,a h e,a h e,a h e,,betts2012kagwahiva;557756,,,,,a h e,a e h
2385,Urueuwauwau-149_pierce-1,,Urueuwauwau,149_pierce,k u t u,k u t u,k u t u,,betts2012kagwahiva;557756,,,,,k u t u,k t u
2386,Urueuwauwau-151_play-1,,Urueuwauwau,151_play,ŋʷ a r a j,ŋʷ a r a j,ŋʷ a r a j,,betts2012kagwahiva;557756,,,,,Nw~ a r a y,Nw~ a r y
2387,Urueuwauwau-154_put-1,,Urueuwauwau,154_put,ɲ a ŋ,ɲ a ŋ,ɲ a ŋ,,betts2012kagwahiva;557756,,,,,5 a N,5 N a
2388,Urueuwauwau-155_rain-1,,Urueuwauwau,155_rain,ã m ã n ã,ã m ã n ã,ã m ã n ã,,betts2012kagwahiva;557756,,,,,a* m a* n a*,a* m n
2389,Urueuwauwau-158_red-1,,Urueuwauwau,158_red,r u r i,r u r i,r u r i,,betts2012kagwahiva;557756,,,,,r u r i,i r u
2390,Urueuwauwau-159_return-1,,Urueuwauwau,159_return,j i β ɨ r,j i β ɨ r,j i β ɨ r,,betts2012kagwahiva;557756,,,,,y i b 3 r,3 b i r y
2391,Urueuwauwau-160_ripe-1,,Urueuwauwau,160_ripe,j a j u β,j a j u β,j a j u β,,betts2012kagwahiva;557756,,,,,y a y u b,a b u y
2392,Urueuwauwau-161_river-1,,Urueuwauwau,161_river,p a r a n a,p a r a n a,p a r a n a,,betts2012kagwahiva;557756,,,,,p a r a n a,a n p r
2393,Urueuwauwau-162_root-1,,Urueuwauwau,162_root,ɨ β a p o a,ɨ β a p o a,ɨ β a p o a,,betts2012kagwahiva;557756,,,,,3 b a p o a,3 a b o p
2394,Urueuwauwau-163_rope-1,,Urueuwauwau,163_rope,e n i m b o a,e n i m b o a,e n i m b o a,,betts2012kagwahiva;557756,,,,,e n i m b o a,a b e i m n o
2395,Urueuwauwau-165_run-1,,Urueuwauwau,165_run,ɲ a n,ɲ a n,ɲ a n,,betts2012kagwahiva;557756,,,,,5 a n,5 a n
2396,Urueuwauwau-168_sand-1,,Urueuwauwau,168_sand,ɨ β ɨ t ĩ ŋ ã,ɨ β ɨ t ĩ ŋ ã,ɨ β ɨ t ĩ ŋ ã,,betts2012kagwahiva;557756,,,,,3 b 3 t i* N a*,3 N a* b i* t
2397,Urueuwauwau-169_scare-1,,Urueuwauwau,169_scare,m o ŋ ɨ h ɨ j i,m o ŋ ɨ h ɨ j i,m o ŋ ɨ h ɨ j i,,betts2012kagwahiva;557756,,,,,m o N 3 h 3 y i,3 N h i m o y
2398,Urueuwauwau-170_see-1,,Urueuwauwau,170_see,e p i e k,e p i e k,e p i e k,,betts2012kagwahiva;557756,,,,,e p i e k,e i k p
2399,Urueuwauwau-171_seed-1,,Urueuwauwau,171_seed,h a ʔ ɨ̃ ɲ ã,h a ʔ ɨ̃ ɲ ã,h a ʔ ɨ̃ ɲ ã,,betts2012kagwahiva;557756,,,,,h a 7 3* 5 a*,3* 5 7 a a* h
2400,Urueuwauwau-172_seek-1,,Urueuwauwau,172_seek,e k a r,e k a r,e k a r,,betts2012kagwahiva;557756,,,,,e k a r,a e k r
2401,Urueuwauwau-175_shellbark-1,,Urueuwauwau,175_shellbark,p e,p e,p e,,betts2012kagwahiva;557756,,,,,p e,e p
2402,Urueuwauwau-177_sister-1,,Urueuwauwau,177_sister,e n d ɨ r,e n d ɨ r,e n d ɨ r,,betts2012kagwahiva;557756,,,,,e n d 3 r,3 d e n r
2403,Urueuwauwau-178_sit-1,,Urueuwauwau,178_sit,p ɨ̃,p ɨ̃,p ɨ̃,,betts2012kagwahiva;557756,,,,,p 3*,3* p
2404,Urueuwauwau-179_sleep-1,,Urueuwauwau,179_sleep,t͡ʃ i r a,t͡ʃ i r a,t͡ʃ i r a,,betts2012kagwahiva;557756,,,,,C i r a,C a i r
2405,Urueuwauwau-180_small-1,,Urueuwauwau,180_small,t͡ʃ u ʔ ĩ,t͡ʃ u ʔ ĩ,t͡ʃ u ʔ ĩ,,betts2012kagwahiva;557756,,,,,C u 7 i*,7 C i* u
2406,Urueuwauwau-181_smoke-1,,Urueuwauwau,181_smoke,t a t a t ĩ ŋ ã,t a t a t ĩ ŋ ã,t a t a t ĩ ŋ ã,,betts2012kagwahiva;557756,,,,,t a t a t i* N a*,N a a* i* t
2407,Urueuwauwau-184_son-1,,Urueuwauwau,184_son,a ʔ ɨ r,a ʔ ɨ r,a ʔ ɨ r,,betts2012kagwahiva;557756,,,,,a 7 3 r,3 7 a r
2408,Urueuwauwau-185_souracid-1,,Urueuwauwau,185_souracid,a j a h i β,a j a h i β,a j a h i β,,betts2012kagwahiva;557756,,,,,a y a h i b,a b h i y
2409,Urueuwauwau-186_speak-1,,Urueuwauwau,186_speak,ɲ i ʔ i ŋ,ɲ i ʔ i ŋ,ɲ i ʔ i ŋ,,betts2012kagwahiva;557756,,,,,5 i 7 i N,5 7 N i
2410,Urueuwauwau-188_star-1,,Urueuwauwau,188_star,ɲ a ɨ t a t a ʔ i a,ɲ a ɨ t a t a ʔ i a,ɲ a ɨ t a t a ʔ i a,,betts2012kagwahiva;557756,,,,,5 a 3 t a t a 7 i a,3 5 7 a i t
2411,Urueuwauwau-189_stingray-1,,Urueuwauwau,189_stingray,j a β e gʷ i r,j a β e gʷ i r,j a β e gʷ i r,,betts2012kagwahiva;557756,,,,,y a b e gw~ i r,a b e gw~ i r y
2412,Urueuwauwau-191_stone-1,,Urueuwauwau,191_stone,i t a,i t a,i t a,,betts2012kagwahiva;557756,,,,,i t a,a i t
2413,Urueuwauwau-194_sun-1,,Urueuwauwau,194_sun,kʷ a r a,kʷ a r a,kʷ a r a,,betts2012kagwahiva;557756,,,,,kw~ a r a,a kw~ r
2414,Urueuwauwau-195_sweep-1,,Urueuwauwau,195_sweep,p e h i r,p e h i r,p e h i r,,betts2012kagwahiva;557756,,,,,p e h i r,e h i p r
2415,Urueuwauwau-196_sweet-1,,Urueuwauwau,196_sweet,e ʔ ẽ,e ʔ ẽ,e ʔ ẽ,,betts2012kagwahiva;557756,,,,,e 7 e*,7 e e*
2416,Urueuwauwau-197_sweetpotato-1,,Urueuwauwau,197_sweetpotato,i t ɨ k,i t ɨ k,i t ɨ k,,betts2012kagwahiva;557756,,,,,i t 3 k,3 i k t
2417,Urueuwauwau-198_swimm-1,,Urueuwauwau,198_swimm,ɨ p e t ã,ɨ p e t ã,ɨ p e t ã,,betts2012kagwahiva;557756,,,,,3 p e t a*,3 a* e p t
2418,Urueuwauwau-199_tail-1,,Urueuwauwau,199_tail,gʷ a h ã j ə,gʷ a h ã j ə,gʷ a h ã j ə,,betts2012kagwahiva;557756,,,,,gw~ a h a* y 3,3 a a* gw~ h y
2419,Urueuwauwau-200_tapir-1,,Urueuwauwau,200_tapir,t a p i r,t a p i r,t a p i r,,betts2012kagwahiva;557756,,,,,t a p i r,a i p r t
2420,Urueuwauwau-201_teach-1,,Urueuwauwau,201_teach,m o ʔ e,m o ʔ e,m o ʔ e,,betts2012kagwahiva;557756,,,,,m o 7 e,7 e m o
2421,Urueuwauwau-202_tellnarrate-1,,Urueuwauwau,202_tellnarrate,m õ m e ʔ u,m õ m e ʔ u,m õ m e ʔ u,,betts2012kagwahiva;557756,,,,,m o* m e 7 u,7 e m o* u
2422,Urueuwauwau-203_terminatefinish-1,,Urueuwauwau,203_terminatefinish,p a β,p a β,p a β,,betts2012kagwahiva;557756,,,,,p a b,a b p
2423,Urueuwauwau-206_thick-1,,Urueuwauwau,206_thick,a n a m,a n a m,a n a m,,betts2012kagwahiva;557756,,,,,a n a m,a m n
2424,Urueuwauwau-207_thing-1,,Urueuwauwau,207_thing,β a ʔ e,β a ʔ e,β a ʔ e,,betts2012kagwahiva;557756,,,,,b a 7 e,7 a b e
2425,Urueuwauwau-208_three-1,,Urueuwauwau,208_three,m o k o ŋ g a t u,m o k o ŋ g a t u,m o k o ŋ g a t u,,betts2012kagwahiva;557756,,,,,m o k o N g a t u,N a g k m o t u
2426,Urueuwauwau-209_thorn-1,,Urueuwauwau,209_thorn,j u h u,j u h u,j u h u,,betts2012kagwahiva;557756,,,,,y u h u,h u y
2427,Urueuwauwau-210_thunder-1,,Urueuwauwau,210_thunder,n a r a ŋ,n a r a ŋ,n a r a ŋ,,betts2012kagwahiva;557756,,,,,n a r a N,N a n r
2428,Urueuwauwau-212_tick-1,,Urueuwauwau,212_tick,j a t e β u g,j a t e β u g,j a t e β u g,,betts2012kagwahiva;557756,,,,,y a t e b u g,a b e g t u y
2429,Urueuwauwau-213_tie-1,,Urueuwauwau,213_tie,a p ɨ t ĩ,a p ɨ t ĩ,a p ɨ t ĩ,,betts2012kagwahiva;557756,,,,,a p 3 t i*,3 a i* p t
2430,Urueuwauwau-214_tired-1,,Urueuwauwau,214_tired,k a n e ʔ õ,k a n e ʔ õ,k a n e ʔ õ,,betts2012kagwahiva;557756,,,,,k a n e 7 o*,7 a e k n o*
2431,Urueuwauwau-215_tobacco-1,,Urueuwauwau,215_tobacco,m o t a t͡ʃ ĩ g a,m o t a t͡ʃ ĩ g a,m o t a t͡ʃ ĩ g a,,betts2012kagwahiva;557756,,,,,m o t a C i* g a,C a g i* m o t
2432,Urueuwauwau-216_tomorrow-1,,Urueuwauwau,216_tomorrow,k o ʔ e m a m e,k o ʔ e m a m e,k o ʔ e m a m e,,betts2012kagwahiva;557756,,,,,k o 7 e m a m e,7 a e k m o
2433,Urueuwauwau-217_tongue-1,,Urueuwauwau,217_tongue,k õ a,k õ a,k õ a,,betts2012kagwahiva;557756,,,,,k o* a,a k o*
2434,Urueuwauwau-218_tree-1,,Urueuwauwau,218_tree,ɨ β,ɨ β,ɨ β,,betts2012kagwahiva;557756,,,,,3 b,3 b
2435,Urueuwauwau-219_turtle-1,,Urueuwauwau,219_turtle,j a β o ʃ ia p e r ea,j a β o ʃ ia p e r ea,j a β o ʃ ia p e r ea,,betts2012kagwahiva;557756,,,,,y a b o S ia p e r ea,S a b e ea ia o p r y
2436,Urueuwauwau-220_two-1,,Urueuwauwau,220_two,m õ k o j,m õ k o j,m õ k o j,,betts2012kagwahiva;557756,,,,,m o* k o y,k m o o* y
2437,Urueuwauwau-221_ugly-1,,Urueuwauwau,221_ugly,t e ʔ β a r,t e ʔ β a r,t e ʔ β a r,,betts2012kagwahiva;557756,,,,,t e 7 b a r,7 a b e r t
2438,Urueuwauwau-223_untie-1,,Urueuwauwau,223_untie,r a β,r a β,r a β,,betts2012kagwahiva;557756,,,,,r a b,a b r
2439,Urueuwauwau-224_urinate-1,,Urueuwauwau,224_urinate,k u r ɨ k,k u r ɨ k,k u r ɨ k,,betts2012kagwahiva;557756,,,,,k u r 3 k,3 k r u
2440,Urueuwauwau-226_vomit-1,,Urueuwauwau,226_vomit,p o j u,p o j u,p o j u,,betts2012kagwahiva;557756,,,,,p o y u,o p u y
2441,Urueuwauwau-228_walk-1,,Urueuwauwau,228_walk,a t a,a t a,a t a,,betts2012kagwahiva;557756,,,,,a t a,a t
2442,Urueuwauwau-229_want-1,,Urueuwauwau,229_want,p o t a r,p o t a r,p o t a r,,betts2012kagwahiva;557756,,,,,p o t a r,a o p r t
2443,Urueuwauwau-230_wash-1,,Urueuwauwau,230_wash,h e j,h e j,h e j,,betts2012kagwahiva;557756,,,,,h e y,e h y
2444,Urueuwauwau-231_wasp-1,,Urueuwauwau,231_wasp,k a β,k a β,k a β,,betts2012kagwahiva;557756,,,,,k a b,a b k
2445,Urueuwauwau-232_water-1,,Urueuwauwau,232_water,ɨ h ɨ,ɨ h ɨ,ɨ h ɨ,,betts2012kagwahiva;557756,,,,,3 h 3,3 h
2446,Urueuwauwau-233_weexcl-1,,Urueuwauwau,233_weexcl,o r e,o r e,o r e,,betts2012kagwahiva;557756,,,,,o r e,e o r
2447,Urueuwauwau-234_weincl-1,,Urueuwauwau,234_weincl,a r e,a r e,a r e,,betts2012kagwahiva;557756,,,,,a r e,a e r
2448,Urueuwauwau-235_wet-1,,Urueuwauwau,235_wet,a k ɨ̃ m,a k ɨ̃ m,a k ɨ̃ m,,betts2012kagwahiva;557756,,,,,a k 3* m,3* a k m
2449,Urueuwauwau-236_white-1,,Urueuwauwau,236_white,t ĩ ŋ ã h ĩ,t ĩ ŋ ã h ĩ,t ĩ ŋ ã h ĩ,,betts2012kagwahiva;557756,,,,,t i* N a* h i*,N a* h i* t
2450,Urueuwauwau-237_wife-1,,Urueuwauwau,237_wife,i m i r i k o,i m i r i k o,i m i r i k o,,betts2012kagwahiva;557756,,,,,i m i r i k o,i k m o r
2451,Urueuwauwau-238_wind-1,,Urueuwauwau,238_wind,ɨ w ɨ t u,ɨ w ɨ t u,ɨ w ɨ t u,,betts2012kagwahiva;557756,,,,,3 w 3 t u,3 t u w
2452,Urueuwauwau-239_wing-1,,Urueuwauwau,239_wing,p e p o,p e p o,p e p o,,betts2012kagwahiva;557756,,,,,p e p o,e o p
2453,Urueuwauwau-240_wing2-1,,Urueuwauwau,240_wing2,p e p o,p e p o,p e p o,,betts2012kagwahiva;557756,,,,,p e p o,e o p
2454,Urueuwauwau-241_woman-1,,Urueuwauwau,241_woman,k u ɲ ã,k u ɲ ã,k u ɲ ã,,betts2012kagwahiva;557756,,,,,k u 5 a*,5 a* k u
2455,Urueuwauwau-243_yellow-1,,Urueuwauwau,243_yellow,j u β,j u β,j u β,,betts2012kagwahiva;557756,,,,,y u b,b u y
2456,Urueuwauwau-244_yousg-1,,Urueuwauwau,244_yousg,n e h e,n e h e,n e h e,,betts2012kagwahiva;557756,,,,,n e h e,e h n
2457,Kayabi-1_all-1,,Kayabi,1_all,p a p,p a p,p a p,,7774,,,,,p a p,a p
2458,Kayabi-2_arm-1,,Kayabi,2_arm,j ɨ w a,j ɨ w a,j ɨ w a,,7774,,,,,y 3 w a,3 a w y
2459,Kayabi-3_arrow-1,,Kayabi,3_arrow,u ʔ ɨ p,u ʔ ɨ p,u ʔ ɨ p,,7774,,,,,u 7 3 p,3 7 p u
2460,Kayabi-5_axe-1,,Kayabi,5_axe,j ɨ a p ɨ̃i,j ɨ a p ɨ̃i,j ɨ a p ɨ̃i,,7774,,,,,y 3 a p 3*i,3 3*i a p y
2461,Kayabi-6_back-1,,Kayabi,6_back,k u p e,k u p e,k u p e,,7774,,,,,k u p e,e k p u
2462,Kayabi-8_bamboo-1,,Kayabi,8_bamboo,a kʷ a r,a kʷ a r,a kʷ a r,,7774,,,,,a kw~ a r,a kw~ r
2463,Kayabi-9_banana-1,,Kayabi,9_banana,p a n a n,p a n a n,p a n a n,,7774,,,,,p a n a n,a n p
2464,Kayabi-10_basket-1,,Kayabi,10_basket,p a n a k ũ,p a n a k ũ,p a n a k ũ,,7774,,,,,p a n a k u*,a k n p u*
2465,Kayabi-11_bat-1,,Kayabi,11_bat,a n ɨ r a,a n ɨ r a,a n ɨ r a,,7774,,,,,a n 3 r a,3 a n r
2466,Kayabi-12_bewrong-1,,Kayabi,12_bewrong,a w ɨ,a w ɨ,a w ɨ,,7774,,,,,a w 3,3 a w
2467,Kayabi-13_beans-1,,Kayabi,13_beans,k u m a n a,k u m a n a,k u m a n a,,7774,,,,,k u m a n a,a k m n u
2468,Kayabi-14_beard-1,,Kayabi,14_beard,n u w a a p,n u w a a p,n u w a a p,,7774,,,,,n u w a a p,a n p u w
2469,Kayabi-15_belly-1,,Kayabi,15_belly,e w e k,e w e k,e w e k,,7774,,,,,e w e k,e k w
2470,Kayabi-16_break-1,,Kayabi,16_break,p e n,p e n,p e n,,7774,,,,,p e n,e n p
2471,Kayabi-17_big-1,,Kayabi,17_big,ũ ũ,ũ ũ,ũ ũ,,7774,,,,,u* u*,u*
2472,Kayabi-18_bird-1,,Kayabi,18_bird,w ɨ r a,w ɨ r a,w ɨ r a,,7774,,,,,w 3 r a,3 a r w
2473,Kayabi-19_bite-1,,Kayabi,19_bite,u ʔ u,u ʔ u,u ʔ u,,7774,,,,,u 7 u,7 u
2474,Kayabi-20_black-1,,Kayabi,20_black,ũ n,ũ n,ũ n,,7774,,,,,u* n,n u*
2475,Kayabi-22_bone-1,,Kayabi,22_bone,k a ʔ g,k a ʔ g,k a ʔ g,,7774,,,,,k a 7 g,7 a g k
2476,Kayabi-23_boy-1,,Kayabi,23_boy,k u n u m i,k u n u m i,k u n u m i,,7774,,,,,k u n u m i,i k m n u
2477,Kayabi-25_breast-1,,Kayabi,25_breast,k a m,k a m,k a m,,7774,,,,,k a m,a k m
2478,Kayabi-26_breathe-1,,Kayabi,26_breathe,p ɨ t u p o t,p ɨ t u p o t,p ɨ t u p o t,,7774,,,,,p 3 t u p o t,3 o p t u
2479,Kayabi-28_burntr-1,,Kayabi,28_burntr,a p ɨ,a p ɨ,a p ɨ,,7774,,,,,a p 3,3 a p
2480,Kayabi-29_bury-1,,Kayabi,29_bury,i t ɨ m,i t ɨ m,i t ɨ m,,7774,,,,,i t 3 m,3 i m t
2481,Kayabi-30_bush-1,,Kayabi,30_bush,k a ʔ a,k a ʔ a,k a ʔ a,,7774,,,,,k a 7 a,7 a k
2482,Kayabi-32_cair-1,,Kayabi,32_cair,ʔ a t,ʔ a t,ʔ a t,,7774,,,,,7 a t,7 a t
2483,Kayabi-33_canoe-1,,Kayabi,33_canoe,ɨ a r,ɨ a r,ɨ a r,,7774,,,,,3 a r,3 a r
2484,Kayabi-35_cloud-1,,Kayabi,35_cloud,ɨ w a s i ŋ,ɨ w a s i ŋ,ɨ w a s i ŋ,,7774,,,,,3 w a s i N,3 N a i s w
2485,Kayabi-36_coati-1,,Kayabi,36_coati,kʷ a s i,kʷ a s i,kʷ a s i,,7774,,,,,kw~ a s i,a i kw~ s
2486,Kayabi-37_come-1,,Kayabi,37_come,o t,o t,o t,,7774,,,,,o t,o t
2487,Kayabi-38_comb-1,,Kayabi,38_comb,k ɨ ʔ w a p,k ɨ ʔ w a p,k ɨ ʔ w a p,,7774,,,,,k 3 7 w a p,3 7 a k p w
2488,Kayabi-39_corn-1,,Kayabi,39_corn,a w a t͡s i,a w a t͡s i,a w a t͡s i,,7774,,,,,a w a c i,a c i w
2489,Kayabi-40_cotton-1,,Kayabi,40_cotton,a m ɨ n e j u,a m ɨ n e j u,a m ɨ n e j u,,7774,,,,,a m 3 n e y u,3 a e m n u y
2490,Kayabi-41_cry-1,,Kayabi,41_cry,j o ʔ o,j o ʔ o,j o ʔ o,,7774,,,,,y o 7 o,7 o y
2491,Kayabi-42_cut-1,,Kayabi,42_cut,m o n o k,m o n o k,m o n o k,,7774,,,,,m o n o k,k m n o
2492,Kayabi-43_dance-1,,Kayabi,43_dance,j e r o k a u,j e r o k a u,j e r o k a u,,7774,,,,,y e r o k a u,a e k o r u y
2493,Kayabi-46_die-1,,Kayabi,46_die,m a n ũ,m a n ũ,m a n ũ,,7774,,,,,m a n u*,a m n u*
2494,Kayabi-47_dirty-1,,Kayabi,47_dirty,k ɨ ʔ a,k ɨ ʔ a,k ɨ ʔ a,,7774,,,,,k 3 7 a,3 7 a k
2495,Kayabi-48_domake-1,,Kayabi,48_domake,a p o,a p o,a p o,,7774,,,,,a p o,a o p
2496,Kayabi-49_drawpaint-1,,Kayabi,49_drawpaint,kʷ a s i a t,kʷ a s i a t,kʷ a s i a t,,7774,,,,,kw~ a s i a t,a i kw~ s t
2497,Kayabi-50_dressup-1,,Kayabi,50_dressup,m u n e p,m u n e p,m u n e p,,7774,,,,,m u n e p,e m n p u
2498,Kayabi-51_dry-1,,Kayabi,51_dry,m o s i n i ŋ,m o s i n i ŋ,m o s i n i ŋ,,7774,,,,,m o s i n i N,N i m n o s
2499,Kayabi-52_drystate-1,,Kayabi,52_drystate,k a ŋ,k a ŋ,k a ŋ,,7774,,,,,k a N,N a k
2500,Kayabi-53_earthland-1,,Kayabi,53_earthland,ɨ w ɨ,ɨ w ɨ,ɨ w ɨ,,7774,,,,,3 w 3,3 w
2501,Kayabi-54_eat-1,,Kayabi,54_eat,j e m i ʔ w a t,j e m i ʔ w a t,j e m i ʔ w a t,,7774,,,,,y e m i 7 w a t,7 a e i m t w y
2502,Kayabi-55_enter-1,,Kayabi,55_enter,s e,s e,s e,,7774,,,,,s e,e s
2503,Kayabi-56_eye-1,,Kayabi,56_eye,e a,e a,e a,,7774,,,,,e a,a e
2504,Kayabi-57_face-1,,Kayabi,57_face,e t ɨ w a p e,e t ɨ w a p e,e t ɨ w a p e,,7774,,,,,e t 3 w a p e,3 a e p t w
2505,Kayabi-58_far-1,,Kayabi,58_far,m u k u,m u k u,m u k u,,7774,,,,,m u k u,k m u
2506,Kayabi-59_fatgrease-1,,Kayabi,59_fatgrease,k a w a,k a w a,k a w a,,7774,,,,,k a w a,a k w
2507,Kayabi-60_father-1,,Kayabi,60_father,u w,u w,u w,,7774,,,,,u w,u w
2508,Kayabi-61_fear-1,,Kayabi,61_fear,k ɨ j e,k ɨ j e,k ɨ j e,,7774,,,,,k 3 y e,3 e k y
2509,Kayabi-63_fire-1,,Kayabi,63_fire,a t a,a t a,a t a,,7774,,,,,a t a,a t
2510,Kayabi-65_firewood-1,,Kayabi,65_firewood,t a t a,t a t a,t a t a,,7774,,,,,t a t a,a t
2511,Kayabi-66_fish-1,,Kayabi,66_fish,p i r a,p i r a,p i r a,,7774,,,,,p i r a,a i p r
2512,Kayabi-67_flat-1,,Kayabi,67_flat,p e p,p e p,p e p,,7774,,,,,p e p,e p
2513,Kayabi-68_flesh-1,,Kayabi,68_flesh,w ɨ r a,w ɨ r a,w ɨ r a,,7774,,,,,w 3 r a,3 a r w
2514,Kayabi-69_flour-1,,Kayabi,69_flour,u ʔ i,u ʔ i,u ʔ i,,7774,,,,,u 7 i,7 i u
2515,Kayabi-70_flower-1,,Kayabi,70_flower,ɨ w o t ɨ r,ɨ w o t ɨ r,ɨ w o t ɨ r,,7774,,,,,3 w o t 3 r,3 o r t w
2516,Kayabi-71_fly-1,,Kayabi,71_fly,w e w e,w e w e,w e w e,,7774,,,,,w e w e,e w
2517,Kayabi-72_flyn-1,,Kayabi,72_flyn,m e r u,m e r u,m e r u,,7774,,,,,m e r u,e m r u
2518,Kayabi-73_foot-1,,Kayabi,73_foot,p ɨ,p ɨ,p ɨ,,7774,,,,,p 3,3 p
2519,Kayabi-74_four-1,,Kayabi,74_four,i r ũ p̃ a w ẽ,i r ũ p̃ a w ẽ,i r ũ p̃ a w ẽ,,7774,,,,,i r u* p* a w e*,a e* i p* r u* w
2520,Kayabi-75_frog-1,,Kayabi,75_frog,j u ʔ i,j u ʔ i,j u ʔ i,,7774,,,,,y u 7 i,7 i u y
2521,Kayabi-76_fruit-1,,Kayabi,76_fruit,ɨ ʔ w,ɨ ʔ w,ɨ ʔ w,,7774,,,,,3 7 w,3 7 w
2522,Kayabi-77_full-1,,Kayabi,77_full,ɨ n e e m,ɨ n e e m,ɨ n e e m,,7774,,,,,3 n e e m,3 e m n
2523,Kayabi-78_gather-1,,Kayabi,78_gather,m o n o ŋ,m o n o ŋ,m o n o ŋ,,7774,,,,,m o n o N,N m n o
2524,Kayabi-80_give-1,,Kayabi,80_give,m o n o,m o n o,m o n o,,7774,,,,,m o n o,m n o
2525,Kayabi-81_go-1,,Kayabi,81_go,h a,h a,h a,,7774,,,,,h a,a h
2526,Kayabi-82_goup-1,,Kayabi,82_goup,j eu p i t,j eu p i t,j eu p i t,,7774,,,,,y eu p i t,eu i p t y
2527,Kayabi-83_good-1,,Kayabi,83_good,k a t u,k a t u,k a t u,,7774,,,,,k a t u,a k t u
2528,Kayabi-84_grandfather-1,,Kayabi,84_grandfather,a m ɨ̃ j,a m ɨ̃ j,a m ɨ̃ j,,7774,,,,,a m 3* y,3* a m y
2529,Kayabi-85_grass-1,,Kayabi,85_grass,j u a p,j u a p,j u a p,,7774,,,,,y u a p,a p u y
2530,Kayabi-87_grow-1,,Kayabi,87_grow,a n a r u p,a n a r u p,a n a r u p,,7774,,,,,a n a r u p,a n p r u
2531,Kayabi-88_hand-1,,Kayabi,88_hand,p o,p o,p o,,7774,,,,,p o,o p
2532,Kayabi-89_hair-1,,Kayabi,89_hair,ʔ a p,ʔ a p,ʔ a p,,7774,,,,,7 a p,7 a p
2533,Kayabi-90_hammock-1,,Kayabi,90_hammock,a i t ɨ,a i t ɨ,a i t ɨ,,7774,,,,,a i t 3,3 a i t
2534,Kayabi-91_happy-1,,Kayabi,91_happy,e k õ ẽ ã i,e k õ ẽ ã i,e k õ ẽ ã i,,7774,,,,,e k o* e* a* i,a* e e* i k o*
2535,Kayabi-92_hawk-1,,Kayabi,92_hawk,kʷ a n ũ,kʷ a n ũ,kʷ a n ũ,,7774,,,,,kw~ a n u*,a kw~ n u*
2536,Kayabi-93_heal-1,,Kayabi,93_heal,p e r a p,p e r a p,p e r a p,,7774,,,,,p e r a p,a e p r
2537,Kayabi-94_hearlisten-1,,Kayabi,94_hearlisten,e n u w,e n u w,e n u w,,7774,,,,,e n u w,e n u w
2538,Kayabi-96_heavy-1,,Kayabi,96_heavy,p o ɨ i w u,p o ɨ i w u,p o ɨ i w u,,7774,,,,,p o 3 i w u,3 i o p u w
