,ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,asjp_forms,asjp_segs
4272,UrubuKaapor-202_tellnarrate-1,,UrubuKaapor,202_tellnarrate,m e ʔ u,m e ʔ u,m e ʔ u,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,m e 7 u,7 e m u
4273,UrubuKaapor-203_terminatefinish-1,,UrubuKaapor,203_terminatefinish,p a,p a,p a,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,p a,a p
4274,UrubuKaapor-204_termite-1,,UrubuKaapor,204_termite,k u p i ʔ i,k u p i ʔ i,k u p i ʔ i,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,k u p i 7 i,7 i k p u
4275,UrubuKaapor-206_thick-1,,UrubuKaapor,206_thick,a n a m,a n a m,a n a m,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,a n a m,a m n
4276,UrubuKaapor-207_thing-1,,UrubuKaapor,207_thing,m a ʔ e,m a ʔ e,m a ʔ e,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,m a 7 e,7 a e m
4277,UrubuKaapor-208_three-1,,UrubuKaapor,208_three,m a h a p ɨ r,m a h a p ɨ r,m a h a p ɨ r,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,m a h a p 3 r,3 a h m p r
4278,UrubuKaapor-209_thorn-1,,UrubuKaapor,209_thorn,j u,j u,j u,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,y u,u y
4279,UrubuKaapor-210_thunder-1,,UrubuKaapor,210_thunder,t u p ã,t u p ã,t u p ã,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,t u p a*,a* p t u
4280,UrubuKaapor-211_throat-1,,UrubuKaapor,211_throat,k u r u kʷ a,k u r u kʷ a,k u r u kʷ a,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,k u r u kw~ a,a k kw~ r u
4281,UrubuKaapor-212_tick-1,,UrubuKaapor,212_tick,j e t eu k,j e t eu k,j e t eu k,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,y e t eu k,e eu k t y
4282,UrubuKaapor-213_tie-1,,UrubuKaapor,213_tie,p u kʷ a r,p u kʷ a r,p u kʷ a r,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,p u kw~ a r,a kw~ p r u
4283,UrubuKaapor-214_tired-1,,UrubuKaapor,214_tired,e ʔ õ,e ʔ õ,e ʔ õ,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,e 7 o*,7 e o*
4284,UrubuKaapor-215_tobacco-1,,UrubuKaapor,215_tobacco,p ɨ t ɨ m,p ɨ t ɨ m,p ɨ t ɨ m,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,p 3 t 3 m,3 m p t
4285,UrubuKaapor-216_tomorrow-1,,UrubuKaapor,216_tomorrow,k o ĩ,k o ĩ,k o ĩ,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,k o i*,i* k o
4286,UrubuKaapor-217_tongue-1,,UrubuKaapor,217_tongue,e mb e,e mb e,e mb e,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,e mb e,e mb
4287,UrubuKaapor-218_tree-1,,UrubuKaapor,218_tree,m i r a,m i r a,m i r a,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,m i r a,a i m r
4288,UrubuKaapor-220_two-1,,UrubuKaapor,220_two,m o k õ j,m o k õ j,m o k õ j,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,m o k o* y,k m o o* y
4289,UrubuKaapor-221_ugly-1,,UrubuKaapor,221_ugly,r ã i,r ã i,r ã i,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,r a* i,a* i r
4290,UrubuKaapor-222_unclemobr-1,,UrubuKaapor,222_unclemobr,i h ẽ m ã i,i h ẽ m ã i,i h ẽ m ã i,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,i h e* m a* i,a* e* h i m
4291,UrubuKaapor-223_untie-1,,UrubuKaapor,223_untie,j i r a r,j i r a r,j i r a r,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,y i r a r,a i r y
4292,UrubuKaapor-224_urinate-1,,UrubuKaapor,224_urinate,k a ʔ a r u,k a ʔ a r u,k a ʔ a r u,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,k a 7 a r u,7 a k r u
4293,UrubuKaapor-225_vein-1,,UrubuKaapor,225_vein,r ɨ m b o,r ɨ m b o,r ɨ m b o,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,r 3 m b o,3 b m o r
4294,UrubuKaapor-226_vomit-1,,UrubuKaapor,226_vomit,w e ʔ e n,w e ʔ e n,w e ʔ e n,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,w e 7 e n,7 e n w
4295,UrubuKaapor-227_vulture-1,,UrubuKaapor,227_vulture,k a r a k a r a,k a r a k a r a,k a r a k a r a,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,k a r a k a r a,a k r
4296,UrubuKaapor-228_walk-1,,UrubuKaapor,228_walk,w a t a,w a t a,w a t a,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,w a t a,a t w
4297,UrubuKaapor-229_want-1,,UrubuKaapor,229_want,p u t a r,p u t a r,p u t a r,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,p u t a r,a p r t u
4298,UrubuKaapor-230_wash-1,,UrubuKaapor,230_wash,k u t u,k u t u,k u t u,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,k u t u,k t u
4299,UrubuKaapor-231_wasp-1,,UrubuKaapor,231_wasp,k a,k a,k a,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,k a,a k
4300,UrubuKaapor-232_water-1,,UrubuKaapor,232_water,ɨ,ɨ,ɨ,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,3,3
4301,UrubuKaapor-233_weexcl-1,,UrubuKaapor,233_weexcl,j a n e,j a n e,j a n e,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,y a n e,a e n y
4302,UrubuKaapor-234_weincl-1,,UrubuKaapor,234_weincl,j a nd e,j a nd e,j a nd e,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,y a nd e,a e nd y
4303,UrubuKaapor-235_wet-1,,UrubuKaapor,235_wet,ã k ɨ m,ã k ɨ m,ã k ɨ m,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,a* k 3 m,3 a* k m
4304,UrubuKaapor-236_white-1,,UrubuKaapor,236_white,ʃ ĩ,ʃ ĩ,ʃ ĩ,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,S i*,S i*
4305,UrubuKaapor-237_wife-1,,UrubuKaapor,237_wife,a k e h a r,a k e h a r,a k e h a r,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,a k e h a r,a e h k r
4306,UrubuKaapor-238_wind-1,,UrubuKaapor,238_wind,ɨ w ɨ t u,ɨ w ɨ t u,ɨ w ɨ t u,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,3 w 3 t u,3 t u w
4307,UrubuKaapor-239_wing-1,,UrubuKaapor,239_wing,i p ɨ p o,i p ɨ p o,i p ɨ p o,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,i p 3 p o,3 i o p
4308,UrubuKaapor-240_wing2-1,,UrubuKaapor,240_wing2,a,a,a,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,a,a
4309,UrubuKaapor-241_woman-1,,UrubuKaapor,241_woman,k u j ã,k u j ã,k u j ã,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,k u y a*,a* k u y
4310,UrubuKaapor-242_worm-1,,UrubuKaapor,242_worm,s o w o ʔ i,s o w o ʔ i,s o w o ʔ i,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,s o w o 7 i,7 i o s w
4311,UrubuKaapor-243_yellow-1,,UrubuKaapor,243_yellow,j u,j u,j u,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,y u,u y
4312,UrubuKaapor-244_yousg-1,,UrubuKaapor,244_yousg,n e,n e,n e,,kakumasu1988dicionario;santos2018lingua;lopes2009aspectos;caldas2009proposta,,,,,n e,e n
4313,Anambe-2_arm-1,,Anambe,2_arm,j ɨ w ã,j ɨ w ã,j ɨ w ã,,juliao2005aspects,,,,,y 3 w a*,3 a* w y
4314,Anambe-3_arrow-1,,Anambe,3_arrow,m a r a r a,m a r a r a,m a r a r a,,juliao2005aspects,,,,,m a r a r a,a m r
4315,Anambe-5_axe-1,,Anambe,5_axe,j ɨ,j ɨ,j ɨ,,juliao2005aspects,,,,,y 3,3 y
4316,Anambe-6_back-1,,Anambe,6_back,k u p a,k u p a,k u p a,,juliao2005aspects,,,,,k u p a,a k p u
4317,Anambe-9_banana-1,,Anambe,9_banana,p a r i r i,p a r i r i,p a r i r i,,juliao2005aspects,,,,,p a r i r i,a i p r
4318,Anambe-10_basket-1,,Anambe,10_basket,t i m o a p ɨ̃,t i m o a p ɨ̃,t i m o a p ɨ̃,,juliao2005aspects,,,,,t i m o a p 3*,3* a i m o p t
4319,Anambe-11_bat-1,,Anambe,11_bat,a n d i r ã,a n d i r ã,a n d i r ã,,juliao2005aspects,,,,,a n d i r a*,a a* d i n r
4320,Anambe-13_beans-1,,Anambe,13_beans,k u m a n ã,k u m a n ã,k u m a n ã,,juliao2005aspects,,,,,k u m a n a*,a a* k m n u
4321,Anambe-16_break-1,,Anambe,16_break,k a,k a,k a,,juliao2005aspects,,,,,k a,a k
4322,Anambe-17_big-1,,Anambe,17_big,u h u,u h u,u h u,,juliao2005aspects,,,,,u h u,h u
4323,Anambe-18_bird-1,,Anambe,18_bird,w ɨ r ã,w ɨ r ã,w ɨ r ã,,juliao2005aspects,,,,,w 3 r a*,3 a* r w
4324,Anambe-19_bite-1,,Anambe,19_bite,u ʔ u,u ʔ u,u ʔ u,,juliao2005aspects,,,,,u 7 u,7 u
4325,Anambe-20_black-1,,Anambe,20_black,p ɨ t ũ,p ɨ t ũ,p ɨ t ũ,,juliao2005aspects,,,,,p 3 t u*,3 p t u*
4326,Anambe-21_blow-1,,Anambe,21_blow,w a w ɨ,w a w ɨ,w a w ɨ,,juliao2005aspects,,,,,w a w 3,3 a w
4327,Anambe-22_bone-1,,Anambe,22_bone,k ɨ̃,k ɨ̃,k ɨ̃,,juliao2005aspects,,,,,k 3*,3* k
4328,Anambe-23_boy-1,,Anambe,23_boy,k u n u m ĩ,k u n u m ĩ,k u n u m ĩ,,juliao2005aspects,,,,,k u n u m i*,i* k m n u
4329,Anambe-25_breast-1,,Anambe,25_breast,k ɨ m i,k ɨ m i,k ɨ m i,,juliao2005aspects,,,,,k 3 m i,3 i k m
4330,Anambe-30_bush-1,,Anambe,30_bush,k a ʔ a,k a ʔ a,k a ʔ a,,juliao2005aspects,,,,,k a 7 a,7 a k
4331,Anambe-31_butterfly-1,,Anambe,31_butterfly,p a n ɨ̃,p a n ɨ̃,p a n ɨ̃,,juliao2005aspects,,,,,p a n 3*,3* a n p
4332,Anambe-33_canoe-1,,Anambe,33_canoe,ɨ ɲ ã,ɨ ɲ ã,ɨ ɲ ã,,juliao2005aspects,,,,,3 5 a*,3 5 a*
4333,Anambe-34_cashew-1,,Anambe,34_cashew,a k a j u,a k a j u,a k a j u,,juliao2005aspects,,,,,a k a y u,a k u y
4334,Anambe-35_cloud-1,,Anambe,35_cloud,ɨ w a t͡ʃ ĩ,ɨ w a t͡ʃ ĩ,ɨ w a t͡ʃ ĩ,,juliao2005aspects,,,,,3 w a C i*,3 C a i* w
4335,Anambe-36_coati-1,,Anambe,36_coati,kʷ a ʃ i,kʷ a ʃ i,kʷ a ʃ i,,juliao2005aspects,,,,,kw~ a S i,S a i kw~
4336,Anambe-37_come-1,,Anambe,37_come,j o,j o,j o,,juliao2005aspects,,,,,y o,o y
4337,Anambe-39_corn-1,,Anambe,39_corn,a w a t i,a w a t i,a w a t i,,juliao2005aspects,,,,,a w a t i,a i t w
4338,Anambe-40_cotton-1,,Anambe,40_cotton,m e n i d͡ʒ ũ,m e n i d͡ʒ ũ,m e n i d͡ʒ ũ,,juliao2005aspects,,,,,m e n i j u*,e i j m n u*
4339,Anambe-41_cry-1,,Anambe,41_cry,j o,j o,j o,,juliao2005aspects,,,,,y o,o y
4340,Anambe-42_cut-1,,Anambe,42_cut,k ɨ t ɨ̃,k ɨ t ɨ̃,k ɨ t ɨ̃,,juliao2005aspects,,,,,k 3 t 3*,3 3* k t
4341,Anambe-43_dance-1,,Anambe,43_dance,p u r a h ã,p u r a h ã,p u r a h ã,,juliao2005aspects,,,,,p u r a h a*,a a* h p r u
4342,Anambe-44_day-1,,Anambe,44_day,a r a,a r a,a r a,,juliao2005aspects,,,,,a r a,a r
4343,Anambe-45_defecate-1,,Anambe,45_defecate,p u t i,p u t i,p u t i,,juliao2005aspects,,,,,p u t i,i p t u
4344,Anambe-46_die-1,,Anambe,46_die,m a n ũ,m a n ũ,m a n ũ,,juliao2005aspects,,,,,m a n u*,a m n u*
4345,Anambe-48_domake-1,,Anambe,48_domake,m u j ã,m u j ã,m u j ã,,juliao2005aspects,,,,,m u y a*,a* m u y
4346,Anambe-49_drawpaint-1,,Anambe,49_drawpaint,k u t͡ʃ ã,k u t͡ʃ ã,k u t͡ʃ ã,,juliao2005aspects,,,,,k u C a*,C a* k u
4347,Anambe-52_drystate-1,,Anambe,52_drystate,t ɨ k ɨ̃,t ɨ k ɨ̃,t ɨ k ɨ̃,,juliao2005aspects,,,,,t 3 k 3*,3 3* k t
4348,Anambe-53_earthland-1,,Anambe,53_earthland,ɨ w ɨ,ɨ w ɨ,ɨ w ɨ,,juliao2005aspects,,,,,3 w 3,3 w
4349,Anambe-54_eat-1,,Anambe,54_eat,k a r u,k a r u,k a r u,,juliao2005aspects,,,,,k a r u,a k r u
4350,Anambe-56_eye-1,,Anambe,56_eye,e h ã,e h ã,e h ã,,juliao2005aspects,,,,,e h a*,a* e h
4351,Anambe-60_father-1,,Anambe,60_father,u,u,u,,juliao2005aspects,,,,,u,u
4352,Anambe-61_fear-1,,Anambe,61_fear,k ɨ j a,k ɨ j a,k ɨ j a,,juliao2005aspects,,,,,k 3 y a,3 a k y
4353,Anambe-63_fire-1,,Anambe,63_fire,a t ã,a t ã,a t ã,,juliao2005aspects,,,,,a t a*,a a* t
4354,Anambe-66_fish-1,,Anambe,66_fish,p i r ã,p i r ã,p i r ã,,juliao2005aspects,,,,,p i r a*,a* i p r
4355,Anambe-67_flat-1,,Anambe,67_flat,p a,p a,p a,,juliao2005aspects,,,,,p a,a p
4356,Anambe-69_flour-1,,Anambe,69_flour,u t ĩ,u t ĩ,u t ĩ,,juliao2005aspects,,,,,u t i*,i* t u
4357,Anambe-70_flower-1,,Anambe,70_flower,p u t ɨ,p u t ɨ,p u t ɨ,,juliao2005aspects,,,,,p u t 3,3 p t u
4358,Anambe-71_fly-1,,Anambe,71_fly,w a w a,w a w a,w a w a,,juliao2005aspects,,,,,w a w a,a w
4359,Anambe-72_flyn-1,,Anambe,72_flyn,m e r u i,m e r u i,m e r u i,,juliao2005aspects,,,,,m e r u i,e i m r u
4360,Anambe-73_foot-1,,Anambe,73_foot,p ɨ,p ɨ,p ɨ,,juliao2005aspects,,,,,p 3,3 p
4361,Anambe-74_four-1,,Anambe,74_four,j e i r ũ m u k ũ,j e i r ũ m u k ũ,j e i r ũ m u k ũ,,juliao2005aspects,,,,,y e i r u* m u k u*,e i k m r u u* y
4362,Anambe-79_girl-1,,Anambe,79_girl,k u j ĩ,k u j ĩ,k u j ĩ,,juliao2005aspects,,,,,k u y i*,i* k u y
4363,Anambe-80_give-1,,Anambe,80_give,m e ʔ ẽ,m e ʔ ẽ,m e ʔ ẽ,,juliao2005aspects,,,,,m e 7 e*,7 e e* m
4364,Anambe-81_go-1,,Anambe,81_go,o,o,o,,juliao2005aspects,,,,,o,o
4365,Anambe-83_good-1,,Anambe,83_good,k a t u,k a t u,k a t u,,juliao2005aspects,,,,,k a t u,a k t u
4366,Anambe-84_grandfather-1,,Anambe,84_grandfather,a m ũ,a m ũ,a m ũ,,juliao2005aspects,,,,,a m u*,a m u*
4367,Anambe-85_grass-1,,Anambe,85_grass,k a ʔ a p i,k a ʔ a p i,k a ʔ a p i,,juliao2005aspects,,,,,k a 7 a p i,7 a i k p
4368,Anambe-88_hand-1,,Anambe,88_hand,p o,p o,p o,,juliao2005aspects,,,,,p o,o p
4369,Anambe-89_hair-1,,Anambe,89_hair,a wã,a wã,a w ã,,juliao2005aspects,,,,,a w a*,a a* w
4370,Anambe-90_hammock-1,,Anambe,90_hammock,e k a h ĩ,e k a h ĩ,e k a h ĩ,,juliao2005aspects,,,,,e k a h i*,a e h i* k
4371,Anambe-91_happy-1,,Anambe,91_happy,u r i,u r i,u r i,,juliao2005aspects,,,,,u r i,i r u
4372,Anambe-93_heal-1,,Anambe,93_heal,pʷ a r a,pʷ a r a,pʷ a r a,,juliao2005aspects,,,,,pw~ a r a,a pw~ r
4373,Anambe-94_hearlisten-1,,Anambe,94_hearlisten,e n u,e n u,e n u,,juliao2005aspects,,,,,e n u,e n u
4374,Anambe-96_heavy-1,,Anambe,96_heavy,p u h ɨ,p u h ɨ,p u h ɨ,,juliao2005aspects,,,,,p u h 3,3 h p u
4375,Anambe-97_hedgehog-1,,Anambe,97_hedgehog,kʷ a n u,kʷ a n u,kʷ a n u,,juliao2005aspects,,,,,kw~ a n u,a kw~ n u
4376,Anambe-98_help-1,,Anambe,98_help,p u t u h ũ,p u t u h ũ,p u t u h ũ,,juliao2005aspects,,,,,p u t u h u*,h p t u u*
4377,Anambe-99_hen-1,,Anambe,99_hen,m a ʃ a k a r i,m a ʃ a k a r i,m a ʃ a k a r i,,juliao2005aspects,,,,,m a S a k a r i,S a i k m r
4378,Anambe-101_hit-1,,Anambe,101_hit,n u p ɨ̃,n u p ɨ̃,n u p ɨ̃,,juliao2005aspects,,,,,n u p 3*,3* n p u
4379,Anambe-102_hole-1,,Anambe,102_hole,kʷ ã,kʷ ã,kʷ ã,,juliao2005aspects,,,,,kw~ a*,a* kw~
4380,Anambe-103_hot-1,,Anambe,103_hot,a k u,a k u,a k u,,juliao2005aspects,,,,,a k u,a k u
4381,Anambe-104_house-1,,Anambe,104_house,a p ɨ,a p ɨ,a p ɨ,,juliao2005aspects,,,,,a p 3,3 a p
4382,Anambe-105_howlermonkey-1,,Anambe,105_howlermonkey,a k ɨ k ɨ,a k ɨ k ɨ,a k ɨ k ɨ,,juliao2005aspects,,,,,a k 3 k 3,3 a k
4383,Anambe-106_husband-1,,Anambe,106_husband,e r e kʷ ã,e r e kʷ ã,e r e kʷ ã,,juliao2005aspects,,,,,e r e kw~ a*,a* e kw~ r
4384,Anambe-107_jacarecaimancrocodile-1,,Anambe,107_jacarecaimancrocodile,j a k a r a,j a k a r a,j a k a r a,,juliao2005aspects,,,,,y a k a r a,a k r y
4385,Anambe-108_jaguar-1,,Anambe,108_jaguar,j a w ã,j a w ã,j a w ã,,juliao2005aspects,,,,,y a w a*,a a* w y
4386,Anambe-109_kill-1,,Anambe,109_kill,j u k a,j u k a,j u k a,,juliao2005aspects,,,,,y u k a,a k u y
4387,Anambe-110_knee-1,,Anambe,110_knee,i n a p ɨ ʔ ɨ̃,i n a p ɨ ʔ ɨ̃,i n a p ɨ ʔ ɨ̃,,juliao2005aspects,,,,,i n a p 3 7 3*,3 3* 7 a i n p
4388,Anambe-112_know-1,,Anambe,112_know,k u h ã,k u h ã,k u h ã,,juliao2005aspects,,,,,k u h a*,a* h k u
4389,Anambe-114_laugh-1,,Anambe,114_laugh,p u k ã,p u k ã,p u k ã,,juliao2005aspects,,,,,p u k a*,a* k p u
4390,Anambe-115_leaf-1,,Anambe,115_leaf,o w a,o w a,o w a,,juliao2005aspects,,,,,o w a,a o w
4391,Anambe-117_leg-1,,Anambe,117_leg,t a m a k ɨ̃,t a m a k ɨ̃,t a m a k ɨ̃,,juliao2005aspects,,,,,t a m a k 3*,3* a k m t
4392,Anambe-118_liver-1,,Anambe,118_liver,p i ʔ ã,p i ʔ ã,p i ʔ ã,,juliao2005aspects,,,,,p i 7 a*,7 a* i p
4393,Anambe-119_long-1,,Anambe,119_long,p u k u,p u k u,p u k u,,juliao2005aspects,,,,,p u k u,k p u
4394,Anambe-120_lookat-1,,Anambe,120_lookat,m e ʔ ẽ,m e ʔ ẽ,m e ʔ ẽ,,juliao2005aspects,,,,,m e 7 e*,7 e e* m
4395,Anambe-122_louse-1,,Anambe,122_louse,k ɨ,k ɨ,k ɨ,,juliao2005aspects,,,,,k 3,3 k
4396,Anambe-123_man-1,,Anambe,123_man,k u m a ʔ a,k u m a ʔ a,k u m a ʔ a,,juliao2005aspects,,,,,k u m a 7 a,7 a k m u
4397,Anambe-124_manioc-1,,Anambe,124_manioc,m a n i ʔ o,m a n i ʔ o,m a n i ʔ o,,juliao2005aspects,,,,,m a n i 7 o,7 a i m n o
4398,Anambe-126_medicine-1,,Anambe,126_medicine,p u h ɨ,p u h ɨ,p u h ɨ,,juliao2005aspects,,,,,p u h 3,3 h p u
4399,Anambe-127_monkey-1,,Anambe,127_monkey,k a ʔ i,k a ʔ i,k a ʔ i,,juliao2005aspects,,,,,k a 7 i,7 a i k
4400,Anambe-128_moon-1,,Anambe,128_moon,j a h ɨ,j a h ɨ,j a h ɨ,,juliao2005aspects,,,,,y a h 3,3 a h y
4401,Anambe-131_mother-1,,Anambe,131_mother,h ɨ,h ɨ,h ɨ,,juliao2005aspects,,,,,h 3,3 h
4402,Anambe-138_new-1,,Anambe,138_new,j a h u,j a h u,j a h u,,juliao2005aspects,,,,,y a h u,a h u y
4403,Anambe-139_night-1,,Anambe,139_night,p ɨ t ũ,p ɨ t ũ,p ɨ t ũ,,juliao2005aspects,,,,,p 3 t u*,3 p t u*
4404,Anambe-140_nose-1,,Anambe,140_nose,t ĩ,t ĩ,t ĩ,,juliao2005aspects,,,,,t i*,i* t
4405,Anambe-141_one-1,,Anambe,141_one,t i p e ʔ ĩ,t i p e ʔ ĩ,t i p e ʔ ĩ,,juliao2005aspects,,,,,t i p e 7 i*,7 e i i* p t
4406,Anambe-143_paca-1,,Anambe,143_paca,k a r a r u h u,k a r a r u h u,k a r a r u h u,,juliao2005aspects,,,,,k a r a r u h u,a h k r u
4407,Anambe-144_painhurt-1,,Anambe,144_painhurt,a h ɨ,a h ɨ,a h ɨ,,juliao2005aspects,,,,,a h 3,3 a h
4408,Anambe-145_parrot-1,,Anambe,145_parrot,a d͡ʒ u r u,a d͡ʒ u r u,a d͡ʒ u r u,,juliao2005aspects,,,,,a j u r u,a j r u
4409,Anambe-146_path-1,,Anambe,146_path,p a,p a,p a,,juliao2005aspects,,,,,p a,a p
4410,Anambe-148_personhbsomeone-1,,Anambe,148_personhbsomeone,a w ã,a w ã,a w ã,,juliao2005aspects,,,,,a w a*,a a* w
4411,Anambe-149_pierce-1,,Anambe,149_pierce,k u t u,k u t u,k u t u,,juliao2005aspects,,,,,k u t u,k t u
4412,Anambe-151_play-1,,Anambe,151_play,j e m a r a j,j e m a r a j,j e m a r a j,,juliao2005aspects,,,,,y e m a r a y,a e m r y
4413,Anambe-152_porridge-1,,Anambe,152_porridge,m i g a u,m i g a u,m i g a u,,juliao2005aspects,,,,,m i g a u,a g i m u
4414,Anambe-155_rain-1,,Anambe,155_rain,a m ɨ̃,a m ɨ̃,a m ɨ̃,,juliao2005aspects,,,,,a m 3*,3* a m
4415,Anambe-156_rat-1,,Anambe,156_rat,a ŋ u j a,a ŋ u j a,a ŋ u j a,,juliao2005aspects,,,,,a N u y a,N a u y
4416,Anambe-158_red-1,,Anambe,158_red,p i r ɨ̃,p i r ɨ̃,p i r ɨ̃,,juliao2005aspects,,,,,p i r 3*,3* i p r
4417,Anambe-159_return-1,,Anambe,159_return,r i,r i,r i,,juliao2005aspects,,,,,r i,i r
4418,Anambe-162_root-1,,Anambe,162_root,a p o,a p o,a p o,,juliao2005aspects,,,,,a p o,a o p
4419,Anambe-165_run-1,,Anambe,165_run,j ɨ̃,j ɨ̃,j ɨ̃,,juliao2005aspects,,,,,y 3*,3* y
4420,Anambe-167_salt-1,,Anambe,167_salt,j u k ɨ,j u k ɨ,j u k ɨ,,juliao2005aspects,,,,,y u k 3,3 k u y
4421,Anambe-169_scare-1,,Anambe,169_scare,k ɨ d͡ʒ a,k ɨ d͡ʒ a,k ɨ d͡ʒ a,,juliao2005aspects,,,,,k 3 j a,3 a j k
4422,Anambe-170_see-1,,Anambe,170_see,e t͡s a k,e t͡s a k,e t͡s a k,,juliao2005aspects,,,,,e c a k,a c e k
4423,Anambe-171_seed-1,,Anambe,171_seed,a ʔ ɨ̃,a ʔ ɨ̃,a ʔ ɨ̃,,juliao2005aspects,,,,,a 7 3*,3* 7 a
4424,Anambe-172_seek-1,,Anambe,172_seek,e k a r,e k a r,e k a r,,juliao2005aspects,,,,,e k a r,a e k r
4425,Anambe-177_sister-1,,Anambe,177_sister,e n ɨ,e n ɨ,e n ɨ,,juliao2005aspects,,,,,e n 3,3 e n
4426,Anambe-178_sit-1,,Anambe,178_sit,a p ɨ,a p ɨ,a p ɨ,,juliao2005aspects,,,,,a p 3,3 a p
4427,Anambe-179_sleep-1,,Anambe,179_sleep,k a,k a,k a,,juliao2005aspects,,,,,k a,a k
4428,Anambe-181_smoke-1,,Anambe,181_smoke,t a k a n ʃ ĩ,t a k a n ʃ ĩ,t a k a n ʃ ĩ,,juliao2005aspects,,,,,t a k a n S i*,S a i* k n t
4429,Anambe-182_snake-1,,Anambe,182_snake,m o,m o,m o,,juliao2005aspects,,,,,m o,m o
4430,Anambe-184_son-1,,Anambe,184_son,m e m ɨ,m e m ɨ,m e m ɨ,,juliao2005aspects,,,,,m e m 3,3 e m
4431,Anambe-186_speak-1,,Anambe,186_speak,j e ʔ ẽ,j e ʔ ẽ,j e ʔ ẽ,,juliao2005aspects,,,,,y e 7 e*,7 e e* y
4432,Anambe-187_spider-1,,Anambe,187_spider,j a n u,j a n u,j a n u,,juliao2005aspects,,,,,y a n u,a n u y
4433,Anambe-191_stone-1,,Anambe,191_stone,i t ã,i t ã,i t ã,,juliao2005aspects,,,,,i t a*,a* i t
4434,Anambe-192_strong-1,,Anambe,192_strong,t u w i h ã,t u w i h ã,t u w i h ã,,juliao2005aspects,,,,,t u w i h a*,a* h i t u w
4435,Anambe-194_sun-1,,Anambe,194_sun,k o r a h ɨ,k o r a h ɨ,k o r a h ɨ,,juliao2005aspects,,,,,k o r a h 3,3 a h k o r
