,ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,CU,asjp_forms,asjp_segs
621,Chibcha-26_cortar-1,,Chibcha,26_cortar,kɨhɨtɨ,kɨhɨtɨ,k ɨ h ɨ t ɨ,,Constenla2005,342,,^ k ɨ h ɨ t ɨ $,Chibcha,,k 3 h 3 t 3,3 h k t
622,CentralTunebo-26_cortar-1,,CentralTunebo,26_cortar,kwi'ki,kwi'ki,k w i 'k/k i,,Constenla2005,343,,^ k w i 'k i $,CentralTunebo,,k w i k i,i k w
623,Bari-26_cortar-1,,Bari,26_cortar,a:kd,a:kd,aː k d,,Constenla2005,331,,^ a: k d $,Bari,c,a k d,a d k
624,LencaSalvador-27_corteza-1,,LencaSalvador,27_corteza,ts'ats'a,ts'ats'a,t s 'a/a t s 'a/a,,Constenla2005,344,,^ t s 'a t s 'a $,LencaSalvador,,t s a t s a,a s t
625,LencaHonduras-27_corteza-1,,LencaHonduras,27_corteza,jos,jos,j o s,,Constenla2005,345,,^ j o s $,LencaHonduras,,y o s,o s y
626,Cacaopera-27_corteza-1,,Cacaopera,27_corteza,kuta,kuta,k u t a,,Constenla2005,346,,^ k u t a $,Cacaopera,a,k u t a,a k t u
627,Mayangna-27_corteza-1,,Mayangna,27_corteza,utak,utak,u t a k,,Constenla2005,346,,^ u t a k $,Mayangna,a,u t a k,a k t u
628,Ulwa-27_corteza-1,,Ulwa,27_corteza,utak,utak,u t a k,,Constenla2005,346,,^ u t a k $,Ulwa,a,u t a k,a k t u
629,Miskito-27_corteza-1,,Miskito,27_corteza,taja,taja,t a j a,,Constenla2005,347,,^ t a j a $,Miskito,,t a y a,a t y
630,Pech-27_corteza-1,,Pech,27_corteza,kã́wã̀,kã́wã̀,k ã́/ã w ã̀/ã,,Constenla2005,348,,^ k ã́ w ã̀ $,Pech,,k a* a* w a* a*,a* k w
631,Rama-27_corteza-1,,Rama,27_corteza,u:k,u:k,uː k,,Constenla2005,349,,^ u: k $,Rama,b,u k,k u
632,MalekuJaika-27_corteza-1,,MalekuJaika,27_corteza,leki:,leki:,l e k iː,,Constenla2005,350,,^ l e k i: $,MalekuJaika,,l e k i,e i k l
633,Boruca-27_corteza-1,,Boruca,27_corteza,kuáʔs,kuáʔs,k u á/a ʔ s,,Constenla2005,349,,^ k u á ʔ s $,Boruca,b,k u a a 7 s,7 a k s u
634,Bribri-27_corteza-1,,Bribri,27_corteza,axkuʊ́,axkuʊ́,a x k u ʊ́/ʊ,,Constenla2005,349,,^ a x k u ʊ́ $,Bribri,b,a x k u u u,a k u x
635,Cabecar-27_corteza-1,,Cabecar,27_corteza,hkuʊ́,hkuʊ́,h k u ʊ́/ʊ,,Constenla2005,349,,^ h k u ʊ́ $,Cabecar,b,h k u u u,h k u
636,Teribe-27_corteza-1,,Teribe,27_corteza,kuótà,kuótà,k u ó/o t à/a,,Constenla2005,349,,^ k u ó t à $,Teribe,b,k u o o t a a,a k o t u
637,Ngabere-27_corteza-1,,Ngabere,27_corteza,kwata,kwata,k w a t a,,Constenla2005,349,,^ k w a t a $,Ngabere,b,k w a t a,a k t w
638,Buglere-27_corteza-1,,Buglere,27_corteza,kwaɾa,kwaɾa,k w a ɾ a,,Constenla2005,349,,^ k w a ɾ a $,Buglere,b,k w a r a,a k r w
639,Dorasque-27_corteza-1,,Dorasque,27_corteza,ugá,ugá,u g á/a,,Constenla2005,349,,^ u g á $,Dorasque,b,u g a a,a g u
640,SanBlasKuna-27_corteza-1,,SanBlasKuna,27_corteza,ukka,ukka,u k a,,Constenla2005,349,,^ u kk a $,SanBlasKuna,b,u k a,a k u
641,Cogui-27_corteza-1,,Cogui,27_corteza,huba,huba,h u b a,,Constenla2005,351,,^ h u b a $,Cogui,c,h u b a,a b h u
642,Arhuaco-27_corteza-1,,Arhuaco,27_corteza,'zomɨ,'zomɨ,'z/z o m ɨ,,Constenla2005,352,,^ 'z o m ɨ $,Arhuaco,ch,z o m 3,3 m o z
643,Malayo-27_corteza-1,,Malayo,27_corteza,ʒoma,ʒoma,ʒ o m a,,Constenla2005,352,,^ ʒ o m a $,Malayo,ch,Z o m a,Z a m o
644,Chimila-27_corteza-1,,Chimila,27_corteza,ma:nta,ma:nta,m aː n t a,,Constenla2005,353,,^ m a: n t a $,Chimila,,m a n t a,a m n t
645,Chibcha-27_corteza-1,,Chibcha,27_corteza,huka,huka,h u k a,,Constenla2005,349,,^ h u k a $,Chibcha,b,h u k a,a h k u
646,CentralTunebo-27_corteza-1,,CentralTunebo,27_corteza,u'ma,u'ma,u 'm/m a,,Constenla2005,351,,^ u 'm a $,CentralTunebo,c,u m a,a m u
647,Bari-27_corteza-1,,Bari,27_corteza,aɨksu,aɨksu,a ɨ k s u,,Constenla2005,354,,^ a ɨ k s u $,Bari,,a 3 k s u,3 a k s u
648,LencaSalvador-28_cuatro-1,,LencaSalvador,28_cuatro,sa,sa,s a,,Constenla2005,355,,^ s a $,LencaSalvador,,s a,a s
649,LencaHonduras-28_cuatro-1,,LencaHonduras,28_cuatro,aɾia,aɾia,a ɾ i a,,Constenla2005,356,,^ a ɾ i a $,LencaHonduras,a,a r i a,a i r
650,Cacaopera-28_cuatro-1,,Cacaopera,28_cuatro,butaru,butaru,b u t a r u,,Constenla2005,357,,^ b u t a r u $,Cacaopera,,b u t a r u,a b r t u
651,Mayangna-28_cuatro-1,,Mayangna,28_cuatro,arunka,arunka,a r u n k a,,Constenla2005,356,,^ a r u n k a $,Mayangna,a,a r u n k a,a k n r u
652,Ulwa-28_cuatro-1,,Ulwa,28_cuatro,arunka,arunka,a r u n k a,,Constenla2005,356,,^ a r u n k a $,Ulwa,a,a r u n k a,a k n r u
653,Miskito-28_cuatro-1,,Miskito,28_cuatro,walhwal,walhwal,w a l h w a l,,Constenla2005,358,,^ w a l h w a l $,Miskito,,w a l h w a l,a h l w
654,Pech-28_cuatro-1,,Pech,28_cuatro,kàh,kàh,k à/a h,,Constenla2005,359,,^ k à h $,Pech,,k a a h,a h k
655,Rama-28_cuatro-1,,Rama,28_cuatro,kunkunbi,kunkunbi,k u n k u n b i,,Constenla2005,360,,^ k u n k u n b i $,Rama,,k u n k u n b i,b i k n u
656,MalekuJaika-28_cuatro-1,,MalekuJaika,28_cuatro,pake:kiri:,pake:kiri:,p a k eː k i r iː,,Constenla2005,361,,^ p a k e: k i r i: $,MalekuJaika,b,p a k e k i r i,a e i k p r
657,Boruca-28_cuatro-1,,Boruca,28_cuatro,báxkàŋ,báxkàŋ,b á/a x k à/a ŋ,,Constenla2005,361,,^ b á x k à ŋ $,Boruca,b,b a a x k a a N,N a b k x
658,Bribri-28_cuatro-1,,Bribri,28_cuatro,tkɪ,tkɪ,t k ɪ,,Constenla2005,361,,^ t k ɪ $,Bribri,b,t k i,i k t
659,Cabecar-28_cuatro-1,,Cabecar,28_cuatro,tki,tki,t k i,,Constenla2005,361,,^ t k i $,Cabecar,b,t k i,i k t
660,Teribe-28_cuatro-1,,Teribe,28_cuatro,bkíŋ,bkíŋ,b k í/i ŋ,,Constenla2005,361,,^ b k í ŋ $,Teribe,b,b k i i N,N b i k
661,Ngabere-28_cuatro-1,,Ngabere,28_cuatro,bɔkɔ,bɔkɔ,b ɔ k ɔ,,Constenla2005,361,,^ b ɔ k ɔ $,Ngabere,b,b o k o,b k o
662,Buglere-28_cuatro-1,,Buglere,28_cuatro,baga,baga,b a g a,,Constenla2005,361,,^ b a g a $,Buglere,b,b a g a,a b g
663,Dorasque-28_cuatro-1,,Dorasque,28_cuatro,paka,paka,p a k a,,Constenla2005,361,,^ p a k a $,Dorasque,b,p a k a,a k p
664,SanBlasKuna-28_cuatro-1,,SanBlasKuna,28_cuatro,pakke,pakke,p a k e,,Constenla2005,361,,^ p a kk e $,SanBlasKuna,b,p a k e,a e k p
665,Cogui-28_cuatro-1,,Cogui,28_cuatro,ma'keua,ma'keua,m a 'k/k e u a,,Constenla2005,361,,^ m a 'k e u a $,Cogui,b,m a k e u a,a e k m u
666,Arhuaco-28_cuatro-1,,Arhuaco,28_cuatro,maʔ'keiwa,maʔ'keiwa,m a ʔ 'k/k e i w a,,Constenla2005,361,,^ m a ʔ 'k e i w a $,Arhuaco,b,m a 7 k e i w a,7 a e i k m w
667,Malayo-28_cuatro-1,,Malayo,28_cuatro,makegwa,makegwa,m a k e g w a,,Constenla2005,361,,^ m a k e g w a $,Malayo,b,m a k e g w a,a e g k m w
668,Chimila-28_cuatro-1,,Chimila,28_cuatro,bridʒeʔe,bridʒeʔe,b r i dʒ e ʔ e,,Constenla2005,362,,^ b r i dʒ e ʔ e $,Chimila,,b r i dZ e 7 e,7 b dZ e i r
669,Chibcha-28_cuatro-1,,Chibcha,28_cuatro,mɨhɨka,mɨhɨka,m ɨ h ɨ k a,,Constenla2005,361,,^ m ɨ h ɨ k a $,Chibcha,b,m 3 h 3 k a,3 a h k m
670,CentralTunebo-28_cuatro-1,,CentralTunebo,28_cuatro,ba'kaja,ba'kaja,b 'a/a k a j a,,Constenla2005,361,,^ b a' k a j a $,CentralTunebo,b,b a k a y a,a b k y
671,Bari-28_cuatro-1,,Bari,28_cuatro,asanikdãɪ̃,asanikdãɪ̃,a s a n i k d ã ɪ̃,,Constenla2005,363,,^ a s a n i k d ã ɪ̃ $,Bari,,a s a n i k d a* i*,a a* d i i* k n s
672,LencaSalvador-29_cuello-1,,LencaSalvador,29_cuello,t'aNt'aN,t'aNt'aN,t 'a/a n t 'a/a n,,Constenla2005,364,,^ t 'a N t 'a N $,LencaSalvador,,t a n t a n,a n t
673,LencaHonduras-29_cuello-1,,LencaHonduras,29_cuello,sala,sala,s a l a,,Constenla2005,365,,^ s a l a $,LencaHonduras,,s a l a,a l s
674,Cacaopera-29_cuello-1,,Cacaopera,29_cuello,tsaw,tsaw,t s a w,,Constenla2005,366,,^ t s a w $,Cacaopera,,t s a w,a s t w
675,Mayangna-29_cuello-1,,Mayangna,29_cuello,dimak,dimak,d i m a k,,Constenla2005,367,,^ d i m a k $,Mayangna,,d i m a k,a d i k m
676,Ulwa-29_cuello-1,,Ulwa,29_cuello,ma:mak,ma:mak,m aː m a k,,Constenla2005,368,,^ m a: m a k $,Ulwa,,m a m a k,a k m
677,Miskito-29_cuello-1,,Miskito,29_cuello,nana,nana,n a n a,,Constenla2005,369,,^ n a n a $,Miskito,a,n a n a,a n
678,Pech-29_cuello-1,,Pech,29_cuello,táwásã́,táwásã́,t á/a w á/a s ã́/ã,,Constenla2005,370,,^ t á w á s ã́ $,Pech,,t a a w a a s a* a*,a a* s t w
679,Rama-29_cuello-1,,Rama,29_cuello,ki:ŋkat,ki:ŋkat,k iː ŋ k a t,,Constenla2005,371,,^ k i: ŋ k a t $,Rama,,k i N k a t,N a i k t
680,MalekuJaika-29_cuello-1,,MalekuJaika,29_cuello,ko:lo,ko:lo,k oː l o,,Constenla2005,372,,^ k o: l o $,MalekuJaika,b,k o l o,k l o
681,Boruca-29_cuello-1,,Boruca,29_cuello,ìŋsá,ìŋsá,ì/i ŋ s á/a,,Constenla2005,373,,^ ì ŋ s á $,Boruca,,i i N s a a,N a i s
682,Bribri-29_cuello-1,,Bribri,29_cuello,kuɺǐʔ,kuɺǐʔ,k u ɺ ǐ/i ʔ,,Constenla2005,374,,^ k u ɺ ǐ ʔ $,Bribri,c,k u L i i 7,7 L i k u
683,Cabecar-29_cuello-1,,Cabecar,29_cuello,kulí,kulí,k u l í/i,,Constenla2005,374,,^ k u l í $,Cabecar,c,k u l i i,i k l u
684,Teribe-29_cuello-1,,Teribe,29_cuello,bɪ̀ŋdó,bɪ̀ŋdó,b ɪ̀/ɪ ŋ d ó/o,,Constenla2005,375,,^ b ɪ̀ ŋ d ó $,Teribe,,b i i N d o o,N b d i o
685,Ngabere-29_cuello-1,,Ngabere,29_cuello,ɾɔɾɔ,ɾɔɾɔ,ɾ ɔ ɾ ɔ,,Constenla2005,369,,^ ɾ ɔ ɾ ɔ $,Ngabere,a,r o r o,o r
686,Buglere-29_cuello-1,,Buglere,29_cuello,siɾoska,siɾoska,s i ɾ o s k a,,Constenla2005,376,,^ s i ɾ o s k a $,Buglere,,s i r o s k a,a i k o r s
687,Dorasque-29_cuello-1,,Dorasque,29_cuello,polé,polé,p o l é/e,,Constenla2005,377,,^ p o l é $,Dorasque,ch,p o l e e,e l o p
688,SanBlasKuna-29_cuello-1,,SanBlasKuna,29_cuello,tukkarwala,tukkarwala,t u k a r w a l a,,Constenla2005,378,,^ t u kk a r w a l a $,SanBlasKuna,,t u k a r w a l a,a k l r t u w
689,Cogui-29_cuello-1,,Cogui,29_cuello,'gagla,'gagla,'g/g a g l a,,Constenla2005,372,,^ 'g a g l a $,Cogui,b,g a g l a,a g l
690,Arhuaco-29_cuello-1,,Arhuaco,29_cuello,'gaʔnɨ,'gaʔnɨ,'g/g a ʔ n ɨ,,Constenla2005,372,,^ 'g a ʔ n ɨ $,Arhuaco,b,g a 7 n 3,3 7 a g n
691,Malayo-29_cuello-1,,Malayo,29_cuello,'gana,'gana,'g/g a n a,,Constenla2005,372,,^ 'g a n a $,Malayo,b,g a n a,a g n
692,Chimila-29_cuello-1,,Chimila,29_cuello,'ɾuggwaʔ,'ɾuggwaʔ,'ɾ/ɾ u g w a ʔ,,Constenla2005,379,,^ 'ɾ u gg w a ʔ $,Chimila,,r u g w a 7,7 a g r u w
693,Chibcha-29_cuello-1,,Chibcha,29_cuello,gɨ,gɨ,g ɨ,,Constenla2005,372,,^ g ɨ $,Chibcha,b,g 3,3 g
694,CentralTunebo-29_cuello-1,,CentralTunebo,29_cuello,'jaʔnkukaɾa,'jaʔnkukaɾa,'j/j a ʔ n k u k a ɾ a,,Constenla2005,380,,^ 'j a ʔ n k u k a ɾ a $,CentralTunebo,,y a 7 n k u k a r a,7 a k n r u y
695,Bari-29_cuello-1,,Bari,29_cuello,bo:,bo:,b oː,,Constenla2005,377,,^ b o: $,Bari,ch,b o,b o
696,LencaSalvador-30_dar-1,,LencaSalvador,30_dar,mik,mik,m i k,,Constenla2005,381,,^ m i k $,LencaSalvador,a,m i k,i k m
697,LencaHonduras-30_dar-1,,LencaHonduras,30_dar,jaɾ,jaɾ,j a ɾ,,Constenla2005,382,,^ j a ɾ $,LencaHonduras,,y a r,a r y
698,Cacaopera-30_dar-1,,Cacaopera,30_dar,a,a,a,,Constenla2005,383,,^ a $,Cacaopera,b,a,a
699,Mayangna-30_dar-1,,Mayangna,30_dar,a:,a:,aː,,Constenla2005,383,,^ a: $,Mayangna,b,a,a
700,Ulwa-30_dar-1,,Ulwa,30_dar,a:,a:,aː,,Constenla2005,383,,^ a: $,Ulwa,b,a,a
701,Miskito-30_dar-1,,Miskito,30_dar,k,k,k,,Constenla2005,384,,^ k $,Miskito,,k,k
702,Pech-30_dar-1,,Pech,30_dar,ã̀h,ã̀h,ã̀/ã h,,Constenla2005,383,,^ ã̀ h $,Pech,b,a* a* h,a* h
703,Rama-30_dar-1,,Rama,30_dar,taŋ,taŋ,t a ŋ,,Constenla2005,385,,^ t a ŋ $,Rama,c,t a N,N a t
704,MalekuJaika-30_dar-1,,MalekuJaika,30_dar,ta:,ta:,t aː,,Constenla2005,385,,^ t a: $,MalekuJaika,c,t a,a t
705,Boruca-30_dar-1,,Boruca,30_dar,dóʔ,dóʔ,d ó/o ʔ,,Constenla2005,386,,^ d ó ʔ $,Boruca,ch,d o o 7,7 d o
706,Bribri-30_dar-1,,Bribri,30_dar,abẽ,abẽ,a b ẽ,,Constenla2005,387,,^ a b ẽ $,Bribri,d,a b e*,a b e*
707,Cabecar-30_dar-1,,Cabecar,30_dar,bẽ,bẽ,b ẽ,,Constenla2005,387,,^ b ẽ $,Cabecar,d,b e*,b e*
708,Teribe-30_dar-1,,Teribe,30_dar,sɪ́ŋ,sɪ́ŋ,s ɪ́/ɪ ŋ,,Constenla2005,388,,^ s ɪ́ ŋ $,Teribe,,s i i N,N i s
709,Ngabere-30_dar-1,,Ngabere,30_dar,bĩ,bĩ,b ĩ,,Constenla2005,387,,^ b ĩ $,Ngabere,d,b i*,b i*
710,Buglere-30_dar-1,,Buglere,30_dar,kete,kete,k e t e,,Constenla2005,389,,^ k e t e $,Buglere,,k e t e,e k t
711,Dorasque-30_dar-1,,Dorasque,30_dar,do,do,d o,,Constenla2005,386,,^ d o $,Dorasque,ch,d o,d o
712,SanBlasKuna-30_dar-1,,SanBlasKuna,30_dar,ukke,ukke,u k e,,Constenla2005,390,,^ u kk e $,SanBlasKuna,,u k e,e k u
713,Cogui-30_dar-1,,Cogui,30_dar,a'kau,a'kau,a 'k/k a u,,Constenla2005,391,,^ a 'k a u $,Cogui,e,a k a u,a k u
714,Arhuaco-30_dar-1,,Arhuaco,30_dar,aʔ'wes,aʔ'wes,a ʔ 'w/w e s,,Constenla2005,392,,^ a ʔ 'w e s $,Arhuaco,,a 7 w e s,7 a e s w
715,Malayo-30_dar-1,,Malayo,30_dar,akau,akau,a k a u,,Constenla2005,391,,^ a k a u $,Malayo,e,a k a u,a k u
716,Chimila-30_dar-1,,Chimila,30_dar,seʔdʒdʒaʔ,seʔdʒdʒaʔ,s e ʔ dʒ dʒ a ʔ,,Constenla2005,393,,^ s e ʔ dʒ dʒ a ʔ $,Chimila,,s e 7 dZ dZ a 7,7 a dZ e s
717,Chibcha-30_dar-1,,Chibcha,30_dar,nɨ,nɨ,n ɨ,,Constenla2005,385,,^ n ɨ $,Chibcha,c,n 3,3 n
718,CentralTunebo-30_dar-1,,CentralTunebo,30_dar,'wik,'wik,'w/w i k,,Constenla2005,381,,^ 'w i k $,CentralTunebo,a,w i k,i k w
719,Bari-30_dar-1,,Bari,30_dar,ina,ina,i n a,,Constenla2005,385,,^ i n a $,Bari,c,i n a,a i n
720,LencaSalvador-31_decir-1,,LencaSalvador,31_decir,aj,aj,a j,,Constenla2005,394,,^ a j $,LencaSalvador,a,a y,a y
721,LencaHonduras-31_decir-1,,LencaHonduras,31_decir,aj,aj,a j,,Constenla2005,394,,^ a j $,LencaHonduras,a,a y,a y
722,Cacaopera-31_decir-1,,Cacaopera,31_decir,na,na,n a,,Constenla2005,395,,^ n a $,Cacaopera,,n a,a n
723,Mayangna-31_decir-1,,Mayangna,31_decir,at,at,a t,,Constenla2005,396,,^ a t $,Mayangna,b,a t,a t
724,Ulwa-31_decir-1,,Ulwa,31_decir,at,at,a t,,Constenla2005,396,,^ a t $,Ulwa,b,a t,a t
725,Miskito-31_decir-1,,Miskito,31_decir,wi,wi,w i,,Constenla2005,397,,^ w i $,Miskito,,w i,i w
726,Pech-31_decir-1,,Pech,31_decir,tìʔ,tìʔ,t ì/i ʔ,,Constenla2005,398,,^ t ì ʔ $,Pech,,t i i 7,7 i t
727,Rama-31_decir-1,,Rama,31_decir,auŋ,auŋ,a u ŋ,,Constenla2005,399,,^ a u ŋ $,Rama,,a u N,N a u
728,MalekuJaika-31_decir-1,,MalekuJaika,31_decir,ki:,ki:,k iː,,Constenla2005,400,,^ k i: $,MalekuJaika,c,k i,i k
729,Boruca-31_decir-1,,Boruca,31_decir,dʒuàk,dʒuàk,dʒ u à/a k,,Constenla2005,401,,^ dʒ u à k $,Boruca,ch,dZ u a a k,a dZ k u
730,Bribri-31_decir-1,,Bribri,31_decir,dʒɪ,dʒɪ,dʒ ɪ,,Constenla2005,400,,^ dʒ ɪ $,Bribri,c,dZ i,dZ i
731,Cabecar-31_decir-1,,Cabecar,31_decir,dʒɪ,dʒɪ,dʒ ɪ,,Constenla2005,400,,^ dʒ ɪ $,Cabecar,c,dZ i,dZ i
732,Teribe-31_decir-1,,Teribe,31_decir,ɺí,ɺí,ɺ í/i,,Constenla2005,402,,^ ɺ í $,Teribe,,L i i,L i
733,Ngabere-31_decir-1,,Ngabere,31_decir,ŋeɾe,ŋeɾe,ŋ e ɾ e,,Constenla2005,403,,^ ŋ e ɾ e $,Ngabere,,N e r e,N e r
734,Buglere-31_decir-1,,Buglere,31_decir,dgwenedu,dgwenedu,d g w e n e d u,,Constenla2005,404,,^ d g w e n e d u $,Buglere,,d g w e n e d u,d e g n u w
735,SanBlasKuna-31_decir-1,,SanBlasKuna,31_decir,soke,soke,s o k e,,Constenla2005,401,,^ s o k e $,SanBlasKuna,ch,s o k e,e k o s
736,Cogui-31_decir-1,,Cogui,31_decir,'guaʃ,'guaʃ,'g/g u a ʃ,,Constenla2005,401,,^ 'g u a ʃ $,Cogui,ch,g u a S,S a g u
737,Arhuaco-31_decir-1,,Arhuaco,31_decir,gwak,gwak,g w a k,,Constenla2005,401,,^ g w a k $,Arhuaco,ch,g w a k,a g k w
738,Malayo-31_decir-1,,Malayo,31_decir,gwaʃ,gwaʃ,g w a ʃ,,Constenla2005,401,,^ g w a ʃ $,Malayo,ch,g w a S,S a g w
739,Chimila-31_decir-1,,Chimila,31_decir,dʒakk,dʒakk,dʒ a k,,Constenla2005,406,,^ dʒ a kk $,Chimila,,dZ a k,a dZ k
740,Chibcha-31_decir-1,,Chibcha,31_decir,gu,gu,g u,,Constenla2005,401,,^ g u $,Chibcha,ch,g u,g u
741,CentralTunebo-31_decir-1,,CentralTunebo,31_decir,wa'ki,wa'ki,w 'a/a k i,,Constenla2005,401,,^ w a' k i $,CentralTunebo,ch,w a k i,a i k w
742,Bari-31_decir-1,,Bari,31_decir,ib,ib,i b,,Constenla2005,407,,^ i b $,Bari,,i b,b i
743,LencaSalvador-32_diente-1,,LencaSalvador,32_diente,neh,neh,n e h,,Constenla2005,408,,^ n e h $,LencaSalvador,a,n e h,e h n
744,LencaHonduras-32_diente-1,,LencaHonduras,32_diente,nek,nek,n e k,,Constenla2005,408,,^ n e k $,LencaHonduras,a,n e k,e k n
745,Cacaopera-32_diente-1,,Cacaopera,32_diente,nini,nini,n i n i,,Constenla2005,408,,^ n i n i $,Cacaopera,a,n i n i,i n
746,Mayangna-32_diente-1,,Mayangna,32_diente,ana,ana,a n a,,Constenla2005,409,,^ a n a $,Mayangna,b,a n a,a n
747,Ulwa-32_diente-1,,Ulwa,32_diente,ana,ana,a n a,,Constenla2005,409,,^ a n a $,Ulwa,b,a n a,a n
748,Miskito-32_diente-1,,Miskito,32_diente,napa,napa,n a p a,,Constenla2005,409,,^ n a p a $,Miskito,b,n a p a,a n p
749,Pech-32_diente-1,,Pech,32_diente,kĩ́ʔ,kĩ́ʔ,k ĩ́/ĩ ʔ,,Constenla2005,410,,^ k ĩ́ ʔ $,Pech,,k i* i* 7,7 i* k
750,Rama-32_diente-1,,Rama,32_diente,si:k,si:k,s iː k,,Constenla2005,408,,^ s i: k $,Rama,a,s i k,i k s
751,MalekuJaika-32_diente-1,,MalekuJaika,32_diente,oka:,oka:,o k aː,,Constenla2005,411,,^ o k a: $,MalekuJaika,c,o k a,a k o
752,Boruca-32_diente-1,,Boruca,32_diente,síʔ,síʔ,s í/i ʔ,,Constenla2005,412,,^ s í ʔ $,Boruca,,s i i 7,7 i s
753,Bribri-32_diente-1,,Bribri,32_diente,aká,aká,a k á/a,,Constenla2005,411,,^ a k á $,Bribri,c,a k a a,a k
754,Cabecar-32_diente-1,,Cabecar,32_diente,kà,kà,k à/a,,Constenla2005,411,,^ k à $,Cabecar,c,k a a,a k
755,Teribe-32_diente-1,,Teribe,32_diente,kòuó,kòuó,k ò/o u ó/o,,Constenla2005,411,,^ k ò u ó $,Teribe,c,k o o u o o,k o u
756,Ngabere-32_diente-1,,Ngabere,32_diente,tu,tu,t u,,Constenla2005,413,,^ t u $,Ngabere,ch,t u,t u
757,Buglere-32_diente-1,,Buglere,32_diente,dau,dau,d a u,,Constenla2005,414,,^ d a u $,Buglere,,d a u,a d u
758,Dorasque-32_diente-1,,Dorasque,32_diente,su,su,s u,,Constenla2005,413,,^ s u $,Dorasque,ch,s u,s u
759,SanBlasKuna-32_diente-1,,SanBlasKuna,32_diente,nukala,nukala,n u k a l a,,Constenla2005,413,,^ n u k a l a $,SanBlasKuna,ch,n u k a l a,a k l n u
760,Cogui-32_diente-1,,Cogui,32_diente,hu'ala,hu'ala,h u 'a/a l a,,Constenla2005,415,,^ h u 'a l a $,Cogui,,h u a l a,a h l u
761,Arhuaco-32_diente-1,,Arhuaco,32_diente,'kəkkɨ,'kəkkɨ,'k/k ə k ɨ,,Constenla2005,416,,^ 'k ə kk ɨ $,Arhuaco,d,k 3 k 3,3 k
762,Malayo-32_diente-1,,Malayo,32_diente,kɨ'kka,kɨ'kka,k ɨ 'k/k a,,Constenla2005,416,,^ k ɨ 'kk a $,Malayo,d,k 3 k a,3 a k
763,Chimila-32_diente-1,,Chimila,32_diente,di:,di:,d iː,,Constenla2005,408,,^ d i: $,Chimila,a,d i,d i
764,Chibcha-32_diente-1,,Chibcha,32_diente,sika,sika,s i k a,,Constenla2005,408,,^ s i k a $,Chibcha,a,s i k a,a i k s
765,CentralTunebo-32_diente-1,,CentralTunebo,32_diente,'ɾuʔɾa,'ɾuʔɾa,'ɾ/ɾ u ʔ ɾ a,,Constenla2005,417,,^ 'ɾ u ʔ ɾ a $,CentralTunebo,e,r u 7 r a,7 a r u
766,Bari-32_diente-1,,Bari,32_diente,nunu:,nunu:,n u n uː,,Constenla2005,417,,^ n u n u: $,Bari,e,n u n u,n u
767,LencaSalvador-33_dormir-1,,LencaSalvador,33_dormir,pa,pa,p a,,Constenla2005,418,,^ p a $,LencaSalvador,,p a,a p
768,LencaHonduras-33_dormir-1,,LencaHonduras,33_dormir,saɾ,saɾ,s a ɾ,,Constenla2005,419,,^ s a ɾ $,LencaHonduras,a,s a r,a r s
769,Cacaopera-33_dormir-1,,Cacaopera,33_dormir,jabuna,jabuna,j a b u n a,,Constenla2005,420,,^ j a b u n a $,Cacaopera,b,y a b u n a,a b n u y
770,Mayangna-33_dormir-1,,Mayangna,33_dormir,kami,kami,k a m i,,Constenla2005,421,,^ k a m i $,Mayangna,c,k a m i,a i k m
771,Ulwa-33_dormir-1,,Ulwa,33_dormir,ama,ama,a m a,,Constenla2005,421,,^ a m a $,Ulwa,c,a m a,a m
772,Miskito-33_dormir-1,,Miskito,33_dormir,jap,jap,j a p,,Constenla2005,420,,^ j a p $,Miskito,b,y a p,a p y
773,Pech-33_dormir-1,,Pech,33_dormir,ók,ók,ó/o k,,Constenla2005,422,,^ ó k $,Pech,,o o k,k o
774,Rama-33_dormir-1,,Rama,33_dormir,kami,kami,k a m i,,Constenla2005,421,,^ k a m i $,Rama,c,k a m i,a i k m
775,MalekuJaika-33_dormir-1,,MalekuJaika,33_dormir,tʃu:xi,tʃu:xi,tʃ uː x i,,Constenla2005,423,,^ tʃ u: x i $,MalekuJaika,,tS u x i,i tS u x
776,Boruca-33_dormir-1,,Boruca,33_dormir,kàb,kàb,k à/a b,,Constenla2005,421,,^ k à b $,Boruca,c,k a a b,a b k
777,Bribri-33_dormir-1,,Bribri,33_dormir,kapɪ,kapɪ,k a p ɪ,,Constenla2005,421,,^ k a p ɪ $,Bribri,c,k a p i,a i k p
778,Cabecar-33_dormir-1,,Cabecar,33_dormir,kapɪ,kapɪ,k a p ɪ,,Constenla2005,421,,^ k a p ɪ $,Cabecar,c,k a p i,a i k p
779,Teribe-33_dormir-1,,Teribe,33_dormir,pɪ́,pɪ́,p ɪ́/ɪ,,Constenla2005,421,,^ p ɪ́ $,Teribe,c,p i i,i p
780,Ngabere-33_dormir-1,,Ngabere,33_dormir,kimɪ̃,kimɪ̃,k i m ɪ̃,,Constenla2005,421,,^ k i m ɪ̃ $,Ngabere,c,k i m i*,i i* k m
781,Buglere-33_dormir-1,,Buglere,33_dormir,gbe,gbe,g b e,,Constenla2005,421,,^ g b e $,Buglere,c,g b e,b e g
