,ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,CU,asjp_forms,asjp_segs
2325,Miskito-98_tierra-1,,Miskito,98_tierra,tasba,tasba,t a s b a,,Constenla2005,1260,,^ t a s b a $,Miskito,c,t a s b a,a b s t
2326,Pech-98_tierra-1,,Pech,98_tierra,kúk,kúk,k ú/u k,,Constenla2005,1261,,^ k ú k $,Pech,,k u u k,k u
2327,Rama-98_tierra-1,,Rama,98_tierra,taki,taki,t a k i,,Constenla2005,1262,,^ t a k i $,Rama,,t a k i,a i k t
2328,MalekuJaika-98_tierra-1,,MalekuJaika,98_tierra,laka:,laka:,l a k aː,,Constenla2005,1263,,^ l a k a: $,MalekuJaika,,l a k a,a k l
2329,Boruca-98_tierra-1,,Boruca,98_tierra,táb,táb,t á/a b,,Constenla2005,1260,,^ t á b $,Boruca,c,t a a b,a b t
2330,Bribri-98_tierra-1,,Bribri,98_tierra,ídʒʊ̀k,ídʒʊ̀k,í/i dʒ ʊ̀/ʊ k,,Constenla2005,1264,,^ í dʒ ʊ̀ k $,Bribri,ch,i i dZ u u k,dZ i k u
2331,Cabecar-98_tierra-1,,Cabecar,98_tierra,hĩʃkʊ́,hĩʃkʊ́,h ĩ ʃ k ʊ́/ʊ,,Constenla2005,1264,,^ h ĩ ʃ k ʊ́ $,Cabecar,ch,h i* S k u u,S h i* k u
2332,Teribe-98_tierra-1,,Teribe,98_tierra,kɺúŋ,kɺúŋ,k ɺ ú/u ŋ,,Constenla2005,1265,,^ k ɺ ú ŋ $,Teribe,,k L u u N,L N k u
2333,Ngabere-98_tierra-1,,Ngabere,98_tierra,dɔbrɔ,dɔbrɔ,d ɔ b r ɔ,,Constenla2005,1260,,^ d ɔ b r ɔ $,Ngabere,c,d o b r o,b d o r
2334,Buglere-98_tierra-1,,Buglere,98_tierra,dbi,dbi,d b i,,Constenla2005,1260,,^ d b i $,Buglere,c,d b i,b d i
2335,Dorasque-98_tierra-1,,Dorasque,98_tierra,íri,íri,í/i r i,,Constenla2005,1266,,^ í r i $,Dorasque,,i i r i,i r
2336,SanBlasKuna-98_tierra-1,,SanBlasKuna,98_tierra,nappa,nappa,n a p a,,Constenla2005,1260,,^ n a pp a $,SanBlasKuna,c,n a p a,a n p
2337,Cogui-98_tierra-1,,Cogui,98_tierra,'kagi,'kagi,'k/k a g i,,Constenla2005,1267,,^ 'k a g i $,Cogui,d,k a g i,a g i k
2338,Arhuaco-98_tierra-1,,Arhuaco,98_tierra,'kaʔa,'kaʔa,'k/k a ʔ a,,Constenla2005,1267,,^ 'k a ʔ a $,Arhuaco,d,k a 7 a,7 a k
2339,Malayo-98_tierra-1,,Malayo,98_tierra,kɨngɨma,kɨngɨma,k ɨ n g ɨ m a,,Constenla2005,1267,,^ k ɨ n g ɨ m a $,Malayo,d,k 3 n g 3 m a,3 a g k m n
2340,Chimila-98_tierra-1,,Chimila,98_tierra,'itti,'itti,'i/i t i,,Constenla2005,1268,,^ 'i tt i $,Chimila,,i t i,i t
2341,Chibcha-98_tierra-1,,Chibcha,98_tierra,histʲa,histʲa,h i s tʲ a,,Constenla2005,1269,,^ h i s tʲ a $,Chibcha,e,h i s ty~ a,a h i s ty~
2342,CentralTunebo-98_tierra-1,,CentralTunebo,98_tierra,'kahka,'kahka,'k/k a h k a,,Constenla2005,1267,,^ 'k a h k a $,CentralTunebo,d,k a h k a,a h k
2343,Bari-98_tierra-1,,Bari,98_tierra,istã,istã,i s t ã,,Constenla2005,1269,,^ i s t ã $,Bari,e,i s t a*,a* i s t
2344,LencaSalvador-99_tres-1,,LencaSalvador,99_tres,lawa,lawa,l a w a,,Constenla2005,1270,,^ l a w a $,LencaSalvador,a,l a w a,a l w
2345,LencaHonduras-99_tres-1,,LencaHonduras,99_tres,lawa,lawa,l a w a,,Constenla2005,1270,,^ l a w a $,LencaHonduras,a,l a w a,a l w
2346,Cacaopera-99_tres-1,,Cacaopera,99_tres,watba,watba,w a t b a,,Constenla2005,1271,,^ w a t b a $,Cacaopera,,w a t b a,a b t w
2347,Mayangna-99_tres-1,,Mayangna,99_tres,bas,bas,b a s,,Constenla2005,1272,,^ b a s $,Mayangna,b,b a s,a b s
2348,Ulwa-99_tres-1,,Ulwa,99_tres,bas,bas,b a s,,Constenla2005,1272,,^ b a s $,Ulwa,b,b a s,a b s
2349,Miskito-99_tres-1,,Miskito,99_tres,jumhpa,jumhpa,j u m h p a,,Constenla2005,1273,,^ j u m h p a $,Miskito,,y u m h p a,a h m p u y
2350,Pech-99_tres-1,,Pech,99_tres,mã́jh,mã́jh,m ã́/ã j h,,Constenla2005,1272,,^ m ã́ j h $,Pech,b,m a* a* y h,a* h m y
2351,Rama-99_tres-1,,Rama,99_tres,paŋsak,paŋsak,p a ŋ s a k,,Constenla2005,1272,,^ p a ŋ s a k $,Rama,b,p a N s a k,N a k p s
2352,MalekuJaika-99_tres-1,,MalekuJaika,99_tres,poi:kiri:,poi:kiri:,p o iː k i r iː,,Constenla2005,1272,,^ p o i: k i r i: $,MalekuJaika,b,p o i k i r i,i k o p r
2353,Boruca-99_tres-1,,Boruca,99_tres,máŋ,máŋ,m á/a ŋ,,Constenla2005,1272,,^ m á ŋ $,Boruca,b,m a a N,N a m
2354,Bribri-99_tres-1,,Bribri,99_tres,badʒã,badʒã,b a dʒ ã,,Constenla2005,1272,,^ b a dʒ ã $,Bribri,b,b a dZ a*,a a* b dZ
2355,Cabecar-99_tres-1,,Cabecar,99_tres,badʒã,badʒã,b a dʒ ã,,Constenla2005,1272,,^ b a dʒ ã $,Cabecar,b,b a dZ a*,a a* b dZ
2356,Teribe-99_tres-1,,Teribe,99_tres,miá,miá,m i á/a,,Constenla2005,1272,,^ m i á $,Teribe,b,m i a a,a i m
2357,Ngabere-99_tres-1,,Ngabere,99_tres,mɔ,mɔ,m ɔ,,Constenla2005,1272,,^ m ɔ $,Ngabere,b,m o,m o
2358,Buglere-99_tres-1,,Buglere,99_tres,mai,mai,m a i,,Constenla2005,1272,,^ m a i $,Buglere,b,m a i,a i m
2359,Dorasque-99_tres-1,,Dorasque,99_tres,mas,mas,m a s,,Constenla2005,1272,,^ m a s $,Dorasque,b,m a s,a m s
2360,SanBlasKuna-99_tres-1,,SanBlasKuna,99_tres,pa:,pa:,p aː,,Constenla2005,1272,,^ p a: $,SanBlasKuna,b,p a,a p
2361,Cogui-99_tres-1,,Cogui,99_tres,'maigua,'maigua,'m/m a i g u a,,Constenla2005,1272,,^ 'm a i g u a $,Cogui,b,m a i g u a,a g i m u
2362,Arhuaco-99_tres-1,,Arhuaco,99_tres,'maikənɨ,'maikənɨ,'m/m a i k ə n ɨ,,Constenla2005,1272,,^ 'm a i k ə n ɨ $,Arhuaco,b,m a i k 3 n 3,3 a i k m n
2363,Malayo-99_tres-1,,Malayo,99_tres,maigwa,maigwa,m a i g w a,,Constenla2005,1272,,^ m a i g w a $,Malayo,b,m a i g w a,a g i m w
2364,Chimila-99_tres-1,,Chimila,99_tres,ma:hna,ma:hna,m aː h n a,,Constenla2005,1272,,^ m a: h n a $,Chimila,b,m a h n a,a h m n
2365,Chibcha-99_tres-1,,Chibcha,99_tres,mika,mika,m i k a,,Constenla2005,1272,,^ m i k a $,Chibcha,b,m i k a,a i k m
2366,CentralTunebo-99_tres-1,,CentralTunebo,99_tres,'baja,'baja,'b/b a j a,,Constenla2005,1272,,^ 'b a j a $,CentralTunebo,b,b a y a,a b y
2367,Bari-99_tres-1,,Bari,99_tres,miktentɨkou,miktentɨkou,m i k t e n t ɨ k o u,,Constenla2005,1274,,^ m i k t e n t ɨ k o u $,Bari,,m i k t e n t 3 k o u,3 e i k m n o t u
2368,LencaSalvador-100_tripas-1,,LencaSalvador,100_tripas,maNʃuli,maNʃuli,m a n ʃ u l i,,Constenla2005,1275,,^ m a N ʃ u l i $,LencaSalvador,a,m a n S u l i,S a i l m n u
2369,LencaHonduras-100_tripas-1,,LencaHonduras,100_tripas,maNsuliN,maNsuliN,m a n s u l i n,,Constenla2005,1275,,^ m a N s u l i N $,LencaHonduras,a,m a n s u l i n,a i l m n s u
2370,Cacaopera-100_tripas-1,,Cacaopera,100_tripas,jusilin,jusilin,j u s i l i n,,Constenla2005,1276,,^ j u s i l i n $,Cacaopera,,y u s i l i n,i l n s u y
2371,Mayangna-100_tripas-1,,Mayangna,100_tripas,ba,ba,b a,,Constenla2005,1275,,^ b a $,Mayangna,a,b a,a b
2372,Ulwa-100_tripas-1,,Ulwa,100_tripas,ba,ba,b a,,Constenla2005,1275,,^ b a $,Ulwa,a,b a,a b
2373,Miskito-100_tripas-1,,Miskito,100_tripas,bjara,bjara,b j a r a,,Constenla2005,1275,,^ b j a r a $,Miskito,a,b y a r a,a b r y
2374,Pech-100_tripas-1,,Pech,100_tripas,áʔsábɾìs,áʔsábɾìs,á/a ʔ s á/a b ɾ ì/i s,,Constenla2005,1277,,^ á ʔ s á b ɾ ì s $,Pech,,a a 7 s a a b r i i s,7 a b i r s
2375,Rama-100_tripas-1,,Rama,100_tripas,uɾmut sukŋuaŋ,uɾmut sukŋuaŋ,u ɾ m u t + s u k ŋ u a ŋ,,Constenla2005,1278,,^ u ɾ m u t + s u k ŋ u a ŋ $,Rama,,u r m u t  s u k N u a N, N a k m r s t u
2376,MalekuJaika-100_tripas-1,,MalekuJaika,100_tripas,ko: ki:ra,ko: ki:ra,k oː + k iː r a,,Constenla2005,1279,,^ k o: + k i: r a $,MalekuJaika,,k o  k i r a, a i k o r
2377,Boruca-100_tripas-1,,Boruca,100_tripas,ʃuàʔ,ʃuàʔ,ʃ u à/a ʔ,,Constenla2005,1280,,^ ʃ u à ʔ $,Boruca,,S u a a 7,7 S a u
2378,Bribri-100_tripas-1,,Bribri,100_tripas,dʒã̂ stsè,dʒã̂ stsè,dʒ ã̂/ã + s t s è/e,,Constenla2005,1281,,^ dʒ ã̂ + s t s è $,Bribri,,dZ a* a*  s t s e e, a* dZ e s t
2379,Cabecar-100_tripas-1,,Cabecar,100_tripas,dʒã́ batʃiɺí,dʒã́ batʃiɺí,dʒ ã́/ã + b a tʃ i ɺ í/i,,Constenla2005,1282,,^ dʒ ã́ + b a tʃ i ɺ í $,Cabecar,,dZ a* a*  b a tS i L i i, L a a* b dZ i tS
2380,Teribe-100_tripas-1,,Teribe,100_tripas,ʒàkógɺo,ʒàkógɺo,ʒ à/a k ó/o g ɺ o,,Constenla2005,1283,,^ ʒ à k ó g ɺ o $,Teribe,,Z a a k o o g L o,L Z a g k o
2381,Ngabere-100_tripas-1,,Ngabere,100_tripas,ŋɔ̃gɾɔ,ŋɔ̃gɾɔ,ŋ ɔ̃ g ɾ ɔ,,Constenla2005,1284,,^ ŋ ɔ̃ g ɾ ɔ $,Ngabere,b,N o* g r o,N g o o* r
2382,Buglere-100_tripas-1,,Buglere,100_tripas,hẽgɾa,hẽgɾa,h ẽ g ɾ a,,Constenla2005,1284,,^ h ẽ g ɾ a $,Buglere,b,h e* g r a,a e* g h r
2383,Dorasque-100_tripas-1,,Dorasque,100_tripas,koɾegol,koɾegol,k o ɾ e g o l,,Constenla2005,1285,,^ k o ɾ e g o l $,Dorasque,,k o r e g o l,e g k l o r
2384,SanBlasKuna-100_tripas-1,,SanBlasKuna,100_tripas,saki,saki,s a k i,,Constenla2005,1286,,^ s a k i $,SanBlasKuna,,s a k i,a i k s
2385,Cogui-100_tripas-1,,Cogui,100_tripas,ganukʃiʒa,ganukʃiʒa,g a n u k ʃ i ʒ a,,Constenla2005,1287,,^ g a n u k ʃ i ʒ a $,Cogui,,g a n u k S i Z a,S Z a g i k n u
2386,Arhuaco-100_tripas-1,,Arhuaco,100_tripas,ga'siɾo,ga'siɾo,g 'a/a s i ɾ o,,Constenla2005,1288,,^ g a' s i ɾ o $,Arhuaco,c,g a s i r o,a g i o r s
2387,Malayo-100_tripas-1,,Malayo,100_tripas,gaʒina,gaʒina,g a ʒ i n a,,Constenla2005,1289,,^ g a ʒ i n a $,Malayo,,g a Z i n a,Z a g i n
2388,Chimila-100_tripas-1,,Chimila,100_tripas,'kutti 'kwe:ɾiniʔ,'kutti 'kwe:ɾiniʔ,'k/k u t i + 'k/k w eː ɾ i n i ʔ,,Constenla2005,1290,,^ 'k u tt i + 'k w e: ɾ i n i ʔ $,Chimila,,k u t i  k w e r i n i 7, 7 e i k n r t u w
2389,Chibcha-100_tripas-1,,Chibcha,100_tripas,tsimsua,tsimsua,t s i m s u a,,Constenla2005,1291,,^ t s i m s u a $,Chibcha,,t s i m s u a,a i m s t u
2390,CentralTunebo-100_tripas-1,,CentralTunebo,100_tripas,buk'ʃiɾa,buk'ʃiɾa,b u k 'ʃ/ʃ i ɾ a,,Constenla2005,1292,,^ b u k 'ʃ i ɾ a $,CentralTunebo,,b u k S i r a,S a b i k r u
2391,Bari-100_tripas-1,,Bari,100_tripas,a:si,a:si,aː s i,,Constenla2005,1288,,^ a: s i $,Bari,c,a s i,a i s
2392,LencaSalvador-101_tu-1,,LencaSalvador,101_tu,manani,manani,m a n a n i,,Constenla2005,1293,,^ m a n a n i $,LencaSalvador,a,m a n a n i,a i m n
2393,LencaHonduras-101_tu-1,,LencaHonduras,101_tu,amnan,amnan,a m n a n,,Constenla2005,1293,,^ a m n a n $,LencaHonduras,a,a m n a n,a m n
2394,Cacaopera-101_tu-1,,Cacaopera,101_tu,mani,mani,m a n i,,Constenla2005,1293,,^ m a n i $,Cacaopera,a,m a n i,a i m n
2395,Mayangna-101_tu-1,,Mayangna,101_tu,man,man,m a n,,Constenla2005,1293,,^ m a n $,Mayangna,a,m a n,a m n
2396,Ulwa-101_tu-1,,Ulwa,101_tu,man,man,m a n,,Constenla2005,1293,,^ m a n $,Ulwa,a,m a n,a m n
2397,Miskito-101_tu-1,,Miskito,101_tu,man,man,m a n,,Constenla2005,1293,,^ m a n $,Miskito,a,m a n,a m n
2398,Pech-101_tu-1,,Pech,101_tu,pa,pa,p a,,Constenla2005,1293,,^ p a $,Pech,a,p a,a p
2399,Rama-101_tu-1,,Rama,101_tu,ma:,ma:,m aː,,Constenla2005,1293,,^ m a: $,Rama,a,m a,a m
2400,MalekuJaika-101_tu-1,,MalekuJaika,101_tu,po:,po:,p oː,,Constenla2005,1293,,^ p o: $,MalekuJaika,a,p o,o p
2401,Boruca-101_tu-1,,Boruca,101_tu,bá,bá,b á/a,,Constenla2005,1293,,^ b á $,Boruca,a,b a a,a b
2402,Bribri-101_tu-1,,Bribri,101_tu,běʔ,běʔ,b ě/e ʔ,,Constenla2005,1293,,^ b ě ʔ $,Bribri,a,b e e 7,7 b e
2403,Cabecar-101_tu-1,,Cabecar,101_tu,bá,bá,b á/a,,Constenla2005,1293,,^ b á $,Cabecar,a,b a a,a b
2404,Teribe-101_tu-1,,Teribe,101_tu,ɸà,ɸà,ɸ à/a,,Constenla2005,1293,,^ ɸ à $,Teribe,a,p a a,a p
2405,Ngabere-101_tu-1,,Ngabere,101_tu,mɔ,mɔ,m ɔ,,Constenla2005,1293,,^ m ɔ $,Ngabere,a,m o,m o
2406,Buglere-101_tu-1,,Buglere,101_tu,ba,ba,b a,,Constenla2005,1293,,^ b a $,Buglere,a,b a,a b
2407,Dorasque-101_tu-1,,Dorasque,101_tu,bá,bá,b á/a,,Constenla2005,1293,,^ b á $,Dorasque,a,b a a,a b
2408,SanBlasKuna-101_tu-1,,SanBlasKuna,101_tu,pe,pe,p e,,Constenla2005,1293,,^ p e $,SanBlasKuna,a,p e,e p
2409,Cogui-101_tu-1,,Cogui,101_tu,ma,ma,m a,,Constenla2005,1293,,^ m a $,Cogui,a,m a,a m
2410,Arhuaco-101_tu-1,,Arhuaco,101_tu,ma,ma,m a,,Constenla2005,1293,,^ m a $,Arhuaco,a,m a,a m
2411,Malayo-101_tu-1,,Malayo,101_tu,ma,ma,m a,,Constenla2005,1293,,^ m a $,Malayo,a,m a,a m
2412,Chimila-101_tu-1,,Chimila,101_tu,'amma,'amma,'a/a m a,,Constenla2005,1294,,^ 'a mm a $,Chimila,,a m a,a m
2413,Chibcha-101_tu-1,,Chibcha,101_tu,mɨe,mɨe,m ɨ e,,Constenla2005,1293,,^ m ɨ e $,Chibcha,a,m 3 e,3 e m
2414,CentralTunebo-101_tu-1,,CentralTunebo,101_tu,'baʔa,'baʔa,'b/b a ʔ a,,Constenla2005,1293,,^ 'b a ʔ a $,CentralTunebo,a,b a 7 a,7 a b
2415,Bari-101_tu-1,,Bari,101_tu,bai,bai,b a i,,Constenla2005,1293,,^ b a i $,Bari,a,b a i,a b i
2416,LencaSalvador-102_uno-1,,LencaSalvador,102_uno,pis,pis,p i s,,Constenla2005,1295,,^ p i s $,LencaSalvador,a,p i s,i p s
2417,LencaHonduras-102_uno-1,,LencaHonduras,102_uno,eta,eta,e t a,,Constenla2005,1296,,^ e t a $,LencaHonduras,b,e t a,a e t
2418,Cacaopera-102_uno-1,,Cacaopera,102_uno,bas,bas,b a s,,Constenla2005,1295,,^ b a s $,Cacaopera,a,b a s,a b s
2419,Mayangna-102_uno-1,,Mayangna,102_uno,as,as,a s,,Constenla2005,1297,,^ a s $,Mayangna,c,a s,a s
2420,Ulwa-102_uno-1,,Ulwa,102_uno,as,as,a s,,Constenla2005,1297,,^ a s $,Ulwa,c,a s,a s
2421,Miskito-102_uno-1,,Miskito,102_uno,kumi,kumi,k u m i,,Constenla2005,1298,,^ k u m i $,Miskito,,k u m i,i k m u
2422,Pech-102_uno-1,,Pech,102_uno,ás,ás,á/a s,,Constenla2005,1297,,^ á s $,Pech,c,a a s,a s
2423,Rama-102_uno-1,,Rama,102_uno,saimiŋ,saimiŋ,s a i m i ŋ,,Constenla2005,1299,,^ s a i m i ŋ $,Rama,,s a i m i N,N a i m s
2424,MalekuJaika-102_uno-1,,MalekuJaika,102_uno,ana:katʃuma:,ana:katʃuma:,a n aː k a tʃ u m aː,,Constenla2005,1300,,^ a n a: k a tʃ u m a: $,MalekuJaika,,a n a k a tS u m a,a k m n tS u
2425,Boruca-102_uno-1,,Boruca,102_uno,éʔtsi,éʔtsi,é/e ʔ t s i,,Constenla2005,1296,,^ é ʔ t s i $,Boruca,b,e e 7 t s i,7 e i s t
2426,Bribri-102_uno-1,,Bribri,102_uno,e,e,e,,Constenla2005,1296,,^ e $,Bribri,b,e,e
2427,Cabecar-102_uno-1,,Cabecar,102_uno,é,é,é/e,,Constenla2005,1296,,^ é $,Cabecar,b,e e,e
2428,Teribe-102_uno-1,,Teribe,102_uno,ɾa,ɾa,ɾ a,,Constenla2005,1301,,^ ɾ a $,Teribe,,r a,a r
2429,Ngabere-102_uno-1,,Ngabere,102_uno,ti,ti,t i,,Constenla2005,1302,,^ t i $,Ngabere,ch,t i,i t
2430,Buglere-102_uno-1,,Buglere,102_uno,ite,ite,i t e,,Constenla2005,1302,,^ i t e $,Buglere,ch,i t e,e i t
2431,Dorasque-102_uno-1,,Dorasque,102_uno,e,e,e,,Constenla2005,1296,,^ e $,Dorasque,b,e,e
2432,SanBlasKuna-102_uno-1,,SanBlasKuna,102_uno,kwenna,kwenna,k w e n a,,Constenla2005,1303,,^ k w e nn a $,SanBlasKuna,,k w e n a,a e k n w
2433,Cogui-102_uno-1,,Cogui,102_uno,'ezua,'ezua,'e/e z u a,,Constenla2005,1296,,^ 'e z u a $,Cogui,b,e z u a,a e u z
2434,Arhuaco-102_uno-1,,Arhuaco,102_uno,'inʔgwi,'inʔgwi,'i/i n ʔ g w i,,Constenla2005,1304,,^ 'i n ʔ g w i $,Arhuaco,d,i n 7 g w i,7 g i n w
2435,Malayo-102_uno-1,,Malayo,102_uno,ingwi,ingwi,i n g w i,,Constenla2005,1304,,^ i n g w i $,Malayo,d,i n g w i,g i n w
2436,Chimila-102_uno-1,,Chimila,102_uno,te,te,t e,,Constenla2005,1302,,^ t e $,Chimila,ch,t e,e t
2437,Chibcha-102_uno-1,,Chibcha,102_uno,ata,ata,a t a,,Constenla2005,1296,,^ a t a $,Chibcha,b,a t a,a t
2438,CentralTunebo-102_uno-1,,CentralTunebo,102_uno,'ubistia,'ubistia,'u/u b i s t i a,,Constenla2005,1305,,^ 'u b i s t i a $,CentralTunebo,,u b i s t i a,a b i s t u
2439,Bari-102_uno-1,,Bari,102_uno,ĩtou.,ĩtou.,ĩ t o u,,Constenla2005,1306,,^ ĩ t o u . $,Bari,,i* t o u,i* o t u
2440,LencaSalvador-103_ustedes-1,,LencaSalvador,103_ustedes,kinani,kinani,k i n a n i,,Constenla2005,1307,,^ k i n a n i $,LencaSalvador,,k i n a n i,a i k n
2441,LencaHonduras-103_ustedes-1,,LencaHonduras,103_ustedes,ajnan,ajnan,a j n a n,,Constenla2005,1308,,^ a j n a n $,LencaHonduras,,a y n a n,a n y
2442,Cacaopera-103_ustedes-1,,Cacaopera,103_ustedes,maniwalhi,maniwalhi,m a n i w a l h i,,Constenla2005,1309,,^ m a n i w a l h i $,Cacaopera,,m a n i w a l h i,a h i l m n w
2443,Mayangna-103_ustedes-1,,Mayangna,103_ustedes,manna,manna,m a n a,,Constenla2005,1310,,^ m a nn a $,Mayangna,a,m a n a,a m n
2444,Ulwa-103_ustedes-1,,Ulwa,103_ustedes,manna,manna,m a n a,,Constenla2005,1310,,^ m a nn a $,Ulwa,a,m a n a,a m n
2445,Miskito-103_ustedes-1,,Miskito,103_ustedes,manani,manani,m a n a n i,,Constenla2005,1310,,^ m a n a n i $,Miskito,a,m a n a n i,a i m n
2446,Pech-103_ustedes-1,,Pech,103_ustedes,pahwa,pahwa,p a h w a,,Constenla2005,1311,,^ p a h w a $,Pech,,p a h w a,a h p w
2447,Rama-103_ustedes-1,,Rama,103_ustedes,mulut,mulut,m u l u t,,Constenla2005,1312,,^ m u l u t $,Rama,b,m u l u t,l m t u
2448,MalekuJaika-103_ustedes-1,,MalekuJaika,103_ustedes,po: maɾa:ma,po: maɾa:ma,p oː + m a ɾ aː m a,,Constenla2005,1313,,^ p o: + m a ɾ a: m a $,MalekuJaika,c,p o  m a r a m a, a m o p r
2449,Boruca-103_ustedes-1,,Boruca,103_ustedes,biʔ ɾóxk,biʔ ɾóxk,b i ʔ + ɾ ó/o x k,,Constenla2005,1314,,^ b i ʔ + ɾ ó x k $,Boruca,ch,b i 7  r o o x k, 7 b i k o r x
2450,Bribri-103_ustedes-1,,Bribri,103_ustedes,ǎʔ,ǎʔ,ǎ/a ʔ,,Constenla2005,1315,,^ ǎ ʔ $,Bribri,,a a 7,7 a
2451,Cabecar-103_ustedes-1,,Cabecar,103_ustedes,bás,bás,b á/a s,,Constenla2005,1316,,^ b á s $,Cabecar,,b a a s,a b s
2452,Teribe-103_ustedes-1,,Teribe,103_ustedes,ɸãĩ,ɸãĩ,ɸ ã ĩ,,Constenla2005,1317,,^ ɸ ã ĩ $,Teribe,,p a* i*,a* i* p
2453,Ngabere-103_ustedes-1,,Ngabere,103_ustedes,mũ,mũ,m ũ,,Constenla2005,1312,,^ m ũ $,Ngabere,b,m u*,m u*
2454,Buglere-103_ustedes-1,,Buglere,103_ustedes,bádre,bádre,b á/a d r e,,Constenla2005,1318,,^ b á d r e $,Buglere,,b a a d r e,a b d e r
2455,SanBlasKuna-103_ustedes-1,,SanBlasKuna,103_ustedes,pemala,pemala,p e m a l a,,Constenla2005,1313,,^ p e m a l a $,SanBlasKuna,c,p e m a l a,a e l m p
2456,Cogui-103_ustedes-1,,Cogui,103_ustedes,main,main,m a i n,,Constenla2005,1320,,^ m a i n $,Cogui,,m a i n,a i m n
2457,Arhuaco-103_ustedes-1,,Arhuaco,103_ustedes,'miwi,'miwi,'m/m i w i,,Constenla2005,1314,,^ 'm i w i $,Arhuaco,ch,m i w i,i m w
2458,Malayo-103_ustedes-1,,Malayo,103_ustedes,mawindina,mawindina,m a w i n d i n a,,Constenla2005,1321,,^ m a w i n d i n a $,Malayo,,m a w i n d i n a,a d i m n w
2459,Chimila-103_ustedes-1,,Chimila,103_ustedes,'ammaɾaʔ,'ammaɾaʔ,'a/a m a ɾ a ʔ,,Constenla2005,1322,,^ 'a mm a ɾ a ʔ $,Chimila,,a m a r a 7,7 a m r
2460,Chibcha-103_ustedes-1,,Chibcha,103_ustedes,mie,mie,m i e,,Constenla2005,1314,,^ m i e $,Chibcha,ch,m i e,e i m
2461,CentralTunebo-103_ustedes-1,,CentralTunebo,103_ustedes,'ba,'ba,'b/b a,,Constenla2005,1323,,^ 'b a $,CentralTunebo,,b a,a b
2462,Bari-103_ustedes-1,,Bari,103_ustedes,biɲi,biɲi,b i ɲ i,,Constenla2005,1314,,^ b i ɲ i $,Bari,ch,b i 5 i,5 b i
2463,LencaSalvador-104_venir-1,,LencaSalvador,104_venir,po,po,p o,,Constenla2005,1324,,^ p o $,LencaSalvador,a,p o,o p
2464,LencaHonduras-104_venir-1,,LencaHonduras,104_venir,pu,pu,p u,,Constenla2005,1324,,^ p u $,LencaHonduras,a,p u,p u
2465,Cacaopera-104_venir-1,,Cacaopera,104_venir,ajra,ajra,a j r a,,Constenla2005,1325,,^ a j r a $,Cacaopera,b,a y r a,a r y
2466,Mayangna-104_venir-1,,Mayangna,104_venir,ajwa,ajwa,a j w a,,Constenla2005,1325,,^ a j w a $,Mayangna,b,a y w a,a w y
2467,Ulwa-104_venir-1,,Ulwa,104_venir,ajwa,ajwa,a j w a,,Constenla2005,1325,,^ a j w a $,Ulwa,b,a y w a,a w y
2468,Miskito-104_venir-1,,Miskito,104_venir,bal,bal,b a l,,Constenla2005,1324,,^ b a l $,Miskito,a,b a l,a b l
2469,Pech-104_venir-1,,Pech,104_venir,tèʔk,tèʔk,t è/e ʔ k,,Constenla2005,1326,,^ t è ʔ k $,Pech,c,t e e 7 k,7 e k t
2470,Rama-104_venir-1,,Rama,104_venir,si:k,si:k,s iː k,,Constenla2005,1326,,^ s i: k $,Rama,c,s i k,i k s
2471,MalekuJaika-104_venir-1,,MalekuJaika,104_venir,to-ki:,to-ki:,t o + k iː,,Constenla2005,1327,,^ t o - k i: $,MalekuJaika,ch,t o  k i, i k o t
2472,Boruca-104_venir-1,,Boruca,104_venir,dàbàk,dàbàk,d à/a b à/a k,,Constenla2005,1328,,^ d à b à k $,Boruca,,d a a b a a k,a b d k
2473,Bribri-104_venir-1,,Bribri,104_venir,dɪ,dɪ,d ɪ,,Constenla2005,1326,,^ d ɪ $,Bribri,c,d i,d i
2474,Cabecar-104_venir-1,,Cabecar,104_venir,de,de,d e,,Constenla2005,1326,,^ d e $,Cabecar,c,d e,d e
2475,Teribe-104_venir-1,,Teribe,104_venir,ték,ték,t é/e k,,Constenla2005,1329,,^ t é k $,Teribe,,t e e k,e k t
2476,Ngabere-104_venir-1,,Ngabere,104_venir,kite,kite,k i t e,,Constenla2005,1330,,^ k i t e $,Ngabere,,k i t e,e i k t
2477,Buglere-104_venir-1,,Buglere,104_venir,tʃige,tʃige,tʃ i g e,,Constenla2005,1326,,^ tʃ i g e $,Buglere,c,tS i g e,e g i tS
2478,Dorasque-104_venir-1,,Dorasque,104_venir,berik,berik,b e r i k,,Constenla2005,1331,,^ b e r i k $,Dorasque,,b e r i k,b e i k r
2479,SanBlasKuna-104_venir-1,,SanBlasKuna,104_venir,ta-ke,ta-ke,t a + k e,,Constenla2005,1327,,^ t a - k e $,SanBlasKuna,ch,t a  k e, a e k t
2480,Cogui-104_venir-1,,Cogui,104_venir,'na-ʃ,'na-ʃ,'n/n a + ʃ,,Constenla2005,1327,,^ 'n a - ʃ $,Cogui,ch,n a  S, S a n
2481,Arhuaco-104_venir-1,,Arhuaco,104_venir,'na-k,'na-k,'n/n a + k,,Constenla2005,1327,,^ 'n a - k $,Arhuaco,ch,n a  k, a k n
