,ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,AlternativeTranscription,asjp_forms,asjp_segs
916,Aomori-128_tothrow-1,,Aomori,128_tothrow,naŋeru,naŋeru,n a ŋ e r u,,476171,,,^ n a ŋ e r u $,default,naŋeru,n a N e r u,N a e n r u
917,Aomori-129_seven-1,,Aomori,129_seven,nanaQtsu,nanaQtsu,n a n a ʔ ts u,,476171,,,^ n a n a Q ts u $,default,nanaQtsu,n a n a 7 ts u,7 a n ts u
918,Aomori-130_name-1,,Aomori,130_name,namɛː,namɛː,n a m ɛː,,476171,,,^ n a m ɛː $,default,namɛː,n a m E,E a m n
919,Aomori-131_rope-1,,Aomori,131_rope,goNnoba,goNnoba,g o ɴ n o b a,,476171,,,^ g o N n o b a $,default,goNnoba,g o N n o b a,N a b g n o
920,Aomori-133_at-2,,Aomori,133_at,sa,sa,s a,,476171,,,^ s a $,default,sa,s a,a s
921,Aomori-134_meatflesh-1,,Aomori,134_meatflesh,nigu,nigu,n i g u,,476171,,,^ n i g u $,default,nigu,n i g u,g i n u
922,Aomori-136_dullblunt-1,,Aomori,136_dullblunt,niNbue,niNbue,n i ɴ b u e,,476171,,,^ n i N b u e $,default,niNbue,n i N b u e,N b e i n u
923,Aomori-137_tosew-1,,Aomori,137_tosew,nuru,nuru,n u r u,,476171,,,^ n u r u $,default,nuru,n u r u,n r u
924,Aomori-138_tosteal-1,,Aomori,138_tosteal,nusumu,nusumu,n u s u m u,,476171,,,^ n u s u m u $,default,nusumu,n u s u m u,m n s u
925,Aomori-139_wet-1,,Aomori,139_wet,nureru,nureru,n u r e r u,,476171,,,^ n u r e r u $,default,nureru,n u r e r u,e n r u
926,Aomori-140_root-1,,Aomori,140_root,ne,ne,n e,,476171,,,^ n e $,default,ne,n e,e n
927,Aomori-141_rat-1,,Aomori,141_rat,neNdzumi,neNdzumi,n e ɴ d z u m i,,476171,,,^ n e N d z u m i $,default,neNdzumi,n e N d z u m i,N d e i m n u z
928,Aomori-142_tosleep-1,,Aomori,142_tosleep,neru,neru,n e r u,,476171,,,^ n e r u $,default,neru,n e r u,e n r u
929,Aomori-143_toliedown-1,,Aomori,143_toliedown,neru,neru,n e r u,,476171,,,^ n e r u $,default,neru,n e r u,e n r u
930,Aomori-144_toclimb-1,,Aomori,144_toclimb,noNboru,noNboru,n o ɴ b o r u,,476171,,,^ n o N b o r u $,default,noNboru,n o N b o r u,N b n o r u
931,Aomori-145_todrink-1,,Aomori,145_todrink,nomu,nomu,n o m u,,476171,,,^ n o m u $,default,nomu,n o m u,m n o u
932,Aomori-146_leaf-1,,Aomori,146_leaf,ha,ha,h a,,476171,,,^ h a $,default,ha,h a,a h
933,Aomori-147_tooth-1,,Aomori,147_tooth,ha,ha,h a,,476171,,,^ h a $,default,ha,h a,a h
934,Aomori-148_ash-1,,Aomori,148_ash,agu,agu,a g u,,476171,,,^ a g u $,default,agu,a g u,a g u
935,Aomori-149_tospit-1,,Aomori,149_tospit,suru,suru,s u r u,,476171,,,^ s u r u $,default,suru,s u r u,r s u
936,Aomori-150_tovomit-1,,Aomori,150_tovomit,hagu,hagu,h a g u,,476171,,,^ h a g u $,default,hagu,h a g u,a g h u
937,Aomori-151_shyashamed-1,,Aomori,151_shyashamed,ʃosu,ʃosu,ʃ o s u,,476171,,,^ ʃ o s u $,default,ʃosu,S o s u,S o s u
938,Aomori-152_towork-1,,Aomori,152_towork,kasegu,kasegu,k a s e g u,,476171,,,^ k a s e g u $,default,kasegu,k a s e g u,a e g k s u
939,Aomori-153_flower-1,,Aomori,153_flower,hana,hana,h a n a,,476171,,,^ h a n a $,default,hana,h a n a,a h n
940,Aomori-154_nose-1,,Aomori,154_nose,hana,hana,h a n a,,476171,,,^ h a n a $,default,hana,h a n a,a h n
941,Aomori-155_feather-1,,Aomori,155_feather,ke,ke,k e,,476171,,,^ k e $,default,ke,k e,e k
942,Aomori-156_wing-1,,Aomori,156_wing,hane,hane,h a n e,,476171,,,^ h a n e $,default,hane,h a n e,a e h n
943,Aomori-157_mother-1,,Aomori,157_mother,aQpa,aQpa,a ʔ p a,,476171,,,^ a Q p a $,default,aQpa,a 7 p a,7 a p
944,Aomori-158_woodsforest-1,,Aomori,158_woodsforest,jama,jama,j a m a,,476171,,,^ j a m a $,default,jama,y a m a,a m y
945,Aomori-159_belly-1,,Aomori,159_belly,hara,hara,h a r a,,476171,,,^ h a r a $,default,hara,h a r a,a h r
946,Aomori-160_intestines-1,,Aomori,160_intestines,harawata,harawata,h a r a w a t a,,476171,,,^ h a r a w a t a $,default,harawata,h a r a w a t a,a h r t w
947,Aomori-161_needle-1,,Aomori,161_needle,hari,hari,h a r i,,476171,,,^ h a r i $,default,hari,h a r i,a h i r
948,Aomori-162_fire-1,,Aomori,162_fire,su,su,s u,,476171,,,^ s u $,default,su,s u,s u
949,Aomori-163_left-1,,Aomori,163_left,çiNdari,çiNdari,ç i ɴ d a r i,,476171,,,^ ç i N d a r i $,default,çiNdari,S i N d a r i,N S a d i r
950,Aomori-164_personhumanbeing-1,,Aomori,164_personhumanbeing,suto,suto,s u t o,,476171,,,^ s u t o $,default,suto,s u t o,o s t u
951,Aomori-165_one-1,,Aomori,165_one,sutoQtsu,sutoQtsu,s u t o ʔ ts u,,476171,,,^ s u t o Q ts u $,default,sutoQtsu,s u t o 7 ts u,7 o s t ts u
952,Aomori-167_toopenuncover-1,,Aomori,167_toopenuncover,ageru,ageru,a g e r u,,476171,,,^ a g e r u $,default,ageru,a g e r u,a e g r u
953,Aomori-168_day-1,,Aomori,168_day,suruma,suruma,s u r u m a,,476171,,,^ s u r u m a $,default,suruma,s u r u m a,a m r s u
954,Aomori-169_wide-1,,Aomori,169_wide,sure,sure,s u r e,,476171,,,^ s u r e $,default,sure,s u r e,e r s u
955,Aomori-170_toblow-1,,Aomori,170_toblow,Fugu,Fugu,β u g u,,476171,,,^ F u g u $,default,Fugu,b u g u,b g u
956,Aomori-171_thatchroof-1,,Aomori,171_thatchroof,Fugu,Fugu,β u g u,,476171,,,^ F u g u $,default,Fugu,b u g u,b g u
957,Aomori-172_toswell-1,,Aomori,172_toswell,hareru,hareru,h a r e r u,,476171,,,^ h a r e r u $,default,hareru,h a r e r u,a e h r u
958,Aomori-173_two-1,,Aomori,173_two,FutaQtsu,FutaQtsu,β u t a ʔ ts u,,476171,,,^ F u t a Q ts u $,default,FutaQtsu,b u t a 7 ts u,7 a b t ts u
959,Aomori-174_old-1,,Aomori,174_old,Furusu,Furusu,β u r u s u,,476171,,,^ F u r u s u $,default,Furusu,b u r u s u,b r s u
960,Aomori-175_snake-1,,Aomori,175_snake,heNbi,heNbi,h e ɴ b i,,476171,,,^ h e N b i $,default,heNbi,h e N b i,N b e h i
961,Aomori-176_stickwood-1,,Aomori,176_stickwood,boː,boː,b oː,,476171,,,^ b oː $,default,boː,b o,b o
962,Aomori-177_other-1,,Aomori,177_other,hoga,hoga,h o g a,,476171,,,^ h o g a $,default,hoga,h o g a,a g h o
963,Aomori-178_dust-1,,Aomori,178_dust,hogori,hogori,h o g o r i,,476171,,,^ h o g o r i $,default,hogori,h o g o r i,g h i o r
964,Aomori-179_star-1,,Aomori,179_star,hosu,hosu,h o s u,,476171,,,^ h o s u $,default,hosu,h o s u,h o s u
965,Aomori-180_bone-1,,Aomori,180_bone,hone,hone,h o n e,,476171,,,^ h o n e $,default,hone,h o n e,e h n o
966,Aomori-181_todig-1,,Aomori,181_todig,horu,horu,h o r u,,476171,,,^ h o r u $,default,horu,h o r u,h o r u
967,Aomori-182_correcttrue-1,,Aomori,182_correcttrue,hoNto,hoNto,h o ɴ t o,,476171,,,^ h o N t o $,default,hoNto,h o N t o,N h o t
968,Aomori-183_toturn-1,,Aomori,183_toturn,maŋaru,maŋaru,m a ŋ a r u,,476171,,,^ m a ŋ a r u $,default,maŋaru,m a N a r u,N a m r u
969,Aomori-185_right-1,,Aomori,185_right,miŋi,miŋi,m i ŋ i,,476171,,,^ m i ŋ i $,default,miŋi,m i N i,N i m
970,Aomori-186_short-1,,Aomori,186_short,mitsukɛ,mitsukɛ,m i ts u k ɛ,,476171,,,^ m i ts u k ɛ $,default,mitsukɛ,m i ts u k E,E i k m ts u
971,Aomori-187_water-1,,Aomori,187_water,miNdzu,miNdzu,m i ɴ d z u,,476171,,,^ m i N d z u $,default,miNdzu,m i N d z u,N d i m u z
972,Aomori-189_roadpath-1,,Aomori,189_roadpath,kɛɴdo,kɛɴdo,k ɛ ɴ d o,,476171,,,^ k ɛ ɴ d o $,default,kɛɴdo,k E N d o,E N d k o
973,Aomori-190_three-1,,Aomori,190_three,miQtsu,miQtsu,m i ʔ ts u,,476171,,,^ m i Q ts u $,default,miQtsu,m i 7 ts u,7 i m ts u
974,Aomori-191_ear-1,,Aomori,191_ear,mimi,mimi,m i m i,,476171,,,^ m i m i $,default,mimi,m i m i,i m
975,Aomori-192_wormearthworm-1,,Aomori,192_wormearthworm,memeNdzu,memeNdzu,m e m e ɴ d z u,,476171,,,^ m e m e N d z u $,default,memeNdzu,m e m e N d z u,N d e m u z
976,Aomori-193_tosee-1,,Aomori,193_tosee,miru,miru,m i r u,,476171,,,^ m i r u $,default,miru,m i r u,i m r u
977,Aomori-194_all-1,,Aomori,194_all,miNna,miNna,m i ɴ n a,,476171,,,^ m i N n a $,default,miNna,m i N n a,N a i m n
978,Aomori-195_totieupfasten-1,,Aomori,195_totieupfasten,musuNbu,musuNbu,m u s u ɴ b u,,476171,,,^ m u s u N b u $,default,musuNbu,m u s u N b u,N b m s u
979,Aomori-196_six-1,,Aomori,196_six,muQtsu,muQtsu,m u ʔ ts u,,476171,,,^ m u Q ts u $,default,muQtsu,m u 7 ts u,7 m ts u
980,Aomori-197_breast-1,,Aomori,197_breast,mune,mune,m u n e,,476171,,,^ m u n e $,default,mune,m u n e,e m n u
981,Aomori-198_eye-1,,Aomori,198_eye,anagu,anagu,a n a g u,,476171,,,^ a n a g u $,default,anagu,a n a g u,a g n u
982,Aomori-200_tohold-1,,Aomori,200_tohold,modzu,modzu,m o d z u,,476171,,,^ m o d z u $,default,modzu,m o d z u,d m o u z
983,Aomori-201_toburn-1,,Aomori,201_toburn,jagu,jagu,j a g u,,476171,,,^ j a g u $,default,jagu,y a g u,a g u y
984,Aomori-202_eight-1,,Aomori,202_eight,jaQtsu,jaQtsu,j a ʔ ts u,,476171,,,^ j a Q ts u $,default,jaQtsu,y a 7 ts u,7 a ts u y
985,Aomori-204_good-1,,Aomori,204_good,e,e,e,,476171,,,^ e $,default,e,e,e
986,Aomori-205_four-1,,Aomori,205_four,joQtsu,joQtsu,j o ʔ ts u,,476171,,,^ j o Q ts u $,default,joQtsu,y o 7 ts u,7 o ts u y
987,Aomori-206_night-1,,Aomori,206_night,baNŋe,baNŋe,b a ɴ ŋ e,,476171,,,^ b a N ŋ e $,default,baNŋe,b a N N e,N a b e
988,Aomori-207_tocook-1,,Aomori,207_tocook,rjoːri,rjoːri,r j oː r i,,476171,,,^ r j oː r i $,default,rjoːri,r y o r i,i o r y
989,Aomori-208_i-1,,Aomori,208_i,wa,wa,w a,,476171,,,^ w a $,default,wa,w a,a w
990,Aomori-209_we-1,,Aomori,209_we,waNdo,waNdo,w a ɴ d o,,476171,,,^ w a N d o $,default,waNdo,w a N d o,N a d o w
991,Aomori-210_tolaugh-1,,Aomori,210_tolaugh,wararu,wararu,w a r a r u,,476171,,,^ w a r a r u $,default,wararu,w a r a r u,a r u w
992,Aomori-211_badevil-1,,Aomori,211_badevil,wari,wari,w a r i,,476171,,,^ w a r i $,default,wari,w a r i,a i r w
993,Chiba-1_green-1,,Chiba,1_green,awɛ,awɛ,a w ɛ,,476171,,,^ a w ɛ $,default,awɛ,a w E,E a w
994,Chiba-2_red-1,,Chiba,2_red,akɛː,akɛː,a k ɛː,,476171,,,^ a k ɛː $,default,akɛː,a k E,E a k
995,Chiba-3_toyawn-1,,Chiba,3_toyawn,akubi,akubi,a k u b i,,476171,,,^ a k u b i $,default,akubi,a k u b i,a b i k u
996,Chiba-4_legfoot-1,,Chiba,4_legfoot,aʃi,aʃi,a ʃ i,,476171,,,^ a ʃ i $,default,aʃi,a S i,S a i
997,Chiba-5_head-1,,Chiba,5_head,atama,atama,a t a m a,,476171,,,^ a t a m a $,default,atama,a t a m a,a m t
998,Chiba-6_new-1,,Chiba,6_new,ataraʃiː,ataraʃiː,a t a r a ʃ iː,,476171,,,^ a t a r a ʃ iː $,default,ataraʃiː,a t a r a S i,S a i r t
999,Chiba-8_warm-1,,Chiba,8_warm,aQtsuː,aQtsuː,a ʔ ts uː,,476171,,,^ a Q ts uː $,default,aQtsuː,a 7 ts u,7 a ts u
1000,Chiba-9_you-1,,Chiba,9_you,aɴta,aɴta,a ɴ t a,,476171,,,^ a ɴ t a $,default,aɴta,a N t a,N a t
1001,Chiba-10_heshe-1,,Chiba,10_heshe,anoçito,anoçito,a n o ç i t o,,476171,,,^ a n o ç i t o $,default,anoçito,a n o S i t o,S a i n o t
1002,Chiba-12_fatgrease-1,,Chiba,12_fatgrease,abura,abura,a b u r a,,476171,,,^ a b u r a $,default,abura,a b u r a,a b r u
1003,Chiba-13_rain-1,,Chiba,13_rain,ame,ame,a m e,,476171,,,^ a m e $,default,ame,a m e,a e m
1004,Chiba-14_towalk-1,,Chiba,14_towalk,arugu,arugu,a r u g u,,476171,,,^ a r u g u $,default,arugu,a r u g u,a g r u
1005,Chiba-15_that-1,,Chiba,15_that,are,are,a r e,,476171,,,^ a r e $,default,are,a r e,a e r
1006,Chiba-16_tosay-1,,Chiba,16_tosay,juː,juː,j uː,,476171,,,^ j uː $,default,juː,y u,u y
1007,Chiba-17_house-1,,Chiba,17_house,utʃi,utʃi,u tʃ i,,476171,,,^ u tʃ i $,default,utʃi,u tS i,i tS u
1008,Chiba-18_tobreathe-1,,Chiba,18_tobreathe,iki-,iki-,i k i,,476171,,,^ i k i -$,default,iki,i k i,i k
1009,Chiba-19_tolivebealive-1,,Chiba,19_tolivebealive,igiru,igiru,i g i r u,,476171,,,^ i g i r u $,default,igiru,i g i r u,g i r u
1010,Chiba-20_stone-1,,Chiba,20_stone,iʃi,iʃi,i ʃ i,,476171,,,^ i ʃ i $,default,iʃi,i S i,S i
1011,Chiba-22_when-1,,Chiba,22_when,itsu,itsu,i ts u,,476171,,,^ i ts u $,default,itsu,i ts u,i ts u
1012,Chiba-23_five-1,,Chiba,23_five,itsutsu,itsutsu,i ts u ts u,,476171,,,^ i ts u ts u $,default,itsutsu,i ts u ts u,i ts u
1013,Chiba-24_lightening-1,,Chiba,24_lightening,inabikari,inabikari,i n a b i k a r i,,476171,,,^ i n a b i k a r i $,default,inabikari,i n a b i k a r i,a b i k n r
1014,Chiba-25_dog-1,,Chiba,25_dog,inu,inu,i n u,,476171,,,^ i n u $,default,inu,i n u,i n u
1015,Chiba-26_above-1,,Chiba,26_above,waQka,waQka,w a ʔ k a,,476171,,,^ w a Q k a $,default,waQka,w a 7 k a,7 a k w
1016,Chiba-27_toplant-1,,Chiba,27_toplant,ueru,ueru,u e r u,,476171,,,^ u e r u $,default,ueru,u e r u,e r u
1017,Chiba-28_thin-1,,Chiba,28_thin,usuː,usuː,u s uː,,476171,,,^ u s uː $,default,usuː,u s u,s u
1018,Chiba-29_toshoot-1,,Chiba,29_toshoot,utsu,utsu,u ts u,,476171,,,^ u ts u $,default,utsu,u ts u,ts u
1019,Chiba-30_sea-1,,Chiba,30_sea,umi,umi,u m i,,476171,,,^ u m i $,default,umi,u m i,i m u
1020,Chiba-31_branch-1,,Chiba,31_branch,eda,eda,e d a,,476171,,,^ e d a $,default,eda,e d a,a d e
1021,Chiba-33_tail-1,,Chiba,33_tail,oQpo,oQpo,o ʔ p o,,476171,,,^ o Q p o $,default,oQpo,o 7 p o,7 o p
1022,Chiba-34_big-1,,Chiba,34_big,oQkiː,oQkiː,o ʔ k iː,,476171,,,^ o Q k iː $,default,oQkiː,o 7 k i,7 i k o
1023,Chiba-36_tofall-1,,Chiba,36_tofall,otʃiru,otʃiru,o tʃ i r u,,476171,,,^ o tʃ i r u $,default,otʃiru,o tS i r u,i o r tS u
1024,Chiba-37_husband-1,,Chiba,37_husband,daɴna,daɴna,d a ɴ n a,,476171,,,^ d a ɴ n a $,default,daɴna,d a N n a,N a d n
1025,Chiba-38_manmale-1,,Chiba,38_manmale,otoː,otoː,o t oː,,476171,,,^ o t oː $,default,otoː,o t o,o t
1026,Chiba-39_heavy-1,,Chiba,39_heavy,ɴtɛː,ɴtɛː,ɴ t ɛː,,476171,,,^ ɴ t ɛː $,default,ɴtɛː,N t E,E N t
1027,Chiba-40_tothink-1,,Chiba,40_tothink,omou,omou,o m o u,,476171,,,^ o m o u $,default,omou,o m o u,m o u
1028,Chiba-41_toswim-1,,Chiba,41_toswim,ojugu,ojugu,o j u g u,,476171,,,^ o j u g u $,default,ojugu,o y u g u,g o u y
1029,Chiba-42_womanfemale-1,,Chiba,42_womanfemale,oɴna,oɴna,o ɴ n a,,476171,,,^ o ɴ n a $,default,oɴna,o N n a,N a n o
1030,Chiba-43_mosquito-1,,Chiba,43_mosquito,ka,ka,k a,,476171,,,^ k a $,default,ka,k a,a k
1031,Chiba-44_tobuy-1,,Chiba,44_tobuy,kau,kau,k a u,,476171,,,^ k a u $,default,kau,k a u,a k u
1032,Chiba-45_tosniffsmell-1,,Chiba,45_tosniffsmell,kamu,kamu,k a m u,,476171,,,^ k a m u $,default,kamu,k a m u,a k m u
1033,Chiba-46_toscratch-1,,Chiba,46_toscratch,kau,kau,k a u,,476171,,,^ k a u $,default,kau,k a u,a k u
1034,Chiba-47_tohide-1,,Chiba,47_tohide,kaosu,kaosu,k a o s u,,476171,,,^ k a o s u $,default,kaosu,k a o s u,a k o s u
1035,Chiba-48_wind-1,,Chiba,48_wind,kade,kade,k a d e,,476171,,,^ k a d e $,default,kade,k a d e,a d e k
1036,Chiba-49_tocount-1,,Chiba,49_tocount,kaɴjoː,kaɴjoː,k a ɴ j oː,,476171,,,^ k a ɴ j oː $,default,kaɴjoː,k a N y o,N a k o y
1037,Chiba-50_shoulder-1,,Chiba,50_shoulder,kata,kata,k a t a,,476171,,,^ k a t a $,default,kata,k a t a,a k t
1038,Chiba-52_thunder-1,,Chiba,52_thunder,kaminari,kaminari,k a m i n a r i,,476171,,,^ k a m i n a r i $,default,kaminari,k a m i n a r i,a i k m n r
1039,Chiba-53_tochew-1,,Chiba,53_tochew,kamu,kamu,k a m u,,476171,,,^ k a m u $,default,kamu,k a m u,a k m u
1040,Chiba-54_tohunt-1,,Chiba,54_tohunt,teQpobudʒi,teQpobudʒi,t e ʔ p o b u dʒ i,,476171,,,^ t e Q p o b u dʒ i $,default,teQpobudʒi,t e 7 p o b u dZ i,7 b dZ e i o p t u
1041,Chiba-55_skin-1,,Chiba,55_skin,kawa,kawa,k a w a,,476171,,,^ k a w a $,default,kawa,k a w a,a k w
1042,Chiba-56_dry-1,,Chiba,56_dry,kaːku,kaːku,k aː k u,,476171,,,^ k aː k u $,default,kaːku,k a k u,a k u
1043,Chiba-57_yellow-1,,Chiba,57_yellow,kiːro,kiːro,k iː r o,,476171,,,^ k iː r o $,default,kiːro,k i r o,i k o r
1044,Chiba-58_tohear-1,,Chiba,58_tohear,kiku,kiku,k i k u,,476171,,,^ k i k u $,default,kiku,k i k u,i k u
1045,Chiba-59_dirty-1,,Chiba,59_dirty,kitanɛː,kitanɛː,k i t a n ɛː,,476171,,,^ k i t a n ɛː $,default,kitanɛː,k i t a n E,E a i k n t
1046,Chiba-61_fog-1,,Chiba,61_fog,kiri,kiri,k i r i,,476171,,,^ k i r i $,default,kiri,k i r i,i k r
1047,Chiba-62_tocuthack-1,,Chiba,62_tocuthack,kiru,kiru,k i r u,,476171,,,^ k i r u $,default,kiru,k i r u,i k r u
1048,Chiba-64_toeat-1,,Chiba,64_toeat,kuː,kuː,k uː,,476171,,,^ k uː $,default,kuː,k u,k u
1049,Chiba-65_grass-1,,Chiba,65_grass,kusa,kusa,k u s a,,476171,,,^ k u s a $,default,kusa,k u s a,a k s u
1050,Chiba-66_rotten-1,,Chiba,66_rotten,kusaru,kusaru,k u s a r u,,476171,,,^ k u s a r u $,default,kusaru,k u s a r u,a k r s u
1051,Chiba-67_mouth-1,,Chiba,67_mouth,kutʃi,kutʃi,k u tʃ i,,476171,,,^ k u tʃ i $,default,kutʃi,k u tS i,i k tS u
1052,Chiba-68_neck-1,,Chiba,68_neck,kubi,kubi,k u b i,,476171,,,^ k u b i $,default,kubi,k u b i,b i k u
1053,Chiba-69_cloud-1,,Chiba,69_cloud,kumo,kumo,k u m o,,476171,,,^ k u m o $,default,kumo,k u m o,k m o u
1054,Chiba-70_spider-1,,Chiba,70_spider,kumo,kumo,k u m o,,476171,,,^ k u m o $,default,kumo,k u m o,k m o u
1055,Chiba-71_tocome-1,,Chiba,71_tocome,kuru,kuru,k u r u,,476171,,,^ k u r u $,default,kuru,k u r u,k r u
1056,Chiba-72_black-1,,Chiba,72_black,kureː,kureː,k u r eː,,476171,,,^ k u r eː $,default,kureː,k u r e,e k r u
1057,Chiba-73_hair-1,,Chiba,73_hair,ke,ke,k e,,476171,,,^ k e $,default,ke,k e,e k
1058,Chiba-74_smoke-1,,Chiba,74_smoke,kebu,kebu,k e b u,,476171,,,^ k e b u $,default,kebu,k e b u,b e k u
1059,Chiba-75_nine-1,,Chiba,75_nine,kokonotsu,kokonotsu,k o k o n o ts u,,476171,,,^ k o k o n o ts u $,default,kokonotsu,k o k o n o ts u,k n o ts u
1060,Chiba-77_child-1,,Chiba,77_child,kodomo,kodomo,k o d o m o,,476171,,,^ k o d o m o $,default,kodomo,k o d o m o,d k m o
1061,Chiba-78_this-1,,Chiba,78_this,kore,kore,k o r e,,476171,,,^ k o r e $,default,kore,k o r e,e k o r
1062,Chiba-79_tokill-1,,Chiba,79_tokill,korosu,korosu,k o r o s u,,476171,,,^ k o r o s u $,default,korosu,k o r o s u,k o r s u
1063,Chiba-80_fish-1,,Chiba,80_fish,sakana,sakana,s a k a n a,,476171,,,^ s a k a n a $,default,sakana,s a k a n a,a k n s
1064,Chiba-82_tostabpierce-1,,Chiba,82_tostabpierce,sasu,sasu,s a s u,,476171,,,^ s a s u $,default,sasu,s a s u,a s u
1065,Chiba-83_cold-1,,Chiba,83_cold,sabiː,sabiː,s a b iː,,476171,,,^ s a b iː $,default,sabiː,s a b i,a b i s
1066,Chiba-84_salt-1,,Chiba,84_salt,ʃio,ʃio,ʃ i o,,476171,,,^ ʃ i o $,default,ʃio,S i o,S i o
1067,Chiba-85_below-1,,Chiba,85_below,ʃita,ʃita,ʃ i t a,,476171,,,^ ʃ i t a $,default,ʃita,S i t a,S a i t
1068,Chiba-86_tongue-1,,Chiba,86_tongue,ʃita,ʃita,ʃ i t a,,476171,,,^ ʃ i t a $,default,ʃita,S i t a,S a i t
1069,Chiba-87_todiebedead-1,,Chiba,87_todiebedead,ʃinu,ʃinu,ʃ i n u,,476171,,,^ ʃ i n u $,default,ʃinu,S i n u,S i n u
1070,Chiba-89_louse-1,,Chiba,89_louse,ʃirami,ʃirami,ʃ i r a m i,,476171,,,^ ʃ i r a m i $,default,ʃirami,S i r a m i,S a i m r
1071,Chiba-90_toknowbeknowledgeable-1,,Chiba,90_toknowbeknowledgeable,ʃiru,ʃiru,ʃ i r u,,476171,,,^ ʃ i r u $,default,ʃiru,S i r u,S i r u
1072,Chiba-91_white-1,,Chiba,91_white,ʃireː,ʃireː,ʃ i r eː,,476171,,,^ ʃ i r eː $,default,ʃireː,S i r e,S e i r
1073,Chiba-92_tosuck-1,,Chiba,92_tosuck,suː,suː,s uː,,476171,,,^ s uː $,default,suː,s u,s u
1074,Chiba-93_sand-1,,Chiba,93_sand,suna,suna,s u n a,,476171,,,^ s u n a $,default,suna,s u n a,a n s u
1075,Chiba-94_tosit-1,,Chiba,94_tosit,suwaru,suwaru,s u w a r u,,476171,,,^ s u w a r u $,default,suwaru,s u w a r u,a r s u w
1076,Chiba-95_back-1,,Chiba,95_back,senaka,senaka,s e n a k a,,476171,,,^ s e n a k a $,default,senaka,s e n a k a,a e k n s
1077,Chiba-96_narrow-1,,Chiba,96_narrow,sebɛː,sebɛː,s e b ɛː,,476171,,,^ s e b ɛː $,default,sebɛː,s e b E,E b e s
1078,Chiba-98_togrow-1,,Chiba,98_togrow,sodateru,sodateru,s o d a t e r u,,476171,,,^ s o d a t e r u $,default,sodateru,s o d a t e r u,a d e o r s t u
1079,Chiba-99_sky-1,,Chiba,99_sky,sora,sora,s o r a,,476171,,,^ s o r a $,default,sora,s o r a,a o r s
1080,Chiba-100_topoundbeat-1,,Chiba,100_topoundbeat,çiQpadaku,çiQpadaku,ç i ʔ p a d a k u,,476171,,,^ ç i Q p a d a k u $,default,çiQpadaku,S i 7 p a d a k u,7 S a d i k p u
1081,Chiba-101_tostand-1,,Chiba,101_tostand,tatsu,tatsu,t a ts u,,476171,,,^ t a ts u $,default,tatsu,t a ts u,a t ts u
1082,Chiba-102_egg-1,,Chiba,102_egg,tamago,tamago,t a m a g o,,476171,,,^ t a m a g o $,default,tamago,t a m a g o,a g m o t
1083,Chiba-103_blood-1,,Chiba,103_blood,tʃi,tʃi,tʃ i,,476171,,,^ tʃ i $,default,tʃi,tS i,i tS
1084,Chiba-104_small-1,,Chiba,104_small,tʃiːsɛː,tʃiːsɛː,tʃ iː s ɛː,,476171,,,^ tʃ iː s ɛː $,default,tʃiːsɛː,tS i s E,E i s tS
1085,Chiba-105_near-1,,Chiba,105_near,tʃikɛː,tʃikɛː,tʃ i k ɛː,,476171,,,^ tʃ i k ɛː $,default,tʃikɛː,tS i k E,E i k tS
1086,Chiba-106_father-1,,Chiba,106_father,otoQtsaɴ,otoQtsaɴ,o t o ʔ ts a ɴ,,476171,,,^ o t o Q ts a ɴ $,default,otoQtsaɴ,o t o 7 ts a N,7 N a o t ts
1087,Chiba-107_moon-1,,Chiba,107_moon,otsukisama,otsukisama,o ts u k i s a m a,,476171,,,^ o ts u k i s a m a $,default,otsukisama,o ts u k i s a m a,a i k m o s ts u
1088,Chiba-108_earthsoil-1,,Chiba,108_earthsoil,tsuʃi,tsuʃi,ts u ʃ i,,476171,,,^ ts u ʃ i $,default,tsuʃi,ts u S i,S i ts u
1089,Chiba-109_wife-1,,Chiba,109_wife,ɲoːbo,ɲoːbo,ɲ oː b o,,476171,,,^ ɲ oː b o $,default,ɲoːbo,5 o b o,5 b o
1090,Chiba-110_hand-1,,Chiba,110_hand,te,te,t e,,476171,,,^ t e $,default,te,t e,e t
1091,Chiba-133_at-1,,Chiba,133_at,de,de,d e,,476171,,,^ d e $,default,de,d e,d e
1092,Chiba-113_how-1,,Chiba,113_how,doː,doː,d oː,,476171,,,^ d oː $,default,doː,d o,d o
1093,Chiba-114_ten-1,,Chiba,114_ten,toː,toː,t oː,,476171,,,^ t oː $,default,toː,t o,o t
1094,Chiba-115_far-1,,Chiba,115_far,toːkiː,toːkiː,t oː k iː,,476171,,,^ t oː k iː $,default,toːkiː,t o k i,i k o t
1095,Chiba-116_where-1,,Chiba,116_where,doː,doː,d oː,,476171,,,^ d oː $,default,doː,d o,d o
1096,Chiba-117_year-1,,Chiba,117_year,toʃi,toʃi,t o ʃ i,,476171,,,^ t o ʃ i $,default,toʃi,t o S i,S i o t
1097,Chiba-118_what-1,,Chiba,118_what,dono,dono,d o n o,,476171,,,^ d o n o $,default,dono,d o n o,d n o
1098,Chiba-119_who-1,,Chiba,119_who,doɴçito,doɴçito,d o ɴ ç i t o,,476171,,,^ d o ɴ ç i t o $,default,doɴçito,d o N S i t o,N S d i o t
