,ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,AlternativeTranscription,asjp_forms,asjp_segs
1099,Chiba-120_tofly-1,,Chiba,120_tofly,tobu,tobu,t o b u,,476171,,,^ t o b u $,default,tobu,t o b u,b o t u
1100,Chiba-121_bird-1,,Chiba,121_bird,tori,tori,t o r i,,476171,,,^ t o r i $,default,tori,t o r i,i o r t
1101,Chiba-122_nonot-1,,Chiba,122_nonot,nɛː,nɛː,n ɛː,,476171,,,^ n ɛː $,default,nɛː,n E,E n
1102,Chiba-123_ininside-1,,Chiba,123_ininside,naka,naka,n a k a,,476171,,,^ n a k a $,default,naka,n a k a,a k n
1103,Chiba-124_long-1,,Chiba,124_long,nagɛː,nagɛː,n a g ɛː,,476171,,,^ n a g ɛː $,default,nagɛː,n a g E,E a g n
1104,Chiba-126_tocry-1,,Chiba,126_tocry,naku,naku,n a k u,,476171,,,^ n a k u $,default,naku,n a k u,a k n u
1105,Chiba-127_tohit-1,,Chiba,127_tohit,buɴnaguru,buɴnaguru,b u ɴ n a g u r u,,476171,,,^ b u ɴ n a g u r u $,default,buɴnaguru,b u N n a g u r u,N a b g n r u
1106,Chiba-128_tothrow-1,,Chiba,128_tothrow,nageru,nageru,n a g e r u,,476171,,,^ n a g e r u $,default,nageru,n a g e r u,a e g n r u
1107,Chiba-129_seven-1,,Chiba,129_seven,nanatsu,nanatsu,n a n a ts u,,476171,,,^ n a n a ts u $,default,nanatsu,n a n a ts u,a n ts u
1108,Chiba-130_name-1,,Chiba,130_name,namɛː,namɛː,n a m ɛː,,476171,,,^ n a m ɛː $,default,namɛː,n a m E,E a m n
1109,Chiba-131_rope-1,,Chiba,131_rope,nawa,nawa,n a w a,,476171,,,^ n a w a $,default,nawa,n a w a,a n w
1110,Chiba-133_at-2,,Chiba,133_at,ɴ,ɴ,ɴ,,476171,,,^ ɴ $,default,ɴ,N,N
1111,Chiba-134_meatflesh-1,,Chiba,134_meatflesh,niku,niku,n i k u,,476171,,,^ n i k u $,default,niku,n i k u,i k n u
1112,Chiba-136_dullblunt-1,,Chiba,136_dullblunt,nibiː,nibiː,n i b iː,,476171,,,^ n i b iː $,default,nibiː,n i b i,b i n
1113,Chiba-137_tosew-1,,Chiba,137_tosew,nuː,nuː,n uː,,476171,,,^ n uː $,default,nuː,n u,n u
1114,Chiba-138_tosteal-1,,Chiba,138_tosteal,nusumu,nusumu,n u s u m u,,476171,,,^ n u s u m u $,default,nusumu,n u s u m u,m n s u
1115,Chiba-139_wet-1,,Chiba,139_wet,nureru,nureru,n u r e r u,,476171,,,^ n u r e r u $,default,nureru,n u r e r u,e n r u
1116,Chiba-140_root-1,,Chiba,140_root,neboQka,neboQka,n e b o ʔ k a,,476171,,,^ n e b o Q k a $,default,neboQka,n e b o 7 k a,7 a b e k n o
1117,Chiba-141_rat-1,,Chiba,141_rat,nedzumi,nedzumi,n e d z u m i,,476171,,,^ n e d z u m i $,default,nedzumi,n e d z u m i,d e i m n u z
1118,Chiba-142_tosleep-1,,Chiba,142_tosleep,neburu,neburu,n e b u r u,,476171,,,^ n e b u r u $,default,neburu,n e b u r u,b e n r u
1119,Chiba-143_toliedown-1,,Chiba,143_toliedown,neru,neru,n e r u,,476171,,,^ n e r u $,default,neru,n e r u,e n r u
1120,Chiba-144_toclimb-1,,Chiba,144_toclimb,noboru,noboru,n o b o r u,,476171,,,^ n o b o r u $,default,noboru,n o b o r u,b n o r u
1121,Chiba-145_todrink-1,,Chiba,145_todrink,nomu,nomu,n o m u,,476171,,,^ n o m u $,default,nomu,n o m u,m n o u
1122,Chiba-146_leaf-1,,Chiba,146_leaf,ha,ha,h a,,476171,,,^ h a $,default,ha,h a,a h
1123,Chiba-147_tooth-1,,Chiba,147_tooth,ha,ha,h a,,476171,,,^ h a $,default,ha,h a,a h
1124,Chiba-148_ash-1,,Chiba,148_ash,hɛː,hɛː,h ɛː,,476171,,,^ h ɛː $,default,hɛː,h E,E h
1125,Chiba-149_tospit-1,,Chiba,149_tospit,haku,haku,h a k u,,476171,,,^ h a k u $,default,haku,h a k u,a h k u
1126,Chiba-150_tovomit-1,,Chiba,150_tovomit,hau,hau,h a u,,476171,,,^ h a u $,default,hau,h a u,a h u
1127,Chiba-151_shyashamed-1,,Chiba,151_shyashamed,hadzukaʃiː,hadzukaʃiː,h a d z u k a ʃ iː,,476171,,,^ h a d z u k a ʃ iː $,default,hadzukaʃiː,h a d z u k a S i,S a d h i k u z
1128,Chiba-152_towork-1,,Chiba,152_towork,hadaragu,hadaragu,h a d a r a g u,,476171,,,^ h a d a r a g u $,default,hadaragu,h a d a r a g u,a d g h r u
1129,Chiba-153_flower-1,,Chiba,153_flower,hana,hana,h a n a,,476171,,,^ h a n a $,default,hana,h a n a,a h n
1130,Chiba-154_nose-1,,Chiba,154_nose,hana,hana,h a n a,,476171,,,^ h a n a $,default,hana,h a n a,a h n
1131,Chiba-155_feather-1,,Chiba,155_feather,hane,hane,h a n e,,476171,,,^ h a n e $,default,hane,h a n e,a e h n
1132,Chiba-156_wing-1,,Chiba,156_wing,hane,hane,h a n e,,476171,,,^ h a n e $,default,hane,h a n e,a e h n
1133,Chiba-157_mother-1,,Chiba,157_mother,kaQka,kaQka,k a ʔ k a,,476171,,,^ k a Q k a $,default,kaQka,k a 7 k a,7 a k
1134,Chiba-158_woodsforest-1,,Chiba,158_woodsforest,jama,jama,j a m a,,476171,,,^ j a m a $,default,jama,y a m a,a m y
1135,Chiba-159_belly-1,,Chiba,159_belly,hara,hara,h a r a,,476171,,,^ h a r a $,default,hara,h a r a,a h r
1136,Chiba-160_intestines-1,,Chiba,160_intestines,çakuçiro,çakuçiro,ç a k u ç i r o,,476171,,,^ ç a k u ç i r o $,default,çakuçiro,S a k u S i r o,S a i k o r u
1137,Chiba-161_needle-1,,Chiba,161_needle,hari,hari,h a r i,,476171,,,^ h a r i $,default,hari,h a r i,a h i r
1138,Chiba-162_fire-1,,Chiba,162_fire,çi,çi,ç i,,476171,,,^ ç i $,default,çi,S i,S i
1139,Chiba-163_left-1,,Chiba,163_left,çidari,çidari,ç i d a r i,,476171,,,^ ç i d a r i $,default,çidari,S i d a r i,S a d i r
1140,Chiba-164_personhumanbeing-1,,Chiba,164_personhumanbeing,çito,çito,ç i t o,,476171,,,^ ç i t o $,default,çito,S i t o,S i o t
1141,Chiba-165_one-1,,Chiba,165_one,çitotsu,çitotsu,ç i t o ts u,,476171,,,^ ç i t o ts u $,default,çitotsu,S i t o ts u,S i o t ts u
1142,Chiba-167_toopenuncover-1,,Chiba,167_toopenuncover,akeru,akeru,a k e r u,,476171,,,^ a k e r u $,default,akeru,a k e r u,a e k r u
1143,Chiba-168_day-1,,Chiba,168_day,çiru,çiru,ç i r u,,476171,,,^ ç i r u $,default,çiru,S i r u,S i r u
1144,Chiba-169_wide-1,,Chiba,169_wide,çireː,çireː,ç i r eː,,476171,,,^ ç i r eː $,default,çireː,S i r e,S e i r
1145,Chiba-170_toblow-1,,Chiba,170_toblow,Fuː,Fuː,β uː,,476171,,,^ F uː $,default,Fuː,b u,b u
1146,Chiba-172_toswell-1,,Chiba,172_toswell,hareru,hareru,h a r e r u,,476171,,,^ h a r e r u $,default,hareru,h a r e r u,a e h r u
1147,Chiba-173_two-1,,Chiba,173_two,FutaQtsu,FutaQtsu,β u t a ʔ ts u,,476171,,,^ F u t a Q ts u $,default,FutaQtsu,b u t a 7 ts u,7 a b t ts u
1148,Chiba-174_old-1,,Chiba,174_old,Furiː,Furiː,β u r iː,,476171,,,^ F u r iː $,default,Furiː,b u r i,b i r u
1149,Chiba-175_snake-1,,Chiba,175_snake,hebi,hebi,h e b i,,476171,,,^ h e b i $,default,hebi,h e b i,b e h i
1150,Chiba-176_stickwood-1,,Chiba,176_stickwood,boː,boː,b oː,,476171,,,^ b oː $,default,boː,b o,b o
1151,Chiba-177_other-1,,Chiba,177_other,hokaɴ,hokaɴ,h o k a ɴ,,476171,,,^ h o k a ɴ $,default,hokaɴ,h o k a N,N a h k o
1152,Chiba-178_dust-1,,Chiba,178_dust,hokori,hokori,h o k o r i,,476171,,,^ h o k o r i $,default,hokori,h o k o r i,h i k o r
1153,Chiba-179_star-1,,Chiba,179_star,hoʃi,hoʃi,h o ʃ i,,476171,,,^ h o ʃ i $,default,hoʃi,h o S i,S h i o
1154,Chiba-180_bone-1,,Chiba,180_bone,hone,hone,h o n e,,476171,,,^ h o n e $,default,hone,h o n e,e h n o
1155,Chiba-181_todig-1,,Chiba,181_todig,horu,horu,h o r u,,476171,,,^ h o r u $,default,horu,h o r u,h o r u
1156,Chiba-182_correcttrue-1,,Chiba,182_correcttrue,hoɴtoː,hoɴtoː,h o ɴ t oː,,476171,,,^ h o ɴ t oː $,default,hoɴtoː,h o N t o,N h o t
1157,Chiba-183_toturn-1,,Chiba,183_toturn,magaru,magaru,m a g a r u,,476171,,,^ m a g a r u $,default,magaru,m a g a r u,a g m r u
1158,Chiba-184_fruit-1,,Chiba,184_fruit,mi,mi,m i,,476171,,,^ m i $,default,mi,m i,i m
1159,Chiba-185_right-1,,Chiba,185_right,migiri,migiri,m i g i r i,,476171,,,^ m i g i r i $,default,migiri,m i g i r i,g i m r
1160,Chiba-186_short-1,,Chiba,186_short,mitʃikɛː,mitʃikɛː,m i tʃ i k ɛː,,476171,,,^ m i tʃ i k ɛː $,default,mitʃikɛː,m i tS i k E,E i k m tS
1161,Chiba-187_water-1,,Chiba,187_water,midzu,midzu,m i d z u,,476171,,,^ m i d z u $,default,midzu,m i d z u,d i m u z
1162,Chiba-189_roadpath-1,,Chiba,189_roadpath,mitʃi,mitʃi,m i tʃ i,,476171,,,^ m i tʃ i $,default,mitʃi,m i tS i,i m tS
1163,Chiba-190_three-1,,Chiba,190_three,miQtsu,miQtsu,m i ʔ ts u,,476171,,,^ m i Q ts u $,default,miQtsu,m i 7 ts u,7 i m ts u
1164,Chiba-191_ear-1,,Chiba,191_ear,mimi,mimi,m i m i,,476171,,,^ m i m i $,default,mimi,m i m i,i m
1165,Chiba-192_wormearthworm-1,,Chiba,192_wormearthworm,mimidzu,mimidzu,m i m i d z u,,476171,,,^ m i m i d z u $,default,mimidzu,m i m i d z u,d i m u z
1166,Chiba-193_tosee-1,,Chiba,193_tosee,miru,miru,m i r u,,476171,,,^ m i r u $,default,miru,m i r u,i m r u
1167,Chiba-194_all-1,,Chiba,194_all,miɴa,miɴa,m i ɴ a,,476171,,,^ m i ɴ a $,default,miɴa,m i N a,N a i m
1168,Chiba-195_totieupfasten-1,,Chiba,195_totieupfasten,ʃibaru,ʃibaru,ʃ i b a r u,,476171,,,^ ʃ i b a r u $,default,ʃibaru,S i b a r u,S a b i r u
1169,Chiba-196_six-1,,Chiba,196_six,muːtsu,muːtsu,m uː ts u,,476171,,,^ m uː ts u $,default,muːtsu,m u ts u,m ts u
1170,Chiba-197_breast-1,,Chiba,197_breast,mune,mune,m u n e,,476171,,,^ m u n e $,default,mune,m u n e,e m n u
1171,Chiba-198_eye-1,,Chiba,198_eye,medama,medama,m e d a m a,,476171,,,^ m e d a m a $,default,medama,m e d a m a,a d e m
1172,Chiba-200_tohold-1,,Chiba,200_tohold,motsu,motsu,m o ts u,,476171,,,^ m o ts u $,default,motsu,m o ts u,m o ts u
1173,Chiba-201_toburn-1,,Chiba,201_toburn,jaku,jaku,j a k u,,476171,,,^ j a k u $,default,jaku,y a k u,a k u y
1174,Chiba-202_eight-1,,Chiba,202_eight,jaːtsu,jaːtsu,j aː ts u,,476171,,,^ j aː ts u $,default,jaːtsu,y a ts u,a ts u y
1175,Chiba-203_todream-1,,Chiba,203_todream,jumeomiru,jumeomiru,j u m e o m i r u,,476171,,,^ j u m e o m i r u $,default,jumeomiru,y u m e o m i r u,e i m o r u y
1176,Chiba-204_good-1,,Chiba,204_good,iː,iː,iː,,476171,,,^ iː $,default,iː,i,i
1177,Chiba-205_four-1,,Chiba,205_four,joːtsu,joːtsu,j oː ts u,,476171,,,^ j oː ts u $,default,joːtsu,y o ts u,o ts u y
1178,Chiba-206_night-1,,Chiba,206_night,joru,joru,j o r u,,476171,,,^ j o r u $,default,joru,y o r u,o r u y
1179,Chiba-207_tocook-1,,Chiba,207_tocook,goQtsoː,goQtsoː,g o ʔ ts oː,,476171,,,^ g o Q ts oː $,default,goQtsoː,g o 7 ts o,7 g o ts
1180,Chiba-208_i-1,,Chiba,208_i,wataʃi,wataʃi,w a t a ʃ i,,476171,,,^ w a t a ʃ i $,default,wataʃi,w a t a S i,S a i t w
1181,Chiba-209_we-1,,Chiba,209_we,wataʃidomo,wataʃidomo,w a t a ʃ i d o m o,,476171,,,^ w a t a ʃ i d o m o $,default,wataʃidomo,w a t a S i d o m o,S a d i m o t w
1182,Chiba-210_tolaugh-1,,Chiba,210_tolaugh,warau,warau,w a r a u,,476171,,,^ w a r a u $,default,warau,w a r a u,a r u w
1183,Chiba-211_badevil-1,,Chiba,211_badevil,wariː,wariː,w a r iː,,476171,,,^ w a r iː $,default,wariː,w a r i,a i r w
1184,Fukushima-1_green-1,,Fukushima,1_green,aoi,aoi,a o i,,476171,,,^ a o i $,default,aoi,a o i,a i o
1185,Fukushima-2_red-1,,Fukushima,2_red,agɛ,agɛ,a g ɛ,,476171,,,^ a g ɛ $,default,agɛ,a g E,E a g
1186,Fukushima-3_toyawn-1,,Fukushima,3_toyawn,agubi,agubi,a g u b i,,476171,,,^ a g u b i $,default,agubi,a g u b i,a b g i u
1187,Fukushima-4_legfoot-1,,Fukushima,4_legfoot,asu,asu,a s u,,476171,,,^ a s u $,default,asu,a s u,a s u
1188,Fukushima-5_head-1,,Fukushima,5_head,adama,adama,a d a m a,,476171,,,^ a d a m a $,default,adama,a d a m a,a d m
1189,Fukushima-6_new-1,,Fukushima,6_new,adaraʃiː,adaraʃiː,a d a r a ʃ iː,,476171,,,^ a d a r a ʃ iː $,default,adaraʃiː,a d a r a S i,S a d i r
1190,Fukushima-8_warm-1,,Fukushima,8_warm,aQtage,aQtage,a ʔ t a g e,,476171,,,^ a Q t a g e $,default,aQtage,a 7 t a g e,7 a e g t
1191,Fukushima-9_you-1,,Fukushima,9_you,omesaɴ,omesaɴ,o m e s a ɴ,,476171,,,^ o m e s a ɴ $,default,omesaɴ,o m e s a N,N a e m o s
1192,Fukushima-10_heshe-1,,Fukushima,10_heshe,anoʃito,anoʃito,a n o ʃ i t o,,476171,,,^ a n o ʃ i t o $,default,anoʃito,a n o S i t o,S a i n o t
1193,Fukushima-11_they-1,,Fukushima,11_they,anoʃitodatʃi,anoʃitodatʃi,a n o ʃ i t o d a tʃ i,,476171,,,^ a n o ʃ i t o d a tʃ i $,default,anoʃitodatʃi,a n o S i t o d a tS i,S a d i n o t tS
1194,Fukushima-12_fatgrease-1,,Fukushima,12_fatgrease,abura,abura,a b u r a,,476171,,,^ a b u r a $,default,abura,a b u r a,a b r u
1195,Fukushima-13_rain-1,,Fukushima,13_rain,ame,ame,a m e,,476171,,,^ a m e $,default,ame,a m e,a e m
1196,Fukushima-14_towalk-1,,Fukushima,14_towalk,aruku,aruku,a r u k u,,476171,,,^ a r u k u $,default,aruku,a r u k u,a k r u
1197,Fukushima-15_that-1,,Fukushima,15_that,are,are,a r e,,476171,,,^ a r e $,default,are,a r e,a e r
1198,Fukushima-16_tosay-1,,Fukushima,16_tosay,ju,ju,j u,,476171,,,^ j u $,default,juː,y u,u y
1199,Fukushima-17_house-1,,Fukushima,17_house,dʒe,dʒe,dʒ e,,476171,,,^ dʒ e $,default,dʒe,dZ e,dZ e
1200,Fukushima-18_tobreathe-1,,Fukushima,18_tobreathe,igi-,igi-,i g i,,476171,,,^ i g i -$,default,igi,i g i,g i
1201,Fukushima-19_tolivebealive-1,,Fukushima,19_tolivebealive,igiru,igiru,i g i r u,,476171,,,^ i g i r u $,default,igiru,i g i r u,g i r u
1202,Fukushima-20_stone-1,,Fukushima,20_stone,iʃi,iʃi,i ʃ i,,476171,,,^ i ʃ i $,default,iʃi,i S i,S i
1203,Fukushima-21_painfulsick-1,,Fukushima,21_painfulsick,idamu,idamu,i d a m u,,476171,,,^ i d a m u $,default,idamu,i d a m u,a d i m u
1204,Fukushima-22_when-1,,Fukushima,22_when,idzu,idzu,i d z u,,476171,,,^ i d z u $,default,idzu,i d z u,d i u z
1205,Fukushima-23_five-1,,Fukushima,23_five,itsutsu,itsutsu,i ts u ts u,,476171,,,^ i ts u ts u $,default,itsutsu,i ts u ts u,i ts u
1206,Fukushima-24_lightening-1,,Fukushima,24_lightening,inabikari,inabikari,i n a b i k a r i,,476171,,,^ i n a b i k a r i $,default,inabikari,i n a b i k a r i,a b i k n r
1207,Fukushima-25_dog-1,,Fukushima,25_dog,inu,inu,i n u,,476171,,,^ i n u $,default,inu,i n u,i n u
1208,Fukushima-26_above-1,,Fukushima,26_above,ue,ue,u e,,476171,,,^ u e $,default,ue,u e,e u
1209,Fukushima-27_toplant-1,,Fukushima,27_toplant,ueru,ueru,u e r u,,476171,,,^ u e r u $,default,ueru,u e r u,e r u
1210,Fukushima-28_thin-1,,Fukushima,28_thin,usui,usui,u s u i,,476171,,,^ u s u i $,default,usui,u s u i,i s u
1211,Fukushima-29_toshoot-1,,Fukushima,29_toshoot,budzu,budzu,b u d z u,,476171,,,^ b u d z u $,default,budzu,b u d z u,b d u z
1212,Fukushima-30_sea-1,,Fukushima,30_sea,umi,umi,u m i,,476171,,,^ u m i $,default,umi,u m i,i m u
1213,Fukushima-31_branch-1,,Fukushima,31_branch,eda,eda,e d a,,476171,,,^ e d a $,default,eda,e d a,a d e
1214,Fukushima-33_tail-1,,Fukushima,33_tail,ʃiQpo,ʃiQpo,ʃ i ʔ p o,,476171,,,^ ʃ i Q p o $,default,ʃiQpo,S i 7 p o,7 S i o p
1215,Fukushima-34_big-1,,Fukushima,34_big,dzuɴnɛ,dzuɴnɛ,d z u ɴ n ɛ,,476171,,,^ d z u ɴ n ɛ $,default,dzuɴnɛ,d z u N n E,E N d n u z
1216,Fukushima-36_tofall-1,,Fukushima,36_tofall,odʒiru,odʒiru,o dʒ i r u,,476171,,,^ o dʒ i r u $,default,odʒiru,o dZ i r u,dZ i o r u
1217,Fukushima-37_husband-1,,Fukushima,37_husband,oQto,oQto,o ʔ t o,,476171,,,^ o Q t o $,default,oQto,o 7 t o,7 o t
1218,Fukushima-38_manmale-1,,Fukushima,38_manmale,odogo,odogo,o d o g o,,476171,,,^ o d o g o $,default,odogo,o d o g o,d g o
1219,Fukushima-39_heavy-1,,Fukushima,39_heavy,omoi,omoi,o m o i,,476171,,,^ o m o i $,default,omoi,o m o i,i m o
1220,Fukushima-40_tothink-1,,Fukushima,40_tothink,omou,omou,o m o u,,476171,,,^ o m o u $,default,omou,o m o u,m o u
1221,Fukushima-41_toswim-1,,Fukushima,41_toswim,midzuabiʃiru,midzuabiʃiru,m i d z u a b i ʃ i r u,,476171,,,^ m i d z u a b i ʃ i r u $,default,midzuabisiru,m i d z u a b i S i r u,S a b d i m r u z
1222,Fukushima-42_womanfemale-1,,Fukushima,42_womanfemale,oɴna,oɴna,o ɴ n a,,476171,,,^ o ɴ n a $,default,oɴna,o N n a,N a n o
1223,Fukushima-43_mosquito-1,,Fukushima,43_mosquito,ka,ka,k a,,476171,,,^ k a $,default,ka,k a,a k
1224,Fukushima-44_tobuy-1,,Fukushima,44_tobuy,kau,kau,k a u,,476171,,,^ k a u $,default,kau,k a u,a k u
1225,Fukushima-45_tosniffsmell-1,,Fukushima,45_tosniffsmell,kaŋu,kaŋu,k a ŋ u,,476171,,,^ k a ŋ u $,default,kaŋu,k a N u,N a k u
1226,Fukushima-46_toscratch-1,,Fukushima,46_toscratch,kagu,kagu,k a g u,,476171,,,^ k a g u $,default,kagu,k a g u,a g k u
1227,Fukushima-47_tohide-1,,Fukushima,47_tohide,kagusu,kagusu,k a g u s u,,476171,,,^ k a g u s u $,default,kagusu,k a g u s u,a g k s u
1228,Fukushima-48_wind-1,,Fukushima,48_wind,kadze,kadze,k a d z e,,476171,,,^ k a d z e $,default,kadze,k a d z e,a d e k z
1229,Fukushima-49_tocount-1,,Fukushima,49_tocount,kaɴjoːʃiru,kaɴjoːʃiru,k a ɴ j oː ʃ i r u,,476171,,,^ k a ɴ j oː ʃ i r u $,default,kaɴjoːʃiru,k a N y o S i r u,N S a i k o r u y
1230,Fukushima-50_shoulder-1,,Fukushima,50_shoulder,kada,kada,k a d a,,476171,,,^ k a d a $,default,kada,k a d a,a d k
1231,Fukushima-51_tobite-1,,Fukushima,51_tobite,kuitsuku,kuitsuku,k u i ts u k u,,476171,,,^ k u i ts u k u $,default,kuitsuku,k u i ts u k u,i k ts u
1232,Fukushima-52_thunder-1,,Fukushima,52_thunder,raisama,raisama,r a i s a m a,,476171,,,^ r a i s a m a $,default,raisama,r a i s a m a,a i m r s
1233,Fukushima-53_tochew-1,,Fukushima,53_tochew,kamu,kamu,k a m u,,476171,,,^ k a m u $,default,kamu,k a m u,a k m u
1234,Fukushima-54_tohunt-1,,Fukushima,54_tohunt,teQpoːbudʒi,teQpoːbudʒi,t e ʔ p oː b u dʒ i,,476171,,,^ t e Q p oː b u dʒ i $,default,teQpoːbudʒi,t e 7 p o b u dZ i,7 b dZ e i o p t u
1235,Fukushima-55_skin-1,,Fukushima,55_skin,kawa,kawa,k a w a,,476171,,,^ k a w a $,default,kawa,k a w a,a k w
1236,Fukushima-56_dry-1,,Fukushima,56_dry,kwagu,kwagu,kʷ a g u,,476171,,,^ kw a g u $,default,kwagu,kw~ a g u,a g kw~ u
1237,Fukushima-57_yellow-1,,Fukushima,57_yellow,kjuːro,kjuːro,k j uː r o,,476171,,,^ k j uː r o $,default,kjuːro,k y u r o,k o r u y
1238,Fukushima-58_tohear-1,,Fukushima,58_tohear,kigu,kigu,k i g u,,476171,,,^ k i g u $,default,kigu,k i g u,g i k u
1239,Fukushima-59_dirty-1,,Fukushima,59_dirty,kiQtanɛ,kiQtanɛ,k i ʔ t a n ɛ,,476171,,,^ k i Q t a n ɛ $,default,kiQtanɛ,k i 7 t a n E,7 E a i k n t
1240,Fukushima-61_fog-1,,Fukushima,61_fog,kiri,kiri,k i r i,,476171,,,^ k i r i $,default,kiri,k i r i,i k r
1241,Fukushima-62_tocuthack-1,,Fukushima,62_tocuthack,kiru,kiru,k i r u,,476171,,,^ k i r u $,default,kiru,k i r u,i k r u
1242,Fukushima-64_toeat-1,,Fukushima,64_toeat,kuː,kuː,k uː,,476171,,,^ k uː $,default,kuː,k u,k u
1243,Fukushima-65_grass-1,,Fukushima,65_grass,kusa,kusa,k u s a,,476171,,,^ k u s a $,default,kusa,k u s a,a k s u
1244,Fukushima-66_rotten-1,,Fukushima,66_rotten,kusaru,kusaru,k u s a r u,,476171,,,^ k u s a r u $,default,kusaru,k u s a r u,a k r s u
1245,Fukushima-67_mouth-1,,Fukushima,67_mouth,kudʒi,kudʒi,k u dʒ i,,476171,,,^ k u dʒ i $,default,kudʒi,k u dZ i,dZ i k u
1246,Fukushima-68_neck-1,,Fukushima,68_neck,kubi,kubi,k u b i,,476171,,,^ k u b i $,default,kubi,k u b i,b i k u
1247,Fukushima-69_cloud-1,,Fukushima,69_cloud,kumo,kumo,k u m o,,476171,,,^ k u m o $,default,kumo,k u m o,k m o u
1248,Fukushima-70_spider-1,,Fukushima,70_spider,kumo,kumo,k u m o,,476171,,,^ k u m o $,default,kumo,k u m o,k m o u
1249,Fukushima-71_tocome-1,,Fukushima,71_tocome,kuru,kuru,k u r u,,476171,,,^ k u r u $,default,kuru,k u r u,k r u
1250,Fukushima-72_black-1,,Fukushima,72_black,maQkureː,maQkureː,m a ʔ k u r eː,,476171,,,^ m a Q k u r eː $,default,maQkureː,m a 7 k u r e,7 a e k m r u
1251,Fukushima-73_hair-1,,Fukushima,73_hair,ke,ke,k e,,476171,,,^ k e $,default,ke,k e,e k
1252,Fukushima-74_smoke-1,,Fukushima,74_smoke,kemuri,kemuri,k e m u r i,,476171,,,^ k e m u r i $,default,kemuri,k e m u r i,e i k m r u
1253,Fukushima-75_nine-1,,Fukushima,75_nine,kokonotsu,kokonotsu,k o k o n o ts u,,476171,,,^ k o k o n o ts u $,default,kokonotsu,k o k o n o ts u,k n o ts u
1254,Fukushima-77_child-1,,Fukushima,77_child,waraʃi,waraʃi,w a r a ʃ i,,476171,,,^ w a r a ʃ i $,default,waraʃi,w a r a S i,S a i r w
1255,Fukushima-78_this-1,,Fukushima,78_this,kore,kore,k o r e,,476171,,,^ k o r e $,default,kore,k o r e,e k o r
1256,Fukushima-79_tokill-1,,Fukushima,79_tokill,korosu,korosu,k o r o s u,,476171,,,^ k o r o s u $,default,korosu,k o r o s u,k o r s u
1257,Fukushima-80_fish-1,,Fukushima,80_fish,sagana,sagana,s a g a n a,,476171,,,^ s a g a n a $,default,sagana,s a g a n a,a g n s
1258,Fukushima-82_tostabpierce-1,,Fukushima,82_tostabpierce,buQtsasu,buQtsasu,b u ʔ ts a s u,,476171,,,^ b u Q ts a s u $,default,buQtsasu,b u 7 ts a s u,7 a b s ts u
1259,Fukushima-83_cold-1,,Fukushima,83_cold,sameː,sameː,s a m eː,,476171,,,^ s a m eː $,default,sameː,s a m e,a e m s
1260,Fukushima-84_salt-1,,Fukushima,84_salt,ʃio,ʃio,ʃ i o,,476171,,,^ ʃ i o $,default,ʃio,S i o,S i o
1261,Fukushima-85_below-1,,Fukushima,85_below,ʃita,ʃita,ʃ i t a,,476171,,,^ ʃ i t a $,default,ʃita,S i t a,S a i t
1262,Fukushima-86_tongue-1,,Fukushima,86_tongue,bero,bero,b e r o,,476171,,,^ b e r o $,default,bero,b e r o,b e o r
1263,Fukushima-87_todiebedead-1,,Fukushima,87_todiebedead,ʃinu,ʃinu,ʃ i n u,,476171,,,^ ʃ i n u $,default,ʃinu,S i n u,S i n u
1264,Fukushima-89_louse-1,,Fukushima,89_louse,ʃirami,ʃirami,ʃ i r a m i,,476171,,,^ ʃ i r a m i $,default,ʃirami,S i r a m i,S a i m r
1265,Fukushima-90_toknowbeknowledgeable-1,,Fukushima,90_toknowbeknowledgeable,ʃiru,ʃiru,ʃ i r u,,476171,,,^ ʃ i r u $,default,ʃiru,S i r u,S i r u
1266,Fukushima-91_white-1,,Fukushima,91_white,maQʃiro,maQʃiro,m a ʔ ʃ i r o,,476171,,,^ m a Qʃ i r o $,default,maQʃiro,m a 7 S i r o,7 S a i m o r
1267,Fukushima-92_tosuck-1,,Fukushima,92_tosuck,suː,suː,s uː,,476171,,,^ s uː $,default,suː,s u,s u
1268,Fukushima-93_sand-1,,Fukushima,93_sand,suna,suna,s u n a,,476171,,,^ s u n a $,default,suna,s u n a,a n s u
1269,Fukushima-94_tosit-1,,Fukushima,94_tosit,suwaru,suwaru,s u w a r u,,476171,,,^ s u w a r u $,default,suwaru,s u w a r u,a r s u w
1270,Fukushima-95_back-1,,Fukushima,95_back,ʃenaga,ʃenaga,ʃ e n a g a,,476171,,,^ ʃ e n a g a $,default,ʃenaga,S e n a g a,S a e g n
1271,Fukushima-96_narrow-1,,Fukushima,96_narrow,semɛ,semɛ,s e m ɛ,,476171,,,^ s e m ɛ $,default,semɛ,s e m E,E e m s
1272,Fukushima-98_togrow-1,,Fukushima,98_togrow,jasunau,jasunau,j a s u n a u,,476171,,,^ j a s u n a u $,default,jasunau,y a s u n a u,a n s u y
1273,Fukushima-99_sky-1,,Fukushima,99_sky,sora,sora,s o r a,,476171,,,^ s o r a $,default,sora,s o r a,a o r s
